rank,front,meaning,kaikki_entry,kaikki_semantic_agreement,kaikki_overlap_terms,omw_entry,omw_semantic_agreement,omw_overlap_terms,wordfreq_attested,calima_analysis,status
689,شراء,purchase; buying,True,True,buying,True,True,buying|purchase,True,True,verified_strong
690,نيابة,prosecution; representation; deputyship (context-dependent),True,False,,True,True,represent,True,True,verified
691,موعد,appointment; date; scheduled time,True,True,appoint|date|time,True,True,appoint|date|time,True,True,verified_strong
692,ماء,water,True,True,water,True,True,water,True,True,verified_strong
693,يتعلق,relates to; concerns; is connected with,False,False,,False,False,,True,True,explicit_review_required
694,اجتماعي,social,True,True,social,True,True,social,True,True,verified_strong
695,امرأة,woman,True,True,woman,True,True,woman,True,True,verified_strong
696,أسهم,shares; stocks; contributed/participated,True,False,,True,True,contribut|stock,True,True,verified
697,أجهزة,devices; equipment,True,False,,True,True,equip,True,True,verified
698,بدء,beginning; start,True,True,beginn|start,True,True,beginn|start,True,True,verified_strong
699,جلسة,session; meeting,True,True,meet|session,True,True,meet|session,True,True,verified_strong
700,لايزال,still is; continues to be (لا يزال),False,False,,False,False,,True,True,explicit_review_required
701,رسمي,official; formal,True,True,formal|official,True,True,formal|official,True,True,verified_strong
702,تأثير,effect; influence; impact,True,True,influence,True,True,effect|impact|influence,True,True,verified_strong
703,لقب,title; nickname; titled/nicknamed,True,True,nickname|title,True,True,title,True,True,verified_strong
704,فرق,teams/groups; differences,True,True,group,True,True,group|team,True,True,verified_strong
705,هجوم,attack; assault,True,True,attack,True,True,assault|attack,True,True,verified_strong
706,ابنة,daughter,True,True,daughter,True,False,,True,True,verified
707,يستمر,continues; persists,False,False,,False,False,,True,True,explicit_review_required
708,لطيف,nice; kind; gentle; pleasant,True,True,gentle|kind|nice|pleasant,False,False,,True,True,verified
709,يهتم,cares about; is interested in,False,False,,False,False,,True,True,explicit_review_required
710,إذ,"when; since; as; because (إذ, context-dependent)",True,True,because|since|when,False,False,,True,True,verified
711,أبناء,sons; children,True,False,,False,False,,True,True,explicit_review_required
712,غرب,west,True,True,west,True,True,west,True,True,verified_strong
713,تأمين,insurance; securing; guarantee,True,True,insurance|secur,True,True,insurance,True,True,verified_strong
714,يعرض,presents; displays; offers; exposes (depending on form),False,False,,False,False,,True,True,explicit_review_required
715,عرب,Arabs,True,True,arab,True,True,arab,True,True,verified_strong
716,صالح,valid; suitable; righteous; good,True,True,good|suitable,False,False,,True,True,verified
717,ملابس,clothes; clothing,True,False,,True,True,cloth,True,True,verified
718,تحرك,movement; activity; moved,True,True,move,True,True,activity|move,True,True,verified_strong
719,بدل,substitute; instead of; changed/replaced,True,True,instead,True,True,chang|replac|substitute,True,True,verified_strong
720,طائرة,airplane; aircraft,True,True,airplane,True,True,aircraft|airplane,True,True,verified_strong
721,جماعة,group; community,True,True,community|group,True,True,community|group,True,True,verified_strong
722,مصدر,source,True,True,source,True,True,source,True,True,verified_strong
723,معظم,most; majority of,True,True,majority|most,True,False,,True,True,verified
724,أهلا,welcome!; hello! (أهلًا),True,True,welcome,False,False,,True,True,verified
725,قطع,pieces; parts; cut,True,True,cut,True,True,cut|part|piec,True,True,verified_strong
726,موافقة,approval; agreement; agreeing/suitable (feminine adjective use),True,True,agree|approval,True,True,approval,True,True,verified_strong
727,أخبار,news; reports,True,False,,True,True,news,True,True,verified
728,محافظة,governorate/province; conservative/preserving (feminine adjective use),True,True,preserv|province,True,False,,True,True,verified
729,خطر,danger; risk,True,True,danger|risk,True,True,danger|risk,True,True,verified_strong
730,صندوق,box; fund,True,True,box|fund,True,True,box,True,True,verified_strong
731,جزيرة,island,True,True,island,True,True,island,True,True,verified_strong
732,يصدق,is truthful; tells the truth; proves true,False,False,,False,False,,True,True,explicit_review_required
733,قوى,forces; powers; strengths,True,False,,True,True,power|strength,True,True,verified
734,دم,blood,True,True,blood,True,True,blood,True,True,verified_strong
735,جائزة,prize; award,True,True,prize,True,True,award|prize,True,True,verified_strong
736,حكومي,governmental; government,True,True,govern|governmental,True,True,govern|governmental,True,True,verified_strong
737,يظهر,appears; shows; demonstrates (depending on form),False,False,,False,False,,True,True,explicit_review_required
738,وراء,behind; beyond; after,True,True,behind,False,False,,True,True,verified
739,حادث,incident; accident; event; spoke/conversed with (verb reading),True,True,accident|event|incident,True,True,accident,True,True,verified_strong
740,نقاط,points; dots,True,False,,False,False,,True,True,explicit_review_required
741,انتظار,waiting; expectation,True,True,wait,True,True,wait,True,True,verified_strong
742,قاعدة,rule; base; foundation,True,True,base|found|rule,True,True,base|found|rule,True,True,verified_strong
743,حظ,luck; fortune,True,True,fortune|luck,True,True,fortune|luck,True,True,verified_strong
744,مهم,important,True,True,important,True,False,,True,True,verified
745,تعامل,dealing; interaction; dealt/interacted,True,True,deal,True,True,deal|interaction,True,True,verified_strong
746,ثقافة,culture,True,True,culture,True,True,culture,True,True,verified_strong
747,إجراءات,procedures; measures; actions,False,False,,True,False,,True,True,explicit_review_required
748,قضايا,issues; cases; causes,True,False,,True,True,case,True,True,verified
749,طعام,food,True,True,food,True,True,food,True,True,verified_strong
750,سواء,equal; alike; whether...or; equally,True,True,equal|equally,False,False,,True,True,verified
751,يسمح,allows; permits,False,False,,False,False,,True,True,explicit_review_required
752,أهداف,goals; objectives,True,False,,True,True,goal,True,True,verified
753,يسأل,asks; questions,False,False,,False,False,,True,True,explicit_review_required
754,ملعب,stadium; playing field,True,True,field|play|stadium,True,True,field|play|stadium,True,True,verified_strong
755,دقائق,minutes,True,False,,True,False,,True,True,explicit_review_required
756,فعلا,really; indeed; actually,True,True,actually|inde|really,False,False,,True,True,verified
757,عسكرية,military,True,False,,False,False,,True,True,explicit_review_required
758,معرض,exhibition; display; fair,True,True,exhibition|fair,True,True,display|exhibition,True,True,verified_strong
759,بقاء,remaining; survival; staying,True,True,remain,True,True,remain|stay|survival,True,True,verified_strong
760,اتصالات,communications; contacts,False,False,,True,False,,True,True,explicit_review_required
761,حفل,ceremony; party; event,True,False,,True,True,ceremony|event|party,True,True,verified
762,شؤون,affairs; matters,True,False,,True,True,affair|matter,True,True,verified
763,حجم,size; volume,True,True,size|volume,True,True,size|volume,True,True,verified_strong
764,يرغب,wants; desires; wishes,False,False,,False,False,,True,True,explicit_review_required
765,زمن,time; era,True,True,time,True,True,time,True,True,verified_strong
766,سلامة,safety; soundness; well-being,True,True,safety|well-be,True,True,safety,True,True,verified_strong
767,حي,neighborhood; district; living/alive (depending on vocalization),True,True,alive|district|living,True,True,district|living|neighborhood,True,True,verified_strong
768,حوالي,around; approximately; about,True,True,approximately|around,False,False,,True,True,verified
769,طرق,roads; ways; knocked,True,True,knock|road,True,True,knock|road,True,True,verified_strong
770,أسرع,faster; fastest; hasten; hurry,True,True,faster|fastest|hurry,True,True,hurry,True,True,verified_strong
771,توفير,provision; saving; availability,True,False,,True,True,provision|saving,True,True,verified
772,أصحاب,owners; companions; people of,True,False,,False,False,,True,True,explicit_review_required
773,استثمار,investment,True,True,invest,True,True,invest,True,True,verified_strong
774,مسؤولية,responsibility,True,True,responsibility,True,False,,True,True,verified
775,كافة,all; entire; all of,True,True,all,False,False,,True,True,verified
776,أدى,led to; performed; fulfilled,True,True,fulfill|perform,True,True,fulfill|perform,True,True,verified_strong
777,مسلمون,Muslims,True,True,muslim,False,False,,True,True,verified
778,سباق,race; competition,True,True,race,True,True,competition|race,True,True,verified_strong
779,زواج,marriage; wedding,True,True,marriage,True,True,marriage|wedd,True,True,verified_strong
780,يؤكد,confirms; affirms,False,False,,False,False,,True,True,explicit_review_required
781,ثقة,trust; confidence,True,True,confidence,True,True,confidence|trust,True,True,verified_strong
782,تجربة,experience; experiment,True,True,experi|experience,True,True,experi|experience,True,True,verified_strong
783,روح,spirit; soul,True,True,soul|spirit,True,True,soul|spirit,True,True,verified_strong
784,اعتبر,considered; regarded,True,True,consider|regard,True,True,consider|regard,True,True,verified_strong
785,نفط,petroleum; oil,True,True,oil|petroleum,False,False,,True,True,verified
786,تقريبا,approximately; roughly,True,True,approximately,False,False,,True,True,verified
787,إنشاء,establishment; creation; construction; composition,True,True,creation|establish,True,True,construction|creation,True,True,verified_strong
788,يقلق,worries; becomes anxious; causes worry (depending on vocalization),False,False,,False,False,,True,True,explicit_review_required
789,يتصل,contacts; connects; calls,False,False,,False,False,,True,True,explicit_review_required
790,رحلة,journey; trip,True,True,journey|trip,True,True,journey|trip,True,True,verified_strong
791,آنسة,Miss; young lady,True,True,miss|young,True,True,lady|miss|young,True,True,verified_strong
792,استمر,continued; continue!,True,True,continue,True,True,continue,True,True,verified_strong
793,أسفل,lower; lowest; underneath,True,True,lower|lowest,True,True,lowest,True,True,verified_strong
794,يتعلم,learns; studies,False,False,,False,False,,True,True,explicit_review_required
795,جو,weather; atmosphere; air,True,True,air|atmosphere|weather,True,True,atmosphere|weather,True,True,verified_strong
796,أسلحة,weapons; arms,True,False,,True,True,arms|weapon,True,True,verified
797,صدر,was issued; was published; came from,True,True,publish,True,True,publish,True,True,verified_strong
798,نوم,sleep,True,True,sleep,True,True,sleep,True,True,verified_strong
799,صناعة,industry; manufacture,True,True,industry|manufacture,True,True,industry|manufacture,True,True,verified_strong
800,تحرير,liberation; editing,True,True,liber,True,True,liber,True,True,verified_strong
801,طلاب,students,True,False,,True,True,student,True,True,verified
802,قريبا,"soon; shortly; nearby (قريبًا, context-dependent)",True,True,nearby|shortly|soon,True,True,nearby,True,True,verified_strong
803,فتى,young man; boy,True,False,,True,True,boy|man|young,True,True,verified
804,قوي,strong; powerful,True,True,powerful|strong,True,True,powerful|strong,True,True,verified_strong
805,رعاية,care; sponsorship; protection,True,True,care,True,True,care|protection,True,True,verified_strong
806,تدريب,training; practice,True,True,practice|train,True,True,practice|train,True,True,verified_strong
807,وفد,delegation; arrived/came as a delegate,True,True,deleg,True,True,deleg,True,True,verified_strong
808,اتجاه,direction; trend; orientation,True,True,direction,True,True,direction,True,True,verified_strong
809,تناول,handling; تناول = eating/taking; ate/took/dealt with,True,True,taking,True,True,eating|taking,True,True,verified_strong
810,وقف,endowment (waqf); stopped; stood,True,True,endow|stopp|waqf,True,True,stopp,True,True,verified_strong
811,أرسل,sent,True,False,,True,False,,True,True,explicit_review_required
812,يضم,includes; comprises,False,False,,False,False,,True,True,explicit_review_required
813,مرور,passing; traffic; passage,True,True,pass|passage|traffic,True,True,pass|passage,True,True,verified_strong
814,شاب,young man; youth; mixed/adulterated (rare verb reading),True,True,man|young|youth,True,True,man|young,True,True,verified_strong
815,خرج,went out; left; exited,True,True,exit|out,True,True,exit|out,True,True,verified_strong
816,يتوقع,expects; anticipates,False,False,,False,False,,True,True,explicit_review_required
817,يقدم,presents; offers; submits,False,False,,False,False,,True,True,explicit_review_required
818,نمو,growth; development,True,True,growth,True,True,develop|growth,True,True,verified_strong
819,ثورة,revolution; uprising,True,True,revolution,True,True,revolution|upris,True,True,verified_strong
820,أموال,money; funds; wealth,True,False,,True,True,money|wealth,True,True,verified
821,يكفي,is enough; suffices,False,False,,False,False,,True,True,explicit_review_required
822,عاصمة,capital city,True,True,capital|city,True,True,capital,True,True,verified_strong
823,يهم,matters; concerns; is important to,False,False,,False,False,,True,True,explicit_review_required
824,كبرى,major; greater; largest (feminine كبرى),True,False,,True,False,,True,True,explicit_review_required
825,حملة,campaign; group of carriers/bearers (depending on vocalization),True,True,campaign,True,True,campaign,True,True,verified_strong
826,اقتصاد,economy; economics,True,True,economic|economy,True,True,economic|economy,True,True,verified_strong
827,لغة,language,True,True,language,True,True,language,True,True,verified_strong
828,عنوان,address; title; headline,True,True,addres|title,True,True,addres|title,True,True,verified_strong
829,كلية,college/faculty; kidney; entirety/totality (depending on vocalization/context),True,True,college|entirety|faculty|kidney|totality,True,True,college,True,True,verified_strong
830,عم,paternal uncle; became widespread/general,True,True,general|paternal|uncle,True,True,uncle,True,True,verified_strong
831,قمة,summit; peak,True,True,peak,True,True,peak|summit,True,True,verified_strong
832,تابع,follower/subordinate; followed; continued,True,True,follow|follower|subordinate,True,True,follow|follower,True,True,verified_strong
833,دائرة,circle; department; district,True,True,circle|depart,True,True,circle,True,True,verified_strong
834,أحداث,events,True,False,,True,True,event,True,True,verified
835,بحر,sea,True,True,sea,True,True,sea,True,True,verified_strong
836,مناسب,suitable; appropriate,True,True,appropriate|suitable,False,False,,True,True,verified
837,قرية,village,True,True,village,True,True,village,True,True,verified_strong
838,يبلغ,reaches; amounts to; informs/notifies (depending on form),False,False,,False,False,,True,True,explicit_review_required
839,انتهاء,ending; completion,True,False,,True,True,ending,True,True,verified
840,معنى,meaning; sense,True,True,mean|sense,True,True,mean|sense,True,True,verified_strong
841,يعاني,suffers,False,False,,False,False,,True,True,explicit_review_required
842,جاري,current; ongoing,False,False,,False,False,,True,True,explicit_review_required
843,مواد,materials; substances,True,False,,True,False,,True,True,explicit_review_required
844,مسألة,issue; matter; question,True,True,issue|question,True,True,issue|matter|question,True,True,verified_strong
845,قلق,anxiety; concern; worried/anxious,True,True,anxiety|anxiou|worr,True,True,anxiety|anxiou|concern,True,True,verified_strong
846,دعوة,invitation; call; الدعوة = advocacy/mission in some contexts,True,True,call|invit,True,True,invit,True,True,verified_strong
847,سكان,inhabitants; population,True,False,,True,True,inhabitant|popul,True,True,verified
848,أسباب,reasons; causes,True,False,,False,False,,True,True,explicit_review_required
849,يتوقف,stops; depends on,False,False,,False,False,,True,True,explicit_review_required
850,وصف,description; described,True,True,description,True,True,describ|description,True,True,verified_strong
851,بلدة,town; small town,True,True,town,True,True,town,True,True,verified_strong
852,علاج,medical treatment; therapy; processing,True,True,therapy,True,True,medical|therapy|treat,True,True,verified_strong
853,أوراق,papers; leaves; documents,True,False,,True,False,,True,True,explicit_review_required
854,رب,Lord; master; owner (رَبّ); perhaps/many a (رُبَّ),True,True,lord|many|master|owner|perhap,True,True,owner,True,True,verified_strong
855,وسائل,means; methods; media/devices,True,True,mean|media,True,True,mean,True,True,verified_strong
856,مهرجان,festival,True,True,festival,True,True,festival,True,True,verified_strong
857,تجارة,trade; commerce,True,True,commerce,True,True,commerce|trade,True,True,verified_strong
858,ضرب,hitting; strike; ضرب = hit/struck,True,True,hit|hitt|strike,True,True,hit|hitt|strike,True,True,verified_strong
859,مقاومة,resistance; opposition,True,True,opposition|resistance,True,True,opposition|resistance,True,True,verified_strong
860,يستخدم,uses; is used (voice depends on vocalization),False,False,,False,False,,True,True,explicit_review_required
861,مصلحة,interest; benefit; public service/agency (context-dependent),True,True,interest,True,True,agency|benefit|interest|public|service,True,True,verified_strong
862,أسواق,markets,True,False,,False,False,,True,True,explicit_review_required
863,يدعو,calls; invites; advocates,False,False,,False,False,,True,True,explicit_review_required
864,سيطرة,control; domination,True,True,control,True,True,control|domin,True,True,verified_strong
865,مؤخرا,recently; lately,False,False,,False,False,,True,True,explicit_review_required
866,أساس,basis; foundation,True,True,basi|found,True,True,basi|found,True,True,verified_strong
867,نظرة,look; view; glance,True,True,look,True,True,look|view,True,True,verified_strong
868,مجددا,again; anew; once again,True,True,again,False,False,,True,True,verified
869,مادة,material; substance; article,True,True,article|material|substance,True,True,material|substance,True,True,verified_strong
870,جنس,type; kind; sex/gender,True,True,gender|kind|sex,True,True,gender|sex,True,True,verified_strong
871,أنفس,selves; souls,True,False,,True,True,soul,True,True,verified
872,تسجيل,registration; recording,True,True,record|registr,True,True,record|registr,True,True,verified_strong
873,أوسط,middle; central; intermediate (أوسط),True,True,central|middle,False,False,,True,True,verified
874,حقق,achieved; realized; investigated/verified (depending on form),True,False,,True,True,achiev|investigat|realiz|verif,True,True,verified
875,خطاب,speech; address; discourse,True,True,addres|discourse|speech,True,True,addres|speech,True,True,verified_strong
876,نجح,succeeded,True,False,,True,False,,True,True,explicit_review_required
877,تشكيل,formation; composition; shaping,True,True,formation,True,True,formation,True,True,verified_strong
878,سيئة,bad; poor (feminine),True,True,bad,True,False,,True,True,verified
879,بطل,hero; champion,True,True,hero,True,True,champion|hero,True,True,verified_strong
880,يقف,stands; stops,False,False,,True,False,,True,True,explicit_review_required
881,يواجه,faces; confronts,False,False,,False,False,,True,True,explicit_review_required
882,قرب,approached; came near,True,True,approach|near,True,True,approach|near,True,True,verified_strong
883,حاكم,ruler; governor; judged/prosecuted,True,True,governor|ruler,True,True,governor|judg|ruler,True,True,verified_strong
884,عقب,after; following; commented/followed up (عَقِب / عَقَّب),True,True,after|comment|follow,True,True,after|follow|up,True,True,verified_strong
885,ظن,thought; belief; assumption; thought/believed,True,False,,True,False,,True,True,explicit_review_required
886,مر,bitter (مُرّ); passed/went by (مَرَّ),True,True,bitter|pass,True,True,pass,True,True,verified_strong
887,عشاء,dinner; evening meal (عَشَاء),True,True,dinner|even,True,True,even,True,True,verified_strong
888,إعداد,preparation; setup,True,True,prepar,True,True,prepar,True,True,verified_strong
889,فندق,hotel,True,True,hotel,True,True,hotel,True,True,verified_strong
890,يؤدي,leads to; performs; results in,False,False,,False,False,,True,True,explicit_review_required
891,يحضر,attends; is present; prepares/brings (depending on form),False,False,,False,False,,True,True,explicit_review_required
892,تحول,transformation; change; changed/transformed,True,True,change|transform,True,True,change|transform,True,True,verified_strong
893,سريع,fast; quick,True,True,fast|quick,True,True,fast,True,True,verified_strong
894,يشهد,witnesses; observes,False,False,,False,False,,True,True,explicit_review_required
895,سر,secret,True,True,secret,True,True,secret,True,True,verified_strong
896,ظروف,circumstances; conditions,True,False,,True,True,circumstanc|condition,True,True,verified
897,فاز,won,True,False,,True,False,,True,True,explicit_review_required
898,ميت,dead,True,True,dead,True,True,dead,True,True,verified_strong
899,أثر,effect; trace; impact; affected/influenced,True,True,affect|effect|trace,True,True,affect|effect|impact,True,True,verified_strong
900,ضوء,light,True,True,light,True,True,light,True,True,verified_strong
901,عمال,workers,True,False,,True,True,worker,True,True,verified
902,قدرة,ability; capacity,True,True,ability|capacity,True,True,ability|capacity,True,True,verified_strong
903,يدري,knows; is aware,False,False,,False,False,,True,True,explicit_review_required
904,منع,prevention; prohibition; prevented,True,True,prevent|prevention,True,True,prevent|prevention|prohibition,True,True,verified_strong
905,رئيسي,main; principal; primary,True,True,main|principal,False,False,,True,True,verified
906,ميلاد,birth; birthday,True,True,birth|birthday,False,False,,True,True,verified
907,إنما,only; merely; nothing but,True,True,but|only,False,False,,True,True,verified
908,مسابقة,competition; contest,True,True,competition|contest,True,True,competition|contest,True,True,verified_strong
909,دليل,evidence; guide; proof,True,True,evidence|guide|proof,True,True,evidence|proof,True,True,verified_strong
910,سفر,travel; journey,True,True,journey|travel,True,True,journey|travel,True,True,verified_strong
911,حمل,load; burden; حمل = carrying,True,True,burden|carry|load,True,True,burden|carry|load,True,True,verified_strong
912,تصوير,photography; filming,True,True,photography,True,True,photography,True,True,verified_strong
913,طيران,aviation; flying,True,True,aviation,True,True,aviation,True,True,verified_strong
914,محطة,station; stop,True,True,station,True,True,station|stop,True,True,verified_strong
915,أفراد,individuals; persons,True,False,,True,True,individual,True,True,verified
916,سوء,badness; سوء = poor/bad state,True,True,badnes,True,True,bad|badnes,True,True,verified_strong
917,احترام,respect,True,True,respect,True,True,respect,True,True,verified_strong
918,حساب,account; calculation,True,True,account|calcul,True,True,account|calcul,True,True,verified_strong
919,تطبيق,application; implementation,True,True,applic|implement,True,True,applic|implement,True,True,verified_strong
920,يستحق,deserves; is worth; is entitled to,False,False,,False,False,,True,True,explicit_review_required
921,بيئة,environment,True,True,environ,True,True,environ,True,True,verified_strong
922,مقر,headquarters; seat; location,True,True,seat,True,True,headquarter,True,True,verified_strong
923,فشل,failure; failed,True,True,fail|failure,True,True,fail|failure,True,True,verified_strong
924,افعل,do!; act!,False,False,,False,False,,True,True,explicit_review_required
925,كبار,senior people; elders; major/important people,True,False,,False,False,,True,True,explicit_review_required
926,يتعرف,gets to know; becomes acquainted with; recognizes,False,False,,False,False,,True,True,explicit_review_required
927,وفقا,according to; in accordance with (commonly وَفْقًا لِـ),False,False,,False,False,,True,True,explicit_review_required
928,منافسة,competition; rivalry,True,True,competition,True,True,competition|rivalry,True,True,verified_strong
929,يسعى,seeks; strives,False,False,,False,False,,True,True,explicit_review_required
930,يكره,hates; dislikes,False,False,,False,False,,True,True,explicit_review_required
931,مواطن,citizen,True,True,citizen,True,True,citizen,True,True,verified_strong
932,أولاد,boys; sons; children,True,False,,False,False,,True,True,explicit_review_required
933,طبيعي,natural; normal,True,True,natural|normal,True,True,normal,True,True,verified_strong
934,خطوة,step,True,True,step,True,True,step,True,True,verified_strong
935,مشاريع,projects,True,False,,False,False,,True,True,explicit_review_required
936,شاهد,watched; saw; witnessed,True,True,watch,True,True,watch,True,True,verified_strong
937,أصل,origin; root; basis,True,True,basi|origin|root,True,True,basi|origin|root,True,True,verified_strong
938,مدارس,schools,True,False,,True,True,school,True,True,verified
939,ثمن,price; value,True,True,price|value,True,True,price|value,True,True,verified_strong
940,إيجاد,finding; creation/bringing into existence (إيجاد),True,True,creation,False,False,,True,True,verified
941,صفقة,deal; transaction,True,False,,True,True,deal,True,True,verified
942,يطلق,launches; releases; fires; calls/names (depending on form),False,False,,False,False,,True,True,explicit_review_required
943,يقبل,kisses; is kissing (يُقَبِّل),False,False,,False,False,,True,True,explicit_review_required
944,يجمع,collects; gathers,False,False,,False,False,,True,True,explicit_review_required
945,شديد,severe; strong; intense,True,True,intense|severe|strong,True,True,intense,True,True,verified_strong
946,أسئلة,questions,True,False,,True,True,question,True,True,verified
947,سن,age; tooth (depending on vocalization),True,True,age|tooth,True,True,age|tooth,True,True,verified_strong
948,تفكير,thinking; thought,True,True,think,True,True,think|thought,True,True,verified_strong
949,أسماء,names,True,True,name,True,True,name,True,True,verified_strong
950,مستشار,advisor; consultant,True,True,consultant,True,False,,True,True,verified
951,يقود,leads; drives,False,False,,False,False,,True,True,explicit_review_required
952,يتمكن,manages to; is able to,False,False,,False,False,,True,True,explicit_review_required
953,جهود,efforts,False,False,,False,False,,True,True,explicit_review_required
954,سبق,precedence; lead; preceded,True,False,,True,True,lead|preced|precedence,True,True,verified
955,ضغط,pressure; pressing; pressed,True,True,pressure,True,True,press|pressure,True,True,verified_strong
956,إشارة,signal; sign; indication,True,True,sign|signal,True,True,indic,True,True,verified_strong
957,متابعة,follow-up; monitoring,True,False,,True,True,follow-up|monitor,True,True,verified
958,أصاب,hit; affected; injured,True,True,hit,True,True,affect|hit,True,True,verified_strong
959,أخت,sister,True,True,sister,True,True,sister,True,True,verified_strong
960,حذر,caution; warning; cautious,True,True,caution|cautiou|warn,True,True,caution|warn,True,True,verified_strong
961,خليج,gulf,True,True,gulf,True,True,gulf,True,True,verified_strong
962,أسرة,family; household,True,True,family,True,True,family|household,True,True,verified_strong
963,إصلاح,reform; repair; correction,True,True,correction|reform,True,True,reform|repair,True,True,verified_strong
964,حارس,guard; goalkeeper,True,True,goalkeeper|guard,True,True,guard,True,True,verified_strong
965,ناحية,side; direction; aspect; from the standpoint of,True,True,direction|side,True,False,,True,True,verified
966,مرض,illness; disease; fell ill,True,True,disease|illnes,True,True,disease|ill|illnes,True,True,verified_strong
967,فصل,separated; dismissed; فصل = divided/separated,True,False,,True,True,divid|separat,True,True,verified
968,تغير,change; alteration; changed,True,True,alter|change,True,True,alter|change,True,True,verified_strong
969,مجنون,crazy; insane,True,True,crazy|insane,False,False,,True,True,verified
970,نصر,victory; support; helped/supported,True,True,help|support|victory,True,True,help|support|victory,True,True,verified_strong
971,موجود,present; existing; available; found,True,True,available|exist|found,False,False,,True,True,verified
972,أسوأ,worse; worst,True,True,worse|worst,False,False,,True,True,verified
973,حلم,dream; forbearance/patience; dreamed,True,True,dream|forbearance,True,True,dream,True,True,verified_strong
974,أندية,clubs,True,False,,True,True,club,True,True,verified
975,جمهور,audience; public; fans,True,True,public,True,True,audience|public,True,True,verified_strong
976,صيد,hunting; fishing,True,True,fish|hunt,True,False,,True,True,verified
977,عادة,habit; custom; usually (in adverbial use),True,True,custom|habit|usually,True,True,custom|habit|usually,True,True,verified_strong
978,مخدرات,drugs; narcotics,True,False,,True,True,drug,True,True,verified
979,اتفق,agreed; came to an agreement,True,True,agree,True,True,agree,True,True,verified_strong
980,مسرح,theater; theatre; stage,True,True,theater,True,True,stage|theater|theatre,True,True,verified_strong
981,تمكن,ability; mastery; managed/was able,True,True,ability|able|mastery,True,True,mastery,True,True,verified_strong
982,ينبغي,should; ought to; it is appropriate/necessary,False,False,,False,False,,True,True,explicit_review_required
983,ألعاب,games,True,False,,True,True,game,True,True,verified
984,قوانين,laws,True,False,,False,False,,True,True,explicit_review_required
985,يزيد,increases; adds,True,False,,False,False,,True,True,explicit_review_required
986,رياضة,sport; exercise,True,True,sport,True,True,exercise|sport,True,True,verified_strong
987,مبلغ,amount; sum of money,True,True,amount|sum,True,True,amount|money|sum,True,True,verified_strong
988,كتابة,writing,True,True,writ,True,True,writ,True,True,verified_strong
989,خوف,fear,True,True,fear,True,True,fear,True,True,verified_strong
990,شمس,sun,True,True,sun,True,True,sun,True,True,verified_strong
991,ساعد,helped; assisted,True,True,assist|help,True,True,assist|help,True,True,verified_strong
992,يقل,decreases; becomes less,False,False,,False,False,,True,True,explicit_review_required
993,اتخاذ,taking; adoption; making (as in اتخاذ قرار = making a decision),True,False,,False,False,,True,True,explicit_review_required
994,حفلة,party; celebration,True,True,celebr|party,True,True,party,True,True,verified_strong
995,شعور,feeling; sensation,True,True,feel|sens,True,True,feel|sens,True,True,verified_strong
996,يفضل,prefers; is superior/better (depending on vocalization),False,False,,False,False,,True,True,explicit_review_required
997,استطاع,was able to; could,True,True,able,True,False,,True,True,verified
998,طبيعة,nature; character,True,True,character|nature,True,True,nature,True,True,verified_strong
999,مقابلة,interview; meeting; encounter; confrontation,True,True,encounter|interview|meet,True,True,meet,True,True,verified_strong
1000,ابتعد,moved away; kept away; move away!,True,True,away|move,True,True,away,True,True,verified_strong
