front,frequency,reason
chosification,0,no_kaikki_entry
fulmar,0,no_kaikki_entry
recrotte,0,no_kaikki_entry
surhaussé,0,no_kaikki_entry
électron-volt,0.003,no_safe_learner_meaning
amélioré,0,lexique_kaikki_pos_mismatch
thoracotomie,0,no_kaikki_entry
boschiman,0,no_kaikki_entry
pr,0.747,no_safe_learner_meaning
réapprouvé,0,no_kaikki_entry
antiprotéase,0,no_kaikki_entry
covenant,0,no_kaikki_entry
techs,0,no_kaikki_entry
harnois,0.003,no_safe_learner_meaning
clearing,0,no_kaikki_entry
sum,0,no_kaikki_entry
récupèreraient,0,lexique_kaikki_pos_mismatch
pirole,0,no_kaikki_entry
loofa,0,no_kaikki_entry
thyrotoxique,0,no_kaikki_entry
kus,0.003,no_safe_learner_meaning
sousestimer,0,no_kaikki_entry
tandis,0,lexique_kaikki_pos_mismatch
tripperais,0,no_kaikki_entry
maracuja,0,no_kaikki_entry
bronzant,0,lexique_kaikki_pos_mismatch
butagaz,0,no_kaikki_entry
chouilla,0,no_kaikki_entry
atrial,0,no_kaikki_entry
knockdowns,0,no_kaikki_entry
germano-polonais,0,no_kaikki_entry
oestrus,0,no_kaikki_entry
frottée,0,lexique_kaikki_pos_mismatch
proc,0,no_kaikki_entry
débord,0,no_kaikki_entry
streets,0,no_kaikki_entry
semi-précieux,0,no_kaikki_entry
radioisotope,0,no_kaikki_entry
assommement,0,no_kaikki_entry
demi-lieue,0,no_kaikki_entry
torréfié,0,lexique_kaikki_pos_mismatch
recacher,0,no_kaikki_entry
vampirologues,0,no_kaikki_entry
mohawk,0,no_kaikki_entry
dircoms,0,no_kaikki_entry
orphelina,0,no_kaikki_entry
ex-épouse,0,no_kaikki_entry
branlade,0,no_kaikki_entry
varroa,0,no_kaikki_entry
imputabilité,0,no_kaikki_entry
tolèrerais,0,lexique_kaikki_pos_mismatch
moyen-âge,0,lexique_kaikki_pos_mismatch
embrochage,0,no_kaikki_entry
resaisir,0,no_kaikki_entry
aramer,0,no_kaikki_entry
carjackée,0,no_kaikki_entry
lançage,0,no_kaikki_entry
guna,0,no_kaikki_entry
bruleriez,0,lexique_kaikki_pos_mismatch
trainerais,0,lexique_kaikki_pos_mismatch
cardiopulmonaire,0,no_kaikki_entry
quatre-mâts,0,no_kaikki_entry
didjeridoo,0,no_kaikki_entry
génèrerait,0,no_kaikki_entry
tranchette,0,no_kaikki_entry
inarrêtable,0,lexique_kaikki_pos_mismatch
goura,0,lexique_kaikki_pos_mismatch
népétas,0.003,no_safe_learner_meaning
punkette,0,no_kaikki_entry
départition,0,no_kaikki_entry
gazébo,0,no_kaikki_entry
écornure,0,no_kaikki_entry
carroyage,0,no_kaikki_entry
honoré,0,lexique_kaikki_pos_mismatch
takin,0,no_kaikki_entry
ex-leader,0,no_kaikki_entry
aguiche,0,lexique_kaikki_pos_mismatch
prêté,0,lexique_kaikki_pos_mismatch
logges,0,no_kaikki_entry
potawatomi,0,no_kaikki_entry
réattache,0,no_kaikki_entry
basher,0,no_kaikki_entry
haka,0,no_kaikki_entry
comfort,0,no_kaikki_entry
tringlerie,0,no_kaikki_entry
désenvoûtement,0,no_kaikki_entry
fulla,0,no_kaikki_entry
rebloquer,0,no_kaikki_entry
pontifiant,0,lexique_kaikki_pos_mismatch
âgisme,0,no_kaikki_entry
talibanes,0,lexique_kaikki_pos_mismatch
durcissant,0,lexique_kaikki_pos_mismatch
wouah,0,no_kaikki_entry
drama,0,no_kaikki_entry
réenchanter,0,no_kaikki_entry
dinaient,0,lexique_kaikki_pos_mismatch
vasoconstricteur,0,lexique_kaikki_pos_mismatch
unobtainium,0,no_kaikki_entry
supraluminiques,0,lexique_kaikki_pos_mismatch
sapinage,0,no_kaikki_entry
bourlets,0.006,no_safe_learner_meaning
visualiseur,0,no_kaikki_entry
oubliè,0,no_kaikki_entry
notionnel,0,no_kaikki_entry
lobbyiser,0,no_kaikki_entry
chourrer,0,no_kaikki_entry
rejouis,0,no_kaikki_entry
éclusier,0,no_kaikki_entry
mochas,0,no_kaikki_entry
reglisse,0,no_kaikki_entry
jet-setteurs,0,no_kaikki_entry
lord,0,no_kaikki_entry
lichette,0,no_kaikki_entry
galipoter,0,no_kaikki_entry
badaudage,0,no_kaikki_entry
autonomique,0,no_kaikki_entry
déréglage,0,no_kaikki_entry
ron,0,no_kaikki_entry
contrevallation,0,no_kaikki_entry
codécision,0,no_kaikki_entry
désinscrits,0,no_kaikki_entry
teutonne,0,lexique_kaikki_pos_mismatch
toxémique,0,no_kaikki_entry
pont-promenade,0,no_kaikki_entry
entraimer,0,no_kaikki_entry
faillie,0,lexique_kaikki_pos_mismatch
superhéroïne,0,no_kaikki_entry
appaloosa,0,no_kaikki_entry
cailloutage,0,no_kaikki_entry
multifonctions,0.063,no_safe_learner_meaning
texterais,0,no_kaikki_entry
mamzelle,0.117,no_safe_learner_meaning
synthétase,0,no_kaikki_entry
pétaoctets,0.013,no_safe_learner_meaning
auxquels,3.709,no_safe_learner_meaning
co-président,0,no_kaikki_entry
réchappé,0,lexique_kaikki_pos_mismatch
monokini,0,no_kaikki_entry
débranchable,0,no_kaikki_entry
naphténique,0,no_kaikki_entry
démonteur,0,no_kaikki_entry
pèquenots,0,no_kaikki_entry
dégoutiez,0,lexique_kaikki_pos_mismatch
taggait,0,lexique_kaikki_pos_mismatch
capiton,0,no_kaikki_entry
suivée,0,no_kaikki_entry
emplumer,0,no_kaikki_entry
rétroéclairé,0,no_kaikki_entry
bouillage,0,no_kaikki_entry
déjaunir,0,no_kaikki_entry
grappions,0,no_kaikki_entry
agame,0,no_kaikki_entry
libèrerai,0,lexique_kaikki_pos_mismatch
tempera,0,no_kaikki_entry
endophyte,0,no_kaikki_entry
accroche-coeur,0,no_kaikki_entry
non-vie,0,no_kaikki_entry
microampère,0,no_kaikki_entry
regrossir,0,no_kaikki_entry
naans,0,no_kaikki_entry
interlude,0,no_kaikki_entry
vinerie,0,no_kaikki_entry
asa,0,no_kaikki_entry
lègueras,0,no_kaikki_entry
vangeurs,0,no_kaikki_entry
ghez,0,no_kaikki_entry
raboutir,0,no_kaikki_entry
téléportais,0,lexique_kaikki_pos_mismatch
ferritine,0,no_kaikki_entry
latino-américain,0,lexique_kaikki_pos_mismatch
stromale,0,no_kaikki_entry
compétiter,0,no_kaikki_entry
smack,0,no_kaikki_entry
dolichocéphale,0,no_kaikki_entry
contre-indiqué,0,no_kaikki_entry
oligodendrogliome,0,no_kaikki_entry
fénéantise,0,no_kaikki_entry
sans-coeur,0,no_kaikki_entry
flanqueur,0,no_kaikki_entry
cruisait,0,lexique_kaikki_pos_mismatch
phocomélie,0,no_kaikki_entry
twitter,0,lexique_kaikki_pos_mismatch
essential,0,no_kaikki_entry
plateau-repas,0,no_kaikki_entry
traînerie,0,no_kaikki_entry
muon,0,no_kaikki_entry
piéter,0,no_kaikki_entry
tiper,0,no_kaikki_entry
log,0,no_kaikki_entry
ex-ministre,0,no_kaikki_entry
axonale,0,no_kaikki_entry
postdoc,0,no_kaikki_entry
cary,0,no_kaikki_entry
chatouillis,0,no_kaikki_entry
zia,0,no_kaikki_entry
pornstars,0,no_kaikki_entry
millenium,0,no_kaikki_entry
kugelhof,0.009,no_safe_learner_meaning
sling,0,no_kaikki_entry
clopinant,0,lexique_kaikki_pos_mismatch
displays,0,no_kaikki_entry
chaussant,0,lexique_kaikki_pos_mismatch
proustien,0,no_kaikki_entry
rushant,0,no_kaikki_entry
cc,0,lexique_kaikki_pos_mismatch
relationniste,0,no_kaikki_entry
flémingite,0,no_kaikki_entry
marle,0,no_kaikki_entry
botoxes,0,lexique_kaikki_pos_mismatch
dédouanage,0,no_kaikki_entry
localier,0,no_kaikki_entry
shuffle,0,no_kaikki_entry
ébrieux,0,no_kaikki_entry
bumper,0,no_kaikki_entry
ronéotyper,0,no_kaikki_entry
cordoba,0,no_kaikki_entry
baclent,0,no_kaikki_entry
réglette,0,no_kaikki_entry
débarasserait,0,lexique_kaikki_pos_mismatch
vandalisation,0,no_kaikki_entry
balante,0,no_kaikki_entry
emmieller,0,no_kaikki_entry
mouride,0,no_kaikki_entry
remapper,0,no_kaikki_entry
sparages,0,no_kaikki_entry
intègrerai,0,lexique_kaikki_pos_mismatch
réagencement,0,no_kaikki_entry
causa,0,lexique_kaikki_pos_mismatch
émergé,0,lexique_kaikki_pos_mismatch
électrosensibles,0.003,no_safe_learner_meaning
déjeter,0,no_kaikki_entry
att,0,no_kaikki_entry
siphonés,0,lexique_kaikki_pos_mismatch
pelloche,0,no_kaikki_entry
tilte,0,no_kaikki_entry
blastocyte,0,no_kaikki_entry
aurion,0,no_kaikki_entry
thoraco-abdominale,0,no_kaikki_entry
aspergeur,0,no_kaikki_entry
hi,0,no_kaikki_entry
palonnier,0,no_kaikki_entry
hablas,0,no_kaikki_entry
tassé,0,lexique_kaikki_pos_mismatch
soap-opéra,0,no_kaikki_entry
biturin,0,no_kaikki_entry
contestant,0,lexique_kaikki_pos_mismatch
surdiplômé,0,no_kaikki_entry
bodyboard,0,no_kaikki_entry
restoroute,0.076,no_safe_learner_meaning
retractée,0,no_kaikki_entry
franco-africain,0,no_kaikki_entry
indécodable,0,no_kaikki_entry
anti-sociaux,0,no_kaikki_entry
battle-dress,0,no_kaikki_entry
triazolam,0,no_kaikki_entry
escalopine,0,no_kaikki_entry
surfactant,0,no_kaikki_entry
déchouquer,0,no_kaikki_entry
finch,0,no_kaikki_entry
débugger,0,lexique_kaikki_pos_mismatch
acting,0,no_kaikki_entry
diffusable,0,no_kaikki_entry
calf,0,no_kaikki_entry
taxé,0,lexique_kaikki_pos_mismatch
spat,0,no_kaikki_entry
opèrerais,0,lexique_kaikki_pos_mismatch
rippé,0,no_kaikki_entry
chimichanga,0,no_kaikki_entry
pastiquer,0,no_kaikki_entry
lapiner,0,no_kaikki_entry
labri,0,no_kaikki_entry
qualifié,0,lexique_kaikki_pos_mismatch
tap,0,no_kaikki_entry
plaqué,0,lexique_kaikki_pos_mismatch
nori,0,no_kaikki_entry
recuit,0,lexique_kaikki_pos_mismatch
ambigües,0,lexique_kaikki_pos_mismatch
flusher,0,lexique_kaikki_pos_mismatch
déconnecteur,0,no_kaikki_entry
suka,0,no_kaikki_entry
dynamisant,0,lexique_kaikki_pos_mismatch
sous-race,0,no_kaikki_entry
skeuds,0.009,no_safe_learner_meaning
précharger,0,no_kaikki_entry
baristas,0,no_kaikki_entry
vexille,0,no_kaikki_entry
tuné,0,lexique_kaikki_pos_mismatch
bêta-testeur,0,no_kaikki_entry
génitoire,0,no_kaikki_entry
jam,0,no_kaikki_entry
entièreté,0,no_kaikki_entry
interposition,0,no_kaikki_entry
neurovégétatif,0,no_kaikki_entry
contrattaquons,0,no_kaikki_entry
qqs,0,no_kaikki_entry
épiage,0,no_kaikki_entry
peccavi,0,no_kaikki_entry
célèbrerait,0,lexique_kaikki_pos_mismatch
réétablir,0,no_kaikki_entry
groupé,0,lexique_kaikki_pos_mismatch
outrepassement,0,no_kaikki_entry
mol,0.383,no_safe_learner_meaning
musculairement,0,no_kaikki_entry
ramolli,0,lexique_kaikki_pos_mismatch
iliens,0.003,no_safe_learner_meaning
vice-premiers,0,no_kaikki_entry
tekel,0,no_kaikki_entry
rejouissez,0,no_kaikki_entry
confin,0,no_kaikki_entry
allélique,0,lexique_kaikki_pos_mismatch
teaseur,0,no_kaikki_entry
twirling,0,no_kaikki_entry
lithiné,0,no_kaikki_entry
télékinétique,0,lexique_kaikki_pos_mismatch
surréaction,0,no_kaikki_entry
straight,0,no_kaikki_entry
enleveur,0,no_kaikki_entry
inébranlé,0,no_kaikki_entry
malariale,0,no_kaikki_entry
poulent,0,no_kaikki_entry
tek,0,no_kaikki_entry
mamma,0,no_kaikki_entry
anti-sémite,0,no_kaikki_entry
taffent,0,no_kaikki_entry
ferryboat,0,no_kaikki_entry
ether,0,no_kaikki_entry
cherries,0,no_kaikki_entry
variolées,0,no_kaikki_entry
fuckées,0,lexique_kaikki_pos_mismatch
ramage,0,no_kaikki_entry
anti-violence,0,no_kaikki_entry
défrag,0,no_kaikki_entry
nour,0,lexique_kaikki_pos_mismatch
politicailler,0,no_kaikki_entry
bestsellers,0,no_kaikki_entry
écoue,0,no_kaikki_entry
homonculus,0,no_kaikki_entry
consulte,0,lexique_kaikki_pos_mismatch
rétrofuturisme,0,no_kaikki_entry
mi-pente,0,no_kaikki_entry
fluidifiant,0,lexique_kaikki_pos_mismatch
godemichets,0.022,no_safe_learner_meaning
soixante-neuf,0,lexique_kaikki_pos_mismatch
pousse-toc,0,no_kaikki_entry
hacké,0,lexique_kaikki_pos_mismatch
céphale,0,no_kaikki_entry
farfouiner,0,no_kaikki_entry
casse-pieds,1.298,no_safe_learner_meaning
garroches,0,lexique_kaikki_pos_mismatch
tung,0,no_kaikki_entry
canja,0,no_kaikki_entry
kursaal,0,no_kaikki_entry
déshydratant,0,lexique_kaikki_pos_mismatch
télémétrer,0,no_kaikki_entry
géline,0,no_kaikki_entry
microlitre,0,no_kaikki_entry
rafraichissait,0,lexique_kaikki_pos_mismatch
ipse,0,no_kaikki_entry
shiatsu,0,no_kaikki_entry
reséquence,0,no_kaikki_entry
scrafé,0,no_kaikki_entry
gentlemen-farmers,0,no_kaikki_entry
gravage,0,no_kaikki_entry
réfractionniste,0,no_kaikki_entry
manhattan,0,no_kaikki_entry
désinculper,0,no_kaikki_entry
petto,0,no_kaikki_entry
incomplétude,0,no_kaikki_entry
vaisonnaise,0,no_kaikki_entry
mandan,0,no_kaikki_entry
rescanner,0,no_kaikki_entry
cloitrée,0,lexique_kaikki_pos_mismatch
issez,0,no_kaikki_entry
enkysté,0,lexique_kaikki_pos_mismatch
empoignement,0,no_kaikki_entry
fading,0,no_kaikki_entry
minidisc,0,no_kaikki_entry
antitaches,0,no_kaikki_entry
cilicien,0,no_kaikki_entry
margoulin,0,no_kaikki_entry
pagre,0,no_kaikki_entry
brioler,0,no_kaikki_entry
décoaguler,0,no_kaikki_entry
vitam,0,no_kaikki_entry
moria,0,no_kaikki_entry
régolite,0,no_kaikki_entry
succinate,0,no_kaikki_entry
haïdouk,0,no_kaikki_entry
anatomopathologiste,0,no_kaikki_entry
germano-belge,0,no_kaikki_entry
background,0,no_kaikki_entry
voeu,29.269,no_safe_learner_meaning
personnifié,0,lexique_kaikki_pos_mismatch
interloqué,0,lexique_kaikki_pos_mismatch
ex-sergent,0,no_kaikki_entry
déblayeur,0,no_kaikki_entry
démêlant,0,lexique_kaikki_pos_mismatch
curariser,0,no_kaikki_entry
préraphaélisme,0,no_kaikki_entry
remballage,0,no_kaikki_entry
pogné,0,lexique_kaikki_pos_mismatch
embrouillage,0,no_kaikki_entry
bodybuildeurs,0,no_kaikki_entry
pembina,0,no_kaikki_entry
claustro,0,no_kaikki_entry
pépètes,0,no_kaikki_entry
outs,0,no_kaikki_entry
cèderons,0,lexique_kaikki_pos_mismatch
supère,0,no_kaikki_entry
tapochait,0,no_kaikki_entry
nachos,1.62,no_safe_learner_meaning
ilots,0,no_kaikki_entry
psychoéducateurs,0,no_kaikki_entry
cybernétisation,0,no_kaikki_entry
extra-humains,0,no_kaikki_entry
ka,0.6890000000000001,no_safe_learner_meaning
pousseuse,0,no_kaikki_entry
rarrivais,0,no_kaikki_entry
divertisseur,0,no_kaikki_entry
métalliste,0,no_kaikki_entry
grau,0,no_kaikki_entry
cucuterie,0,no_kaikki_entry
mili,0,no_kaikki_entry
oute,0,no_kaikki_entry
kényan,0,no_kaikki_entry
pigeonnage,0,no_kaikki_entry
sculptage,0,no_kaikki_entry
chordé,0,no_kaikki_entry
bouziller,0,lexique_kaikki_pos_mismatch
reverrouiller,0,no_kaikki_entry
arthroscopique,0,no_kaikki_entry
teaming,0,no_kaikki_entry
dinerions,0,lexique_kaikki_pos_mismatch
qué,0,lexique_kaikki_pos_mismatch
scanographe,0,no_kaikki_entry
prosit,0,no_kaikki_entry
nocebos,0,no_kaikki_entry
amphètes,0,no_kaikki_entry
saint-crépin,0,no_kaikki_entry
pognés,0,lexique_kaikki_pos_mismatch
suractivé,0,no_kaikki_entry
chicos,0,no_kaikki_entry
sacristine,0,no_kaikki_entry
bidouilleur,0,no_kaikki_entry
catgut,0,no_kaikki_entry
chocotte,0,no_kaikki_entry
skypez,0,no_kaikki_entry
cacodémons,0.003,no_safe_learner_meaning
tracé,0,lexique_kaikki_pos_mismatch
happeur,0,no_kaikki_entry
institutionnalisé,0,lexique_kaikki_pos_mismatch
rockent,0,lexique_kaikki_pos_mismatch
boulards,0,no_kaikki_entry
cratérisation,0,no_kaikki_entry
sout,0,no_kaikki_entry
autres,0.035,no_safe_learner_meaning
imprégnable,0,no_kaikki_entry
mésadaptés,0,no_kaikki_entry
vestigiale,0,lexique_kaikki_pos_mismatch
alkali,0,no_kaikki_entry
anticipatif,0,no_kaikki_entry
courcircuite,0,no_kaikki_entry
albendazole,0,no_kaikki_entry
sills,0,no_kaikki_entry
chauffe-plat,0,no_kaikki_entry
corton,0,no_kaikki_entry
laiche,0,no_kaikki_entry
querelleux,0,no_kaikki_entry
immunisant,0,lexique_kaikki_pos_mismatch
métrosexuels,0.051,no_safe_learner_meaning
millirems,0,no_kaikki_entry
paquage,0,no_kaikki_entry
dégoutées,0,lexique_kaikki_pos_mismatch
émoucher,0,no_kaikki_entry
réétabli,0,no_kaikki_entry
pyrole,0,no_kaikki_entry
graffiter,0,no_kaikki_entry
affutées,0,lexique_kaikki_pos_mismatch
télègue,0,no_kaikki_entry
gestapiste,0,no_kaikki_entry
liké,0,lexique_kaikki_pos_mismatch
spermato,0,no_kaikki_entry
recontra,0,no_kaikki_entry
cryonique,0,no_kaikki_entry
reposée,0,lexique_kaikki_pos_mismatch
caféinomanes,0,no_kaikki_entry
glass,0,no_kaikki_entry
spamming,0,no_kaikki_entry
pitchounet,0,no_kaikki_entry
règlementaires,0,lexique_kaikki_pos_mismatch
mi-corps,0,no_kaikki_entry
groseiller,0,no_kaikki_entry
sanisette,0,no_kaikki_entry
repromu,0,no_kaikki_entry
prince-de-galles,0,no_kaikki_entry
corporalité,0,no_kaikki_entry
ex-vedette,0,no_kaikki_entry
hl,0,no_kaikki_entry
virtualiser,0,no_kaikki_entry
hibakusha,0,no_kaikki_entry
bookmarker,0,no_kaikki_entry
karchers,0.003,no_safe_learner_meaning
triangularisation,0,no_kaikki_entry
procrastine,0,lexique_kaikki_pos_mismatch
mousqueterie,0,no_kaikki_entry
delaine,0,no_kaikki_entry
resonnent,0,no_kaikki_entry
ultraviolente,0,no_kaikki_entry
dégrippant,0,no_kaikki_entry
bossette,0,no_kaikki_entry
didactisme,0,no_kaikki_entry
reniflage,0,no_kaikki_entry
gynécologiste,0,no_kaikki_entry
transfèrerait,0,lexique_kaikki_pos_mismatch
modo,0,no_kaikki_entry
godmichés,0.003,no_safe_learner_meaning
retractés,0,no_kaikki_entry
farci,0,lexique_kaikki_pos_mismatch
risé,0,no_kaikki_entry
ac,0,lexique_kaikki_pos_mismatch
étancheur,0,no_kaikki_entry
iridescence,0,no_kaikki_entry
sacerdote,0,no_kaikki_entry
affute,0,lexique_kaikki_pos_mismatch
tumorectomie,0,no_kaikki_entry
assayaient,0,no_kaikki_entry
alsacien,0.141,no_safe_learner_meaning
post-opératoire,0,no_kaikki_entry
imprédictibilité,0,no_kaikki_entry
frapadingue,0,lexique_kaikki_pos_mismatch
murgés,0,no_kaikki_entry
pétasser,0,no_kaikki_entry
fainéasse,0,no_kaikki_entry
décongestif,0,no_kaikki_entry
pseudobulbaire,0,no_kaikki_entry
opprimè,0,no_kaikki_entry
inorthodoxe,0,no_kaikki_entry
slop,0,no_kaikki_entry
blancos,0,no_kaikki_entry
momifié,0,lexique_kaikki_pos_mismatch
dézoné,0,lexique_kaikki_pos_mismatch
varangue,0,no_kaikki_entry
giardia,0,no_kaikki_entry
fémininité,0,no_kaikki_entry
rigaudon,0.003,no_safe_learner_meaning
maniller,0,no_kaikki_entry
tutut,0,no_kaikki_entry
homicidaire,0,no_kaikki_entry
diverticulites,0,no_kaikki_entry
cautionnaire,0,no_kaikki_entry
cignes,0,no_kaikki_entry
aisse,0,no_kaikki_entry
éternueur,0,no_kaikki_entry
houps,0,no_kaikki_entry
chica,0,no_kaikki_entry
réépouser,0,no_kaikki_entry
tricotin,0,no_kaikki_entry
vot,0,no_kaikki_entry
sie,0,no_kaikki_entry
botteuse,0,no_kaikki_entry
embouti,0,lexique_kaikki_pos_mismatch
dripping,0,no_kaikki_entry
ascensoriste,0,no_kaikki_entry
emperruqu,0,no_kaikki_entry
régénèrerait,0,no_kaikki_entry
reclipper,0,no_kaikki_entry
hébraïsant,0,lexique_kaikki_pos_mismatch
pronghorn,0,no_kaikki_entry
ex-contrebandier,0,no_kaikki_entry
luganda,0,no_kaikki_entry
cuiseur,0,no_kaikki_entry
mastocyte,0,no_kaikki_entry
tèt,0,no_kaikki_entry
cubicules,0,no_kaikki_entry
roast-beef,0.10700000000000001,no_safe_learner_meaning
locker,0,no_kaikki_entry
forlane,0,no_kaikki_entry
taffer,0,lexique_kaikki_pos_mismatch
avion-suicide,0,no_kaikki_entry
belladonne,0,no_kaikki_entry
prompto,0,no_kaikki_entry
infotainment,0,no_kaikki_entry
moos,0,no_kaikki_entry
siégè,0,no_kaikki_entry
immunodépression,0,no_kaikki_entry
sio,0,no_kaikki_entry
décatir,0,no_kaikki_entry
microvolt,0,no_kaikki_entry
visigoth,0,no_kaikki_entry
désencroûter,0,no_kaikki_entry
pénètrerez,0,lexique_kaikki_pos_mismatch
tilapias,0,no_kaikki_entry
coole,0,no_kaikki_entry
galèreraient,0,lexique_kaikki_pos_mismatch
repolariser,0,no_kaikki_entry
déchétariennes,0,no_kaikki_entry
réarrêter,0,no_kaikki_entry
réescorter,0,no_kaikki_entry
fiottes,0.348,no_safe_learner_meaning
playlists,0.066,no_safe_learner_meaning
méthaqualones,0,no_kaikki_entry
refoncer,0,no_kaikki_entry
trifouillage,0,no_kaikki_entry
hayes,0,no_kaikki_entry
homme-poisson,0,no_kaikki_entry
imagiste,0,no_kaikki_entry
black-outs,0,no_kaikki_entry
anti-fusionnel,0,no_kaikki_entry
valiser,0,no_kaikki_entry
tututte,0,no_kaikki_entry
être-là,0,no_kaikki_entry
bouera,0,no_kaikki_entry
pleurement,0,no_kaikki_entry
rabouter,0,no_kaikki_entry
agglutinine,0,no_kaikki_entry
fasciser,0,no_kaikki_entry
effluver,0,no_kaikki_entry
côtes-du-rhône,0,no_kaikki_entry
boghei,0,no_kaikki_entry
tackifiant,0,no_kaikki_entry
mésuser,0,no_kaikki_entry
writ,0,no_kaikki_entry
connaitriez,0,lexique_kaikki_pos_mismatch
réaliter,0,no_kaikki_entry
contre-plaqué,0,no_kaikki_entry
pité,0,no_kaikki_entry
dabké,0,no_kaikki_entry
pitchoun,0,no_kaikki_entry
window,0,no_kaikki_entry
cheffesse,0,no_kaikki_entry
encamionné,0,no_kaikki_entry
taze,0,no_kaikki_entry
gold,0,no_kaikki_entry
imité,0,lexique_kaikki_pos_mismatch
reconnait,0,lexique_kaikki_pos_mismatch
yavapai,0,no_kaikki_entry
automobilisme,0.003,no_safe_learner_meaning
ramus,0,no_kaikki_entry
c'est-à-dire,0,lexique_kaikki_pos_mismatch
épate,0,lexique_kaikki_pos_mismatch
extrudeur,0,no_kaikki_entry
chevronner,0,no_kaikki_entry
préprocesseur,0,no_kaikki_entry
revioler,0,no_kaikki_entry
certains,59.344,no_safe_learner_meaning
libèreront,0,lexique_kaikki_pos_mismatch
merdouiller,0,no_kaikki_entry
écoutant,0,lexique_kaikki_pos_mismatch
recompression,0,no_kaikki_entry
ako,0,no_kaikki_entry
coûtant,0,lexique_kaikki_pos_mismatch
méningé,0,no_kaikki_entry
dix-huit,0,lexique_kaikki_pos_mismatch
traintrain,0,no_kaikki_entry
angéliser,0,no_kaikki_entry
resonnes,0,no_kaikki_entry
reparerai,0,no_kaikki_entry
mordieu,0,no_kaikki_entry
bandeuse,0,no_kaikki_entry
télé-achats,0,no_kaikki_entry
rafraichirez,0,lexique_kaikki_pos_mismatch
hydroélectrolytique,0,no_kaikki_entry
refranchir,0,no_kaikki_entry
murgeait,0,no_kaikki_entry
placette,0,no_kaikki_entry
kl,0,no_kaikki_entry
prospèreront,0,lexique_kaikki_pos_mismatch
entaché,0,lexique_kaikki_pos_mismatch
cabiai,0,no_kaikki_entry
joystick,0,no_kaikki_entry
jaïna,0,no_kaikki_entry
bûcheronnage,0,no_kaikki_entry
sous-population,0,no_kaikki_entry
gris-jaune,0,no_kaikki_entry
socio-professionnel,0,lexique_kaikki_pos_mismatch
baht,0,no_kaikki_entry
cleaner,0,lexique_kaikki_pos_mismatch
gatter,0,no_kaikki_entry
apprentis-sorcier,0,no_kaikki_entry
kaku,0,no_kaikki_entry
affligement,0,no_kaikki_entry
accostement,0,no_kaikki_entry
napel,0,no_kaikki_entry
bidouillable,0,no_kaikki_entry
bighorn,0,no_kaikki_entry
dérivant,0,lexique_kaikki_pos_mismatch
épicanthus,0,no_kaikki_entry
firewalls,0,no_kaikki_entry
tamisé,0,lexique_kaikki_pos_mismatch
opiniâtrer,0,no_kaikki_entry
désintégrateur,0,no_kaikki_entry
attrape-tout,0,no_kaikki_entry
pressément,0,lexique_kaikki_pos_mismatch
vau-l'eau,0,no_kaikki_entry
regouter,0,lexique_kaikki_pos_mismatch
ressemeleur,0,no_kaikki_entry
murement,0,lexique_kaikki_pos_mismatch
anti-apartheid,0,no_kaikki_entry
réocculter,0,no_kaikki_entry
plafonné,0,lexique_kaikki_pos_mismatch
surgonflé,0,no_kaikki_entry
tantra,0,no_kaikki_entry
transfusé,0,lexique_kaikki_pos_mismatch
désalcoolisée,0,no_kaikki_entry
quid,0,lexique_kaikki_pos_mismatch
chiclé,0,no_kaikki_entry
brulez,0,lexique_kaikki_pos_mismatch
nords,0,no_kaikki_entry
proxy,0,no_kaikki_entry
imprédictible,0,no_kaikki_entry
cougourde,0,no_kaikki_entry
protozoaire,0,lexique_kaikki_pos_mismatch
comparaitrai,0,lexique_kaikki_pos_mismatch
emballant,0,lexique_kaikki_pos_mismatch
recrachage,0,no_kaikki_entry
inconventionnel,0,no_kaikki_entry
guérissants,0,no_kaikki_entry
friponner,0,no_kaikki_entry
hypnothérapeutes,0.006,no_safe_learner_meaning
chin,0,no_kaikki_entry
cardo,0,no_kaikki_entry
teaser,0,no_kaikki_entry
surpayé,0,lexique_kaikki_pos_mismatch
raiment,0,no_kaikki_entry
retirable,0,no_kaikki_entry
orbiteur,0,no_kaikki_entry
rempaqueter,0,no_kaikki_entry
après-shampoing,0,no_kaikki_entry
coiffant,0,lexique_kaikki_pos_mismatch
googlez,0,lexique_kaikki_pos_mismatch
ravageant,0,lexique_kaikki_pos_mismatch
inhabiliter,0,no_kaikki_entry
kikoo,0,no_kaikki_entry
roule,0,lexique_kaikki_pos_mismatch
pistolé,0,no_kaikki_entry
anime,0,lexique_kaikki_pos_mismatch
traîne-semelles,0,no_kaikki_entry
real,0,no_kaikki_entry
estre,0,lexique_kaikki_pos_mismatch
piauler,0.031,no_safe_learner_meaning
vachard,0,no_kaikki_entry
socio-politique,0,no_kaikki_entry
ordos,0,no_kaikki_entry
avi,0,no_kaikki_entry
harcellera,0,lexique_kaikki_pos_mismatch
adar,0,no_kaikki_entry
sacrificiées,0,no_kaikki_entry
aminophylline,0,no_kaikki_entry
adultèreront,0,lexique_kaikki_pos_mismatch
antiqua,0,no_kaikki_entry
ido,0,lexique_kaikki_pos_mismatch
plugin,0,no_kaikki_entry
cendar,0,no_kaikki_entry
surfing,0,no_kaikki_entry
luciens,0,no_kaikki_entry
aca,0,no_kaikki_entry
tantouse,0,no_kaikki_entry
