rank,front,normalized_front,en,fr,ur,definition_en,example_ar,example_en,root,related,front_token_count,front_calima_coverage,front_unanalyzed_tokens,example_token_count,example_calima_coverage,example_unanalyzed_tokens,flags,status
741,بِمَحْضِ تَقْدِيرِكَ العِلْمِيِّ الفَلَسَفِيِّ الأَخْلَاقِيِّ,بمحض تقديرك العلمي الفلسفي الأخلاقي,"at your own scientific, philosophical and ethical discretion","à ta seule discrétion scientifique, philosophique et éthique",آپ کی اپنی سائنسی، فلسفیانہ اور اخلاقی صوابدید پر,"(Triple emphatic). Focuses entirely on the listener's understanding of the laws of thinking, the history of ideas, and the absolute rules of right and wrong.",اِحْكُمُ بِمَحْضِ تَقْدِيرِكَ العِلْمِيِّ الفَلَسَفِيِّ الأَخْلَاقِيِّ.,"Judge at your own scientific, philosophical and ethical discretion.",— (multiword expression; no single lexical root),"حَسْبَ قَوَانِينِ الضَّمِيرِ, لِلْمُفَكِّرِ العَالِمِ الكَبِيرِ الأَخْلَاقِيِّ",5,1.000,,6,1.000,,,structurally_verified
742,فِي حَالِ طَلَبِ التَّوْضِيحِ الجِيُوبُولِيتِيكِيِّ العَمِيقِ,في حال طلب التوضيح الجيوبوليتيكي العميق,in case deep geo-political clarification is requested,en cas de demande de clarification géopolitique profonde,گہری جیو پولیٹیکل وضاحت طلب ہونے کی صورت میں,(Extreme pedagogical depth). Conditional phrase for when a world leader or a general needs to know the deepest reasons for how geography determines the power of nations.,نَاقِشِ الحُدُودَ فِي حَالِ طَلَبِ التَّوْضِيحِ الجِيُوبُولِيتِيكِيِّ العَمِيقِ.,Discuss the borders in case deep geo-political clarification is requested.,— (multiword expression; no single lexical root),"إِذَا سَأَلُوا عَنْ خَفَايَا المَكَانِ, لِلشَّرْحِ الدَّوْلِيِّ العِلْمِيِّ الأَعْظَمِ",6,0.833,الجيوبوليتيكي,8,0.875,الجيوبوليتيكي,,structurally_verified
743,فِي المَقَامِ السَّادِسِ وَالخَمْسِينَ,في المقام السادس والخمسين,in the fifty-sixth place / fifty-sixthly,en cinquante-sixième lieu,چھپن ویں نمبر پر,Phrase used to introduce the fifty-sixth item in an ordered list of points or reasons.,وَفِي المَقَامِ السَّادِسِ وَالخَمْسِينَ، الصِّدْقُ.,"And fifty-sixthly, Truthfulness.",— (multiword expression; no single lexical root),"سِتَّةٌ وَخَمْسُونَ, بَعْدَ ذَلِكَ",4,1.000,,5,1.000,,,structurally_verified
744,مِنْ قُبَيْلِ المَصْلَحَةِ الاِسْتِرَاتِيجِيَّةِ الأَخْلَاقِيَّةِ,من قبيل المصلحة الاستراتيجية الأخلاقية,for the sake of ethical strategic interest,par intérêt stratégique éthique,اخلاقی تزویراتی (سٹراٹیجک) مفاد کی خاطر,Phrase used to justify actions (like starting a charity or helping a poor nation) as being vital for the nation's power through moral goodness.,سَاعَدْنَا المَنْكُوبِينَ مِنْ قُبَيْلِ المَصْلَحَةِ الاِسْتِرَاتِيجِيَّةِ الأَخْلَاقِيَّةِ.,We helped the victims for the sake of ethical strategic interest.,— (multiword expression; no single lexical root),"لِلْبَقَاءِ فِي عَالَمِ الضَّمِيرِ, أَمْرٌ قِيَمِيٌّ حَيَوِيٌّ",5,1.000,,7,1.000,,,structurally_verified
745,مِنَ الصَّعْبِ تَفَادِي الوُقُوعِ فِي هَذَا الاِنْهِيَارِ,من الصعب تفادي الوقوع في هذا الانهيار,hard to avoid falling into this collapse / breakdown / landslide,difficile d'éviter de tomber dans cet effondrement / cette débâcle,اس گراوٹ (ٹوٹ پھوٹ) میں گرنے سے بچنا مشکل ہو,"Phrase used when a mountain, a building, or a whole civilization starts to fall down so fast that anyone near it is pulled into the crash.",حَدَثَ الزِّلْزَالُ وَمِنَ الصَّعْبِ تَفَادِي الوُقُوعِ فِي هَذَا الاِنْهِيَارِ.,The earthquake happened and it was hard to avoid falling into this collapse.,— (multiword expression; no single lexical root),"سُقُوطٌ شَامِلٌ, تَدَمُّرٌ لا مَفَرَّ مِنْهُ",7,1.000,,9,1.000,,,structurally_verified
746,فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ الإِيكُولُوجِيَّةِ لِلْغَايَةِ,في هذه المرحلة المفصلية الإيكولوجية للغاية,at this extremely ecological and pivotal stage,à cette phase charnière extrêmement écologique,اس انتہائی ایکولوجیکل (ماحولیاتی) اور کلیدی مرحلے پر,"(Double emphatic). Phrase focusing on a turning point that affects every single plant, animal, and the whole balance of life on Earth.",نَحْمِي المَنَاخَ فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ الإِيكُولُوجِيَّةِ لِلْغَايَةِ.,We protect the climate at this extremely ecological and pivotal stage.,— (multiword expression; no single lexical root),"لَحْظَةُ المَصِيرِ البِيئِيِّ, وَقْتٌ طَبِيعِيٌّ حَاسِمٌ جِدًّا",6,0.833,الإيكولوجية,8,0.875,الإيكولوجية,,structurally_verified
747,مِنْ نَاحِيَةٍ تَنْظِيمِيَّةٍ سُوسِيُولُوجِيَّةٍ صِرْفَةٍ,من ناحية تنظيمية سوسيولوجية صرفة,from a purely organizational and sociological perspective,d'un point de vue purement organisationnel et sociologique,خالص تنظیمی اور عمرانیاتی (سوشل بیالوجیکل) لحاظ سے,"Phrase narrowing the discussion strictly to how the habits, groups, and social structures of people determine the plan.",الحَيُّ يُبْنَى مِنْ نَاحِيَةٍ تَنْظِيمِيَّةٍ سُوسِيُولُوجِيَّةٍ صِرْفَةٍ.,The neighborhood is built from a purely organizational and sociological perspective.,— (multiword expression; no single lexical root),"لِعُلَمَاءِ الاِجْتِمَاعِ فَقَطْ, تَخْطِيطٌ جَمَاعِيٌّ دَقِيقٌ",5,0.800,سوسيولوجية,7,0.857,سوسيولوجية,,structurally_verified
748,عَلَى وَشْكِ التَّلاشِي الطِّبِّيِّ الشَّامِلِ,على وشك التلاشي الطبي الشامل,on the verge of total medical disappearance / biological death,sur le point de la disparition médicale totale / mort biologique,مکمل طبی طور پر مٹ جانے (زندگی ختم ہونے) کے دہانے پر,"Phrase describing a patient or a whole population whose bodies are about to fail completely, leaving no chance for medicine or doctors to help.",الخَلايا عَلَى وَشْكِ التَّلاشِي الطِّبِّيِّ الشَّامِلِ.,Cells are on the verge of total medical disappearance.,— (multiword expression; no single lexical root),"نِهَايَةُ الحَيَاةِ الجَسَدِيَّةِ, ضَيَاعُ النَّفَسِ الأَخِيرِ",5,1.000,,6,1.000,,,structurally_verified
749,بِمَحْضِ تَقْدِيرِكَ العِلْمِيِّ الفِيزْيَائِيِّ الرِّيَاضِيِّ,بمحض تقديرك العلمي الفيزيائي الرياضي,"at your own scientific, physical and mathematical discretion","à ta seule discrétion scientifique, physique et mathématique",آپ کی اپنی سائنسی، مادی (فزیکل) اور ریاضیاتی صوابدید پر,"(Triple emphatic). Focuses entirely on the listener's understanding of the laws of matter, energy, and the absolute rules of equations and numbers.",اِحْسِبِ القُوَّةَ بِمَحْضِ تَقْدِيرِكَ العِلْمِيِّ الفِيزْيَائِيِّ الرِّيَاضِيِّ.,"Calculate the force at your own scientific, physical and mathematical discretion.",— (multiword expression; no single lexical root),"حَسْبَ قَوَانِينِ الكَوْنِ المَادِّيِّ, لِلْمُهَنْدِسِ العَالِمِ الكَبِيرِ",5,1.000,,7,1.000,,,structurally_verified
750,فِي حَالِ طَلَبِ التَّوْضِيحِ السُّوسِيُولُوجِيِّ العَمِيقِ,في حال طلب التوضيح السوسيولوجي العميق,in case deep sociological clarification is requested,en cas de demande de clarification sociologique profonde,گہری عمرانیاتی (سوشل بیالوجیکل) وضاحت طلب ہونے کی صورت میں,(Extreme pedagogical depth). Conditional phrase for when a leader or a scientist needs to know the deepest reasons for how groups of people behave and how their habits were formed.,حَلِّلِ الجَمَاعَةَ فِي حَالِ طَلَبِ التَّوْضِيحِ السُّوسِيُولُوجِيِّ العَمِيقِ.,Analyze the group in case deep sociological clarification is requested.,— (multiword expression; no single lexical root),"إِذَا سَأَلُوا عَنْ خَفَايَا النَّاسِ, لِلشَّرْحِ الدَّوْلِيِّ العِلْمِيِّ الأَعْظَمِ",6,0.833,السوسيولوجي,8,0.875,السوسيولوجي,,structurally_verified
751,فِي المَقَامِ السَّابِعِ وَالخَمْسِينَ,في المقام السابع والخمسين,in the fifty-seventh place / fifty-seventhly,en cinquante-septième lieu,ستون ویں نمبر پر,Phrase used to introduce the fifty-seventh item in an ordered list of points or reasons.,وَفِي المَقَامِ السَّابِعِ وَالخَمْسِينَ، الشَّجَاعَةُ.,"And fifty-seventhly, Courage.",— (multiword expression; no single lexical root),"سَبْعَةٌ وَخَمْسُونَ, بَعْدَ ذَلِكَ",4,1.000,,5,1.000,,,structurally_verified
752,مِنْ قُبَيْلِ المَصْلَحَةِ الاِسْتِرَاتِيجِيَّةِ الجِيُوفِيزْيَائِيَّةِ,من قبيل المصلحة الاستراتيجية الجيوفيزيائية,for the sake of geo-physical strategic interest,par intérêt stratégique géophysique,جیو فزیکل تزویراتی (سٹراٹیجک) مفاد کی خاطر,Phrase used to justify actions (like building a deep-earth sensor or controlling a volcano) as being vital for the nation's power through earth-science.,حَفَرْنَا البِئْرَ مِنْ قُبَيْلِ المَصْلَحَةِ الاِسْتِرَاتِيجِيَّةِ الجِيُوفِيزْيَائِيَّةِ.,We dug the well for the sake of geo-physical strategic interest.,— (multiword expression; no single lexical root),"لِلْبَقَاءِ فِي خَفَايَا الأَرْضِ, أَمْرٌ مَادِّيٌّ حَيَوِيٌّ",5,1.000,,7,1.000,,,structurally_verified
753,مِنَ الصَّعْبِ تَفَادِي الوُقُوعِ فِي هَذَا الشَّرَاكِ الطِّبِّيِّ,من الصعب تفادي الوقوع في هذا الشراك الطبي,hard to avoid falling into this medical web / snare / biological trap,difficile d'éviter de tomber dans ce tissu de pièges médicaux,اس طبی جال (بیماریوں کے شکنجے) میں گرنے سے بچنا مشکل ہو,"Phrase used when a virus or a medical condition is so complex and widespread that no matter what treatment you take, you are caught in the web of the disease.",اِنْتَشَر الوباءُ وَمِنَ الصَّعْبِ تَفَادِي الوُقُوعِ فِي هَذَا الشَّرَاكِ الطِّبِّيِّ.,The pandemic spread and it was hard to avoid falling into this medical web.,— (multiword expression; no single lexical root),"خَطَرٌ صِحِّيٌّ شَامِلٌ, دَاءٌ لا مَفَرَّ مِنْهُ",8,0.875,الشراك,10,0.900,الشراك,,structurally_verified
754,عَلَى نِطَاقٍ تَرْبَوِيٍّ بِيُولُوجِيٍّ شَامِلٍ,على نطاق تربوي بيولوجي شامل,on a comprehensive educational and biological scale,à une échelle éducative et biologique complète,ہمہ گیر تعلیمی اور بائیولوجیکل سطح پر,"Phrase describing high-level training that focuses on the entire world of life, DNA, cells, and the absolute laws of biology.",نَشْرَحُ الجِيناتِ عَلَى نِطَاقٍ تَرْبَوِيٍّ بِيُولُوجِيٍّ شَامِلٍ.,We explain genes on a comprehensive educational and biological scale.,— (multiword expression; no single lexical root),"لِعُلَمَاءِ الحَيَاةِ, تَعْلِيمٌ حَيَوِيٌّ عَمِيقٌ",5,1.000,,7,1.000,,,structurally_verified
755,بِدُونِ سَابِقِ تَعَهُّدٍ سِيَاسِيٍّ سُوسِيُولُوجِيٍّ,بدون سابق تعهد سياسي سوسيولوجي,without any prior sociological political commitment,sans aucun engagement politique sociologique préalable,کسی بھی پیشگی عمرانیاتی (سوشل بیالوجیکل) سیاسی عہد کے بغیر,"(Double emphatic). Stresses that no promises were made regarding social groups, habits, or the structure of society from the government before a sudden change.",هُدِمَتِ المَبَانِي بِدُونِ سَابِقِ تَعَهُّدٍ سِيَاسِيٍّ سُوسِيُولُوجِيٍّ.,Buildings were demolished without any prior sociological political commitment.,— (multiword expression; no single lexical root),"فِعْلٌ جَمَاعِيٌّ مُفَاجِئٌ, دُونَ خِطَّةِ مُجْتَمَعٍ",5,0.800,سوسيولوجي,7,0.857,سوسيولوجي,,structurally_verified
756,مِنْ نَاحِيَةٍ تَنْظِيمِيَّةٍ بِيُوكِيمْيَائِيَّةٍ صِرْفَةٍ,من ناحية تنظيمية بيوكيميائية صرفة,from a purely organizational and bio-chemical perspective,d'un point de vue purement organisationnel et biochimique,خالص تنظیمی اور بائیو کیمیکل لحاظ سے,"Phrase narrowing the discussion strictly to how the chemicals, molecules, and biological reactions determine the plan for a vaccine or a medicine.",المَصْلُ يُصْنَعُ مِنْ نَاحِيَةٍ تَنْظِيمِيَّةٍ بِيُوكِيمْيَائِيَّةٍ صِرْفَةٍ.,The vaccine is made from a purely organizational and bio-chemical perspective.,— (multiword expression; no single lexical root),"لِعُلَمَاءِ المَعَامِلِ فَقَطْ, تَخْطِيطٌ جُزَيْئِيٌّ دَقِيقٌ",5,0.800,بيوكيميائية,7,0.857,بيوكيميائية,,structurally_verified
757,عَلَى وَشْكِ التَّلاشِي الجِيُوبُولِيتِيكِيِّ الشَّامِلِ,على وشك التلاشي الجيوبوليتيكي الشامل,on the verge of total geo-political disappearance / loss of sovereignty,sur le point de la disparition géopolitique totale / perte de souveraineté,مکمل جیو پولیٹیکل طور پر مٹ جانے (خود مختاری ختم ہونے) کے دہانے پر,"Phrase describing a country or a region that is about to lose its borders, its government, and its place on the world map forever.",الحُدُودُ عَلَى وَشْكِ التَّلاشِي الجِيُوبُولِيتِيكِيِّ الشَّامِلِ.,Borders are on the verge of total geo-political disappearance.,— (multiword expression; no single lexical root),"نِهَايَةُ الدَّوْلَةِ المَرْكَزِيَّةِ, ضَيَاعُ العَلَمِ الدَّوْلِيِّ",5,0.800,الجيوبوليتيكي,6,0.833,الجيوبوليتيكي,,structurally_verified
758,بِمَحْضِ تَقْدِيرِكَ العِلْمِيِّ الطِّبِّيِّ الجِرَاحِيِّ,بمحض تقديرك العلمي الطبي الجراحي,"at your own scientific, medical and surgical discretion","à ta seule discrétion scientifique, médicale et chirurgicale",آپ کی اپنی سائنسی، طبی اور جراحی صوابدید پر,"(Triple emphatic). Focuses entirely on the listener's understanding of the entire human body, the history of medicine, and the rules of surgery and internal repair.",قَرِّرِ العَمَلِيَّةَ بِمَحْضِ تَقْدِيرِكَ العِلْمِيِّ الطِّبِّيِّ الجِرَاحِيِّ.,"Decide the operation at your own scientific, medical and surgical discretion.",— (multiword expression; no single lexical root),"حَسْبَ قَوَانِينِ العِلاجِ بِالمِشْرَطِ, لِلْجَرَّاحِ العَالِمِ الكَبِيرِ",5,1.000,,7,1.000,,,structurally_verified
759,فِي حَالِ طَلَبِ التَّوْضِيحِ البِيُوكِيمْيَائِيِّ العَمِيقِ,في حال طلب التوضيح البيوكيميائي العميق,in case deep bio-chemical clarification is requested,en cas de demande de clarification biochimique profonde,گہری بائیو کیمیکل وضاحت طلب ہونے کی صورت میں,(Extreme pedagogical depth). Conditional phrase for when a scientist or a doctor needs to know the most hidden reasons for how molecules and life-chemicals react together.,اِشْرَحِ الخَلِيَّةَ فِي حَالِ طَلَبِ التَّوْضِيحِ البِيُوكِيمْيَائِيِّ العَمِيقِ.,Explain the cell in case deep bio-chemical clarification is requested.,— (multiword expression; no single lexical root),"إِذَا سَأَلُوا عَنْ خَفَايَا المَادَّةِ الحَيَّةِ, لِلشَّرْحِ المِجْهَرِيِّ العِلْمِيِّ الأَعْظَمِ",6,0.833,البيوكيميائي,8,0.875,البيوكيميائي,,structurally_verified
760,فِي المَقَامِ الثَّامِنِ وَالخَمْسِينَ,في المقام الثامن والخمسين,in the fifty-eighth place / fifty-eighthly,en cinquante-huitième lieu,اٹھاون ویں نمبر پر,Phrase used to introduce the fifty-eighth item in an ordered list of points or reasons.,وَفِي المَقَامِ الثَّامِنِ وَالخَمْسِينَ، العَزِيمَةُ.,"And fifty-eighthly, Determination.",— (multiword expression; no single lexical root),"ثَمَانِيَةٌ وَخَمْسُونَ, بَعْدَ ذَلِكَ",4,1.000,,5,1.000,,,structurally_verified
761,مِنْ قُبَيْلِ المَصْلَحَةِ الاِسْتِرَاتِيجِيَّةِ البِيُوكِيمْيَائِيَّةِ,من قبيل المصلحة الاستراتيجية البيوكيميائية,for the sake of bio-chemical strategic interest,par intérêt stratégique biochimique,بائیو کیمیکل تزویراتی (سٹراٹیجک) مفاد کی خاطر,Phrase used to justify actions (like building a molecule lab or making a biological shield) as being vital for the nation's power through microscopic science.,دَرَسْنَا الخَلِيَّةَ مِنْ قُبَيْلِ المَصْلَحَةِ الاِسْتِرَاتِيجِيَّةِ البِيُوكِيمْيَائِيَّةِ.,We studied the cell for the sake of bio-chemical strategic interest.,— (multiword expression; no single lexical root),"لِلْبَقَاءِ فِي عَالَمِ الجُزَيْئَاتِ, أَمْرٌ كِيمْيَائِيٌّ حَيَوِيٌّ",5,0.800,البيوكيميائية,7,0.857,البيوكيميائية,,structurally_verified
762,مِنَ الصَّعْبِ تَفَادِي الوُقُوعِ فِي هَذَا الشَّتَاتِ الرُّوحِيِّ,من الصعب تفادي الوقوع في هذا الشتات الروحي,hard to avoid falling into this spiritual diaspora / fragmentation of the soul,difficile d'éviter de tomber dans cet éparpillement spirituel / fragmentation de l'âme,اس روحانی انتشار (بکھراؤ) میں گرنے سے بچنا مشکل ہو,Phrase used when a person's faith or internal peace is broken into so many pieces that they feel completely lost and scattered in their heart.,فَقَدَ اليَقِينَ وَمِنَ الصَّعْبِ تَفَادِي الوُقُوعِ فِي هَذَا الشَّتَاتِ الرُّوحِيِّ.,He lost certainty and it was hard to avoid falling into this spiritual diaspora.,— (multiword expression; no single lexical root),"تَمَزُّقٌ قَلْبِيٌّ شَامِلٌ, ضَيَاعُ السِّرِّ الأَعْظَمِ",8,1.000,,10,1.000,,,structurally_verified
763,عَلَى نِطَاقٍ تَرْبَوِيٍّ جِيُوبُولِيتِيكِيٍّ شَامِلٍ,على نطاق تربوي جيوبوليتيكي شامل,on a comprehensive educational and geo-political scale,à une échelle éducative et géopolitique complète,ہمہ گیر تعلیمی اور جیو پولیٹیکل سطح پر,"Phrase describing high-level training that focuses on the entire world map, the history of borders, and the science of how geography determines power.",نَحْفَظُ الحُدُودَ عَلَى نِطَاقٍ تَرْبَوِيٍّ جِيُوبُولِيتِيكِيٍّ شَامِلٍ.,We memorize the borders on a comprehensive educational and geo-political scale.,— (multiword expression; no single lexical root),"لِعُلَمَاءِ الحُرُوبِ السِّلْمِيَّةِ, تَعْلِيمٌ دَوْلِيٌّ عَمِيقٌ",5,0.800,جيوبوليتيكي,7,0.857,جيوبوليتيكي,,structurally_verified
764,فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ البِيُوكِيمْيَائِيَّةِ لِلْغَايَةِ,في هذه المرحلة المفصلية البيوكيميائية للغاية,at this extremely bio-chemical and pivotal stage,à cette phase charnière extrêmement biochimique,اس انتہائی بائیو کیمیکل اور کلیدی مرحلے پر,"(Double emphatic). Phrase focusing on a turning point that affects every single molecule, gene, and chemical reaction in human life or in a laboratory.",نُغَيِّرُ المَادَّةَ فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ البِيُوكِيمْيَائِيَّةِ لِلْغَايَةِ.,We change matter at this extremely bio-chemical and pivotal stage.,— (multiword expression; no single lexical root),"لَحْظَةُ التَّحَوُّلِ المِجْهَرِيِّ, وَقْتٌ جُزَيْئِيٌّ حَاسِمٌ جِدًّا",6,0.833,البيوكيميائية,8,0.875,البيوكيميائية,,structurally_verified
765,بِدُونِ سَابِقِ تَعَهُّدٍ سِيَاسِيٍّ جِيُوفِيزْيَائِيٍّ,بدون سابق تعهد سياسي جيوفيزيائي,without any prior geo-physical political commitment,sans aucun engagement politique géophysique préalable,کسی بھی پیشگی جیو فزیکل سیاسی عہد کے بغیر,"(Double emphatic). Stresses that no promises were made regarding earth-science, energy, or the deep layers of the ground from the government before a sudden change.",حُفِرَتِ الآبارُ بِدُونِ سَابِقِ تَعَهُّدٍ سِيَاسِيٍّ جِيُوفِيزْيَائِيٍّ.,Wells were dug without any prior geo-physical political commitment.,— (multiword expression; no single lexical root),"فِعْلٌ مَادِّيٌّ مُفَاجِئٌ, دُونَ خِطَّةِ بَاطِنِ الأَرْضِ",5,1.000,,7,1.000,,,structurally_verified
766,مِنْ نَاحِيَةٍ تَنْظِيمِيَّةٍ إِيكُولُوجِيَّةٍ صِرْفَةٍ,من ناحية تنظيمية إيكولوجية صرفة,from a purely organizational and ecological perspective,d'un point de vue purement organisationnel et écologique,خالص تنظیمی اور ایکولوجیکل (ماحولیاتی) لحاظ سے,"Phrase narrowing the discussion strictly to how the balance of nature, plants, and animals determine the plan for a city or a forest.",المَحْمِيَّةُ تُدَارُ مِنْ نَاحِيَةٍ تَنْظِيمِيَّةٍ إِيكُولُوجِيَّةٍ صِرْفَةٍ.,The reserve is managed from a purely organizational and ecological perspective.,— (multiword expression; no single lexical root),"لِعُلَمَاءِ الطَّبِيعَةِ فَقَطْ, تَخْطِيطٌ بِيئِيٌّ دَقِيقٌ",5,0.800,إيكولوجية,7,0.857,إيكولوجية,,structurally_verified
767,عَلَى وَشْكِ التَّلاشِي البِيُولُوجِيِّ الشَّامِلِ,على وشك التلاشي البيولوجي الشامل,on the verge of total biological disappearance / molecular death,sur le point de la disparition biologique totale / mort moléculaire,مکمل بائیولوجیکل طور پر مٹ جانے (سالماتی موت) کے دہانے پر,"Phrase describing a cell, a virus, or a body that is about to lose its last biological signal, becoming inanimate matter forever.",النُّوَاةُ عَلَى وَشْكِ التَّلاشِي البِيُولُوجِيِّ الشَّامِلِ.,The nucleus is on the verge of total biological disappearance.,— (multiword expression; no single lexical root),"نِهَايَةُ الحَيَاةِ الصَّغِيرَةِ, ضَيَاعُ الشَّفْرَةِ الوِرَاثِيَّةِ",5,1.000,,6,1.000,,,structurally_verified
768,بِمَحْضِ تَقْدِيرِكَ العِلْمِيِّ الجِيُوفِيزْيَائِيِّ الرِّيَاضِيِّ,بمحض تقديرك العلمي الجيوفيزيائي الرياضي,"at your own scientific, geo-physical and mathematical discretion","à ta seule discrétion scientifique, géophysique et mathématique",آپ کی اپنی سائنسی، جیو فزیکل اور ریاضیاتی صوابدید پر,"(Triple emphatic). Focuses entirely on the listener's understanding of the earth's forces, energy, and the absolute rules of geometry and numbers.",حَدِّدِ العُمْقَ بِمَحْضِ تَقْدِيرِكَ العِلْمِيِّ الجِيُوفِيزْيَائِيِّ الرِّيَاضِيِّ.,"Define the depth at your own scientific, geo-physical and mathematical discretion.",— (multiword expression; no single lexical root),"حَسْبَ قَوَانِينِ بَاطِنِ الأَرْضِ, لِلْمُهَنْدِسِ العَالِمِ الكَبِيرِ الأَرْضِيِّ",5,1.000,,7,1.000,,,structurally_verified
769,فِي المَقَامِ التَّاسِعِ وَالخَمْسِينَ,في المقام التاسع والخمسين,in the fifty-ninth place / fifty-ninthly,en cinquante-neuvième lieu,انسٹھ ویں نمبر پر,Phrase used to introduce the fifty-ninth item in an ordered list of points or reasons.,وَفِي المَقَامِ التَّاسِعِ وَالخَمْسِينَ، التَّوْفِيقُ.,"And fifty-ninthly, Divine Success.",— (multiword expression; no single lexical root),"تِسْعَةٌ وَخَمْسُونَ, بَعْدَ ذَلِكَ",4,1.000,,5,1.000,,,structurally_verified
770,مِنْ قُبَيْلِ المَصْلَحَةِ الاِسْتِرَاتِيجِيَّةِ الجِيُوبُولِيتِيكِيَّةِ العَمِيقَةِ,من قبيل المصلحة الاستراتيجية الجيوبوليتيكية العميقة,for the sake of deep geo-political strategic interest,par intérêt stratégique géopolitique profond,گہری جیو پولیٹیکل تزویراتی (سٹراٹیجک) مفاد کی خاطر,Phrase used to justify actions (like annexing a valley or building a port) as being vital for the nation's power through the absolute rules of space.,اِحتَلَّ المَرْفَأَ مِنْ قُبَيْلِ المَصْلَحَةِ الاِسْتِرَاتِيجِيَّةِ الجِيُوبُولِيتِيكِيَّةِ العَمِيقَةِ.,He occupied the port for the sake of deep geo-political strategic interest.,— (multiword expression; no single lexical root),"لِلْبَقَاءِ فِي صِرَاعِ المَكَانِ, أَمْرٌ دَوْلِيٌّ حَيَوِيٌّ الأَعْظَمُ",6,0.833,الجيوبوليتيكية,8,0.875,الجيوبوليتيكية,,structurally_verified
771,مِنَ الصَّعْبِ تَفَادِي الوُقُوعِ فِي هَذَا الشَّتَاتِ العَالَمِيِّ,من الصعب تفادي الوقوع في هذا الشتات العالمي,hard to avoid falling into this global diaspora / worldwide fragmentation,difficile d'éviter de tomber dans cette diaspora mondiale / fragmentation planétaire,اس عالمی انتشار (بکھراؤ) میں گرنے سے بچنا مشکل ہو,"Phrase used when a whole planet or every single country is being broken into pieces, leaving everyone scattered across the world without a home.",تَفَكَّكَتِ الحَضَارَةُ وَمِنَ الصَّعْبِ تَفَادِي الوُقُوعِ فِي هَذَا الشَّتَاتِ العَالَمِيِّ.,Civilization disintegrated and it was hard to avoid falling into this global diaspora.,— (multiword expression; no single lexical root),"ضَيَاعٌ كَوْكَبِيٌّ شَامِلٌ, تَمَزُّقٌ دَوْلِيٌّ لا مَفَرَّ مِنْهُ",8,1.000,,10,1.000,,,structurally_verified
772,عَلَى نِطَاقٍ تَرْبَوِيٍّ جِيُوفِيزْيَائِيٍّ شَامِلٍ,على نطاق تربوي جيوفيزيائي شامل,on a comprehensive educational and geo-physical scale,à une échelle éducative et géophysique complète,ہمہ گیر تعلیمی اور جیو فزیکل سطح پر,"Phrase describing high-level training that focuses on the entire Earth, its energy, its gravity, and the deep physical laws of the planet.",نَدْرُسُ المَغْنَاطِيسِيَّةَ عَلَى نِطَاقٍ تَرْبَوِيٍّ جِيُوفِيزْيَائِيٍّ شَامِلٍ.,We study magnetism on a comprehensive educational and geo-physical scale.,— (multiword expression; no single lexical root),"لِعُلَمَاءِ الفِيزْيَاءِ الأَرْضِيَّةِ, تَعْلِيمٌ مَادِّيٌّ كَوْكَبِيٌّ عَمِيقٌ",5,1.000,,7,1.000,,,structurally_verified
773,فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ السُّوسِيُولُوجِيَّةِ لِلْغَايَةِ,في هذه المرحلة المفصلية السوسيولوجية للغاية,at this extremely sociological and pivotal stage,à cette phase charnière extrêmement sociologique,اس انتہائی عمرانیاتی (سوشل بیالوجیکل) اور کلیدی مرحلے پر,"(Double emphatic). Phrase focusing on a turning point that affects every single social group, family structure, and human habit on Earth simultaneously.",تَغَيَّرَ المُجْتَمَعُ فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ السُّوسِيُولُوجِيَّةِ لِلْغَايَةِ.,Society changed at this extremely sociological and pivotal stage.,— (multiword expression; no single lexical root),"لَحْظَةُ المَصِيرِ الجَمَاعِيِّ, وَقْتٌ بَشَرِيٌّ حَاسِمٌ جِدًّا",6,0.833,السوسيولوجية,8,0.875,السوسيولوجية,,structurally_verified
774,بِدُونِ سَابِقِ تَعَهُّدٍ سِيَاسِيٍّ بِيُوكِيمْيَائِيٍّ,بدون سابق تعهد سياسي بيوكيميائي,without any prior bio-chemical political commitment,sans aucun engagement politique biochimique préalable,کسی بھی پیشگی بائیو کیمیکل سیاسی عہد کے بغیر,"(Double emphatic). Stresses that no promises were made regarding molecules, lab-science, or the chemistry of life from the government before a sudden change.",أُنْتِجَ المَصْلُ بِدُونِ سَابِقِ تَعَهُّدٍ سِيَاسِيٍّ بِيُوكِيمْيَائِيٍّ.,The vaccine was produced without any prior bio-chemical political commitment.,— (multiword expression; no single lexical root),"فِعْلٌ مِجْهَرِيٌّ مُفَاجِئٌ, دُونَ خِطَّةِ جُزَيْئَاتٍ",5,0.800,بيوكيميائي,7,0.857,بيوكيميائي,,structurally_verified
