rank,front,meaning,pos,frequency,cle_wordnet,cle_closed_class,readurdu_entry,kaikki_entry,semantic_source,source,legacy_crosscheck,kaikki_crosscheck,freedict_crosscheck,meaning_selection
488,ہفتے,direct plural; oblique/vocative singular,noun,3318,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,direct plural; oblique/vocative singular,,kaikki
489,قیادت,leadership (ie. office of a leader); constituency (ie. the zone of one's leadership),noun,3316,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,leadership (ie. office of a leader); constituency (ie. the zone of one's leadership),,kaikki
490,حقیقت,truth; essence; gist; fact; reality,noun,3307,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,truth; essence; gist; fact; reality,,kaikki
491,اثر,"effect; influence; impress, impression",noun,3305,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"effect; influence; impress, impression",,kaikki
492,چین,"chain; Sino-; CHN, China (ISO)",name|noun,3305,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"chain; Sino-; CHN, China (ISO)",,kaikki
493,ماہرین,plural of ماہر (māhir): experts,noun,3303,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,plural of ماہر (māhir): experts,,kaikki
494,غلط,false; wrong; mistaken,adj,3289,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,false; wrong; mistaken,,kaikki
495,فیصل,"a male given name, Faisal, from Arabic",name,3277,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"a male given name, Faisal, from Arabic",,kaikki
496,تازہ,"new, breaking; novel, original; fresh, just made",adj,3275,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"new, breaking; novel, original; fresh, just made",,kaikki
497,غریب,poor; helpless; poor (of wealth),adj,3251,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,poor; helpless; poor (of wealth),,kaikki
498,سامنا,front; facade; encounter; confrontation; opposition (ie. to oppose),noun,3238,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,front; facade; encounter; confrontation; opposition (ie. to oppose),,kaikki
499,دھماکہ,"explosion, boom",noun,3235,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"explosion, boom",,kaikki
500,بم,bomb,noun,3231,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,bomb,,kaikki
501,درست,"correct, accurate; faultless, without defect; appropriate, fitting, proper",adj,3225,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"correct, accurate; faultless, without defect; appropriate, fitting, proper",,kaikki
502,آخر,end; at last; after all,adv|noun,3222,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,end; at last; after all,,kaikki
503,داری,possession; holding; practice/state (often in compounds),content word,3221,True,False,True,False,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,,,explicit_high_risk_review
504,برابر,equal; level; abreast,adj|adv,3207,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,equal; level; abreast,,kaikki
505,ذکر,penis; mention,noun,3205,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,penis; mention,,kaikki
506,خدمت,discipleship; service; employment (as part of work; job etc.); presence; obedience (ie. in the presence of someone),noun,3197,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,discipleship; service; employment (as part of work; job etc.); presence; obedience (ie. in the presence of someone),,kaikki
507,جائزہ,"survey; present, prize; inspection, examination",noun,3194,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"survey; present, prize; inspection, examination",,kaikki
508,نائب,"naib, viceroy, deputy",noun,3190,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"naib, viceroy, deputy",,kaikki
509,کن,which; whom (plural/oblique interrogative),closed-class,3186,False,True,True,False,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,,,explicit_high_risk_review
510,اصل,fact; stock; bottom,adj|noun,3183,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,fact; stock; bottom,,kaikki
511,صاف,pure; blank; clean,adj,3172,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,pure; blank; clean,,kaikki
512,طے,"decided, predetermined",adj,3171,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"decided, predetermined",,kaikki
513,زور,forcibly; violence; violently,adv|noun,3165,True,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,forcibly; violence; violently,,kaikki
514,ادب,respect; courtesy; training,noun,3157,True,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,respect; courtesy; training,,kaikki
515,کالا,dark; evil; dirty,adj|noun,3147,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,dark; evil; dirty,,kaikki
516,یقین,certainty; belief; confidence,adj|noun,3146,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"sure; certain; confidence, trust",,explicit_high_risk_review
517,بالی,an ear of corn; a kind of earring with pendants,noun,3145,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,an ear of corn; a kind of earring with pendants,,kaikki
518,روڈ,road,content word,3145,True,False,True,False,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,,,explicit_high_risk_review
519,شاہد,witness,noun,3140,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,witness,,kaikki
520,امید,hope; pregnancy; expectation,name|noun,3137,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,hope; pregnancy; expectation,,kaikki
521,صنعت,"industry; art, skill, handicraft, workmanship",noun,3136,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"industry; art, skill, handicraft, workmanship",,kaikki
522,وکٹ,wicket,noun,3124,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,wicket,,kaikki
523,انتخاب,election,noun,3118,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,election,,kaikki
524,احساس,"consciousness, emotion, feeling, perception, realisation",noun,3096,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"consciousness, emotion, feeling, perception, realisation",,kaikki
525,مشرق,east,noun,3088,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,east,,kaikki
526,موسیقی,music,noun,3083,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,music,,kaikki
527,تیز,"sharp; intense; spicy, hot",adj,3075,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"sharp; intense; spicy, hot",,kaikki
528,وطن,"nation, country; homeland, motherland, fatherland",noun,3074,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"nation, country; homeland, motherland, fatherland",,kaikki
529,دودھ,"milk; coconut water; a woman's breast, nipple",noun,3064,True,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"milk; coconut water; a woman's breast, nipple",,kaikki
530,تنظیم,organization,noun,3061,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,organization,,kaikki
531,موسم,time; season; climate,noun,3056,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,time; season; climate,,kaikki
532,خرچ,"expenditure, spending",noun,3043,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"expenditure, spending",,kaikki
533,ہاتھوں,"oblique plural of ہاتھ (hāth, “hand”)",noun,3041,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"oblique plural of ہاتھ (hāth, “hand”)",,kaikki
534,حمایت,"defence, protection; support, backing, aid, advocacy (of a side or cause)",noun,3025,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"defence, protection; support, backing, aid, advocacy (of a side or cause)",,kaikki
535,شکست,"defeat, failure; loss, deficiency; breaking, fracture",noun,3020,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"defeat, failure; loss, deficiency; breaking, fracture",,kaikki
536,نماز,"devotion, idolization; salat, prayer (worship)",noun,3018,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"devotion, idolization; salat, prayer (worship)",,kaikki
537,تربیت,"upbringing (ie. of a parent to a child); nurturing, discipline (ie. training; instruction)",noun,3004,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"upbringing (ie. of a parent to a child); nurturing, discipline (ie. training; instruction)",,kaikki
538,تصور,concept; idea; conception,noun,3003,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,concept,,explicit_high_risk_review
539,سپر,"a shield, a handheld defensive armour",noun,2993,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"a shield, a handheld defensive armour",,kaikki
540,چنانچہ,therefore; consequently; accordingly,closed-class,2978,False,True,True,False,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,,,explicit_high_risk_review
541,واقعات,plural of واقِعَہ (vāqiʻa),noun,2974,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,plural of واقِعَہ (vāqiʻa),,kaikki
542,رضا,will; accord; consent,noun,2972,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,will; accord; consent,,kaikki
543,وہی,"that very, the same; he, she, it, they, that, those",adj|pron,2970,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"that very, the same; he, she, it, they, that, those",,kaikki
544,اسکول,school,noun,2963,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,school,,kaikki
545,معیار,"style, way; scale, measure; standard, quality",noun,2963,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"style, way; scale, measure; standard, quality",,kaikki
546,آزادی,"liberty, liberation; freedom, independence",noun,2948,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"liberty, liberation; freedom, independence",,kaikki
547,مثال,"example, instance, specimen, model, precedent",noun,2947,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"example, instance, specimen, model, precedent",,kaikki
548,شاعری,poetry,noun,2945,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,poetry,,kaikki
549,عظیم,"a name of Allah; great, grand, vast, magnificent",adj|name,2926,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"a name of Allah; great, grand, vast, magnificent",,kaikki
550,خوبصورت,beautiful,adj,2922,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,beautiful,,kaikki
551,سوچ,thought; thinking; think (stem/imperative),content word,2918,True,False,True,False,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,,,explicit_high_risk_review
552,دین,religion; faith,adj|noun,2905,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,debt; loan; poor,,explicit_high_risk_review
553,سبب,"cause, reason",noun,2900,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"cause, reason",,kaikki
554,برطانوی,British,adj,2898,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,British,,kaikki
555,سکا,could; was able to (masculine singular),noun,2895,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,Scythian; a warlike nomadic people from Scythia; the Indo-Scythians of ancient Afghanistan and Pakistan,,explicit_high_risk_review
556,ملی,received; got; met (feminine singular); national (different sense),noun,2886,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,national; Arabian jasmine,,explicit_high_risk_review
557,برآمد,"export; recovered, regained, recouped",adj,2885,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"export; recovered, regained, recouped",,kaikki
558,شکل,"face; appearance, look",noun,2873,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"face; appearance, look",,kaikki
559,دباؤ,pressure; stress; influence,noun|verb,2862,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,power; weight; emphasis,,explicit_high_risk_review
560,رابطہ,"colon ( : ); contact, in touch; connection, relation",noun,2862,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"colon ( : ); contact, in touch; connection, relation",,kaikki
561,تجارت,"trade, business, commerce",noun,2855,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"trade, business, commerce",,kaikki
562,حملہ,attack; invasion; assault,noun,2854,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,attack; invasion; assault,,kaikki
563,احتجاج,protest,noun,2853,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,protest,,kaikki
564,ساری,all; whole (feminine),det,2853,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,feminine of سارا (sārā),,explicit_high_risk_review
565,بلند,"loud; high, lofty",adj,2851,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"loud; high, lofty",,kaikki
566,والد,father,noun,2846,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,father,,kaikki
567,منظور,"considered; accepted, desired; approved, granted, sanctioned",adj|noun,2816,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"considered; accepted, desired; approved, granted, sanctioned",,kaikki
568,آدمی,"man; individual, person",noun,2791,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"man; individual, person",,kaikki
569,صوبہ,province; presidency,noun,2785,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,province; presidency,,kaikki
570,قبول,"compliance; acceptance, assent",noun,2782,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"compliance; acceptance, assent",,kaikki
571,نیچے,"below, under",closed-class,2781,False,True,True,False,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,,,existing_candidate_fallback
572,محکمہ,department; bureau; office,noun,2780,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"assembly, court; tribunal, assize; department, bureau, section",,explicit_high_risk_review
573,محض,merely; only; purely,closed-class,2779,False,True,True,False,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,,,explicit_high_risk_review
574,روزہ,daily; starvation; the month of Ramadan,adj|noun,2775,True,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,daily; starvation; the month of Ramadan,,kaikki
575,مریض,"patient, ill person; sick, ill, diseased, ailing",noun,2769,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"patient, ill person; sick, ill, diseased, ailing",,kaikki
576,الگ,"apart; separate; distinct, different",adj|adv,2762,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"apart; separate; distinct, different",,kaikki
577,گھنٹے,direct plural; oblique/vocative singular,noun,2762,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,direct plural; oblique/vocative singular,,kaikki
578,مسلسل,repeatedly; continuously,adv,2759,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,repeatedly; continuously,,kaikki
579,رن,run (especially in cricket/sports),content word,2758,True,False,True,False,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,,,explicit_high_risk_review
580,عراقی,Iraqi,adj|noun,2758,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,Iraqi,,kaikki
581,آنکھوں,"oblique plural of آن٘کھ (ā̃kh, “eye”)",noun,2754,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"oblique plural of آن٘کھ (ā̃kh, “eye”)",,kaikki
582,تحریر,"writing; manumission; letter, correspondence",noun,2753,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"writing; manumission; letter, correspondence",,kaikki
583,معاملات,formal plural of مُعَامَلَہ (mu'āmala),noun,2750,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,formal plural of مُعَامَلَہ (mu'āmala),,kaikki
584,سچ,truth,noun,2749,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,truth,,kaikki
585,تباہ,"destroyed, ruined",adj,2743,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"destroyed, ruined",,kaikki
586,خبر,"news; message, notification; information, intelligence, knowledge",noun,2740,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"news; message, notification; information, intelligence, knowledge",,kaikki
587,مذہبی,faithful; religious; sectarian,adj,2733,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,faithful; religious; sectarian,,kaikki
588,سا,"like, as; -ish, -esque; resembling, alike",particle,2729,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"like, as; -ish, -esque; resembling, alike",,kaikki
589,ماضی,past,adj|noun,2729,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,past,,kaikki
590,اتحاد,"coalition; unification; unity, alliance",noun,2721,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"coalition; unification; unity, alliance",,kaikki
591,مسجد,synagogue; mosque (of a building); prayer hall (of a mosque),noun,2721,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,synagogue; mosque (of a building); prayer hall (of a mosque),,kaikki
592,بچہ,"stupid; kid; the result, creation; young (of an animal)",adj|noun,2714,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"stupid; kid; the result, creation; young (of an animal)",,kaikki
593,اعتماد,"belief; reliance; confidence, trust",adv|noun,2703,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"belief; reliance; confidence, trust",,kaikki
