rank,front,expected_english,kaikki_entry,kaikki_pos,kaikki_has_english_gloss,semantic_overlap,semantic_overlap_terms,wordfreq_attested,wordfreq_zipf,arabic_wordnet_entry,camel_analysis,lexique4_entry,lexique4_pos,urdu_ud_entry,urdu_ud_pos,support_count,confidence
489,préférer,prefer,True,verb,True,True,prefer,True,3.80,False,False,False,,False,,2,strong
490,erreur,"error (a failure, misfunction); mistake (an action taken in such condition of faulty belief); error (the condition of something that is not representative of reality)",True,noun,True,True,action|belief|condition|error|failure|faulty|misfunction|mistake|not|reality|representative|such,True,4.91,False,False,False,,False,,2,strong
491,malade,ill; sick; sick person; patient,True,adj|noun,True,True,ill|patient|sick,True,4.82,False,False,False,,False,,2,strong
492,dîner,"to dine; lunch, midday meal; dinner, evening meal",True,noun|verb,True,True,dine|dinner|even|lunch|meal|midday,True,4.29,False,False,False,,False,,2,strong
493,rêve,"dream; dreams; dream! (forms of rêver, context-dependent)",True,noun|verb,True,True,dream|ver,True,4.84,False,False,False,,False,,2,strong
494,lit,bed; reads (form of lire),True,noun|verb,True,True,bed|lire,True,5.03,False,False,False,,False,,2,strong
495,preuve,"evidence, proof",True,noun,True,True,evidence|proof,True,4.95,False,False,False,,False,,2,strong
496,message,message,True,noun,True,True,message,True,5.07,False,False,False,,False,,2,strong
497,ceci,this,True,pron,False,False,,True,4.94,False,False,False,,False,,2,form_only
498,pauvre,"poor, pitiable; lacking, scanty; poor person; pauper",True,adj|noun,True,True,lack|pauper|pitiable|poor|scanty,True,4.84,False,False,False,,False,,2,strong
499,réussir,succeed,True,verb,True,True,succe,True,4.51,False,False,False,,False,,2,strong
500,avocat,"avocado; lawyer, attorney",True,noun,True,True,attorney|avocado|lawyer,True,4.80,False,False,False,,False,,2,strong
501,assurer,to assure; to ensure; to insure; to make sure; to secure; to belay (specialized),True,verb,True,True,assure|belay|ensure|insure|make|sure,True,4.91,False,False,False,,False,,2,strong
502,sorte,"kind; sort; type; manner; may go out/leave (subjunctive form of sortir, context-dependent)",True,noun|verb,True,True,kind|manner|sort|sortir|subjunctive|type,True,5.04,False,False,False,,False,,2,strong
503,remettre,to put back; to return/hand over; to postpone; to restore; to recover/get back to (se remettre),True,verb,True,True,back|get|hand|over|postpone|put|recover,True,4.76,False,False,False,,False,,2,strong
504,tiens,hold!; you hold/keep; here; look; hey,True,adj|intj|verb,True,True,here|you,True,4.88,False,False,False,,False,,2,strong
505,client,client; customer,True,noun,True,True,client|customer,True,4.70,False,False,False,,False,,2,strong
506,simple,simple; easy; plain; mere; single; one-way,True,adj|noun,True,True,easy|mere|one-way|plain|simple|single,True,5.25,False,False,False,,False,,2,strong
507,impossible,impossible,True,adj|noun,True,True,impossible,True,4.98,False,False,False,,False,,2,strong
508,obtenir,"to get, to obtain",True,verb,True,True,get|obtain,True,4.97,False,False,False,,False,,2,strong
509,café,coffee; café; coffee shop; coffee-colored,True,adj|noun,True,True,coffee|shop,True,4.76,False,False,False,,False,,2,strong
510,tôt,early,True,adv,True,True,early,True,4.96,False,False,False,,False,,2,strong
511,chemin,path; way; road; route,True,noun,True,True,path|road|way,True,5.05,False,False,False,,False,,2,strong
512,rire,to laugh; laugh; laughter,True,noun|verb,True,True,laugh,True,4.79,False,False,False,,False,,2,strong
513,visage,face,True,noun,True,True,face,True,4.87,False,False,False,,False,,2,strong
514,couper,to cut; cut off; switch off; interrupt,True,verb,True,True,cut|off,True,4.53,False,False,False,,False,,2,strong
515,détruire,to destroy; to demolish; to ruin,True,verb,True,True,demolish|destroy,True,4.46,False,False,False,,False,,2,strong
516,dès,from; as early as; as soon as,True,prep,True,True,early,True,5.43,False,False,False,,False,,2,strong
517,salle,gym; hall; room (in a house),True,noun,True,True,gym|hall|house|room,True,5.08,False,False,False,,False,,2,strong
518,président,Speaker; president; chairperson,True,noun|verb,True,True,chairperson|president|speaker,True,5.41,False,False,False,,False,,2,strong
519,revoir,to see again; to re-examine,True,verb,True,True,again|re-examine|see,True,4.70,False,False,False,,False,,2,strong
520,sauf,"except, save; excluding, barring; safe (free from harm)",True,adj|prep,True,True,barr|except|exclud|free|harm|safe|save,True,5.10,False,False,False,,False,,2,strong
521,amuser,to amuse; to entertain; to have fun/enjoy oneself (s'amuser),True,verb,True,True,amuse|enjoy|entertain|fun|have|oneself,True,4.18,False,False,False,,False,,2,strong
522,hôpital,hospital,True,noun,True,True,hospital,True,4.85,False,False,False,,False,,2,strong
523,abandonner,to abandon; leave; give up; quit,True,verb,True,True,abandon|give|up,True,4.36,False,False,False,,False,,2,strong
524,force,"force; strength; forces; force! (forms of forcer, context-dependent)",True,adj|noun|verb,True,True,force|forcer|strength,True,5.22,False,False,False,,False,,2,strong
525,musique,music,True,noun|verb,True,True,music,True,5.26,False,False,False,,False,,2,strong
526,rue,street,True,noun|verb,True,True,street,True,5.27,False,False,False,,False,,2,strong
527,sûrement,"probably; surely, certainly",True,adv,True,True,certainly|probably|surely,True,4.70,False,False,False,,False,,2,strong
528,blanc,white; blank; white color; white wine/meat (context-dependent noun uses),True,adj|noun,True,True,blank|color|meat|white|wine,True,5.14,False,False,False,,False,,2,strong
529,balle,ball; bullet,True,noun,True,True,ball|bullet,True,4.60,False,False,False,,False,,2,strong
530,seigneur,lord; nobleman; seigneur,True,noun,True,True,lord|seigneur,True,4.87,False,False,False,,False,,2,strong
531,courant,current; present; common; fluent; current/flow; electric current,True,adj|noun|verb,True,True,common|current|fluent,True,4.98,False,False,False,,False,,2,strong
532,sac,bag; sack,True,noun,True,True,bag|sack,True,4.80,False,False,False,,False,,2,strong
533,cul,butt; backside; ass; anus (vulgar/informal),True,noun,True,True,anus|ass|butt,True,4.92,False,False,False,,False,,2,strong
534,soirée,evening; evening party; event/gathering,True,noun,True,True,even|party,True,5.00,False,False,False,,False,,2,strong
535,refuser,to refuse,True,verb,True,True,refuse,True,4.34,False,False,False,,False,,2,strong
536,avis,notice; opinion; piece of advice,True,noun,True,True,advice|notice|opinion|piece,True,5.21,False,False,False,,False,,2,strong
537,cours,class; course,True,noun|verb,True,True,clas|course,True,5.61,False,False,False,,False,,2,strong
538,effet,"effect; spin, bend, curl",True,noun,True,True,bend|curl|effect|spin,True,5.48,False,False,False,,False,,2,strong
539,courir,run,True,verb,True,True,run,True,4.47,False,False,False,,False,,2,strong
540,groupe,group,True,noun,True,True,group,True,5.53,False,False,False,,False,,2,strong
541,roi,king,True,noun,True,True,king,True,5.18,False,False,False,,False,,2,strong
542,attraper,to catch (a cold etc.); to catch (e.g. a ball); to trap (to capture in a trap),True,verb,True,True,ball|capture|catch|cold|etc|trap,True,3.93,False,False,False,,False,,2,strong
543,sens,sense; meaning; direction,True,noun|verb,True,True,direction|sense,True,5.50,False,False,False,,False,,2,strong
544,chanter,sing,True,verb,True,True,sing,True,4.34,False,False,False,,False,,2,strong
545,maintenir,to keep up; to persist; to maintain,True,verb,True,True,keep|maintain|persist|up,True,4.57,False,False,False,,False,,2,strong
546,intérieur,interior; inside; inner; internal,True,adj|noun,True,True,inside|interior,True,5.13,False,False,False,,False,,2,strong
547,face,face,True,noun,True,True,face,True,5.42,False,False,False,,False,,2,strong
548,pleurer,"to mourn, to cry for; to cry, to weep; to shed tears",True,verb,True,True,cry|mourn|shed|tear|weep,True,4.35,False,False,False,,False,,2,strong
549,réfléchir,to think; to reflect; to consider; to be reflected,True,verb,True,True,reflect,True,4.53,False,False,False,,False,,2,strong
550,gamin,kid; child; boy (informal),True,adj|noun,True,True,kid,True,4.30,False,False,False,,False,,2,strong
551,partout,everywhere,True,adv,True,True,everywhere,True,5.09,False,False,False,,False,,2,strong
552,bras,arm,True,noun,True,True,arm,True,5.02,False,False,False,,False,,2,strong
553,retard,delay; lateness (en retard = late),True,noun,True,True,delay,True,4.75,False,False,False,,False,,2,strong
554,crime,crime,True,noun,True,True,crime,True,4.64,False,False,False,,False,,2,strong
555,calme,"calm; quiet, peaceful; coolness (of a person)",True,adj|noun|verb,True,True,calm|coolnes|peaceful|quiet,True,4.86,False,False,False,,False,,2,strong
556,calmer,"to calm, pacify, soothe; to calm down, abate, subside",True,verb,True,True,abate|calm|down|pacify|soothe|subside,True,4.20,False,False,False,,False,,2,strong
557,lettre,letter,True,noun,True,True,letter,True,4.92,False,False,False,,False,,2,strong
558,général,general,True,adj|noun,True,True,general,True,5.48,False,False,False,,False,,2,strong
559,apprécier,to like; to appreciate; to evaluate or measure quantitatively; to appraise,True,verb,True,True,appraise|appreciate|evaluate|like|measure|quantitatively,True,4.31,False,False,False,,False,,2,strong
560,tromper,to deceive; mislead; be mistaken; cheat on,True,verb,True,True,cheat|deceive|mislead,True,4.25,False,False,False,,False,,2,strong
561,blesser,hurt; wound,True,verb,True,True,hurt|wound,True,3.92,False,False,False,,False,,2,strong
562,patron,boss; employer; owner/manager; pattern/template,True,noun,True,True,boss|employer|pattern|template,True,4.69,False,False,False,,False,,2,strong
563,intéresser,to interest; to concern; to be interested in (s'intéresser à),True,verb,True,True,interest,True,4.18,False,False,False,,False,,2,strong
564,certain,sure; certain,True,adj|det,True,True,certain|sure,True,5.07,False,False,False,,False,,2,strong
565,casser,break,True,verb,True,True,break,True,4.36,False,False,False,,False,,2,strong
566,clair,"clear; light; bright; pale; open/clear area (noun use, context-dependent)",True,adj|adv|noun,True,True,clear|light,True,4.89,False,False,False,,False,,2,strong
567,surtout,above all; especially; surtout (overcoat),True,adv|noun,True,True,above|all|overcoat|surtout,True,5.48,False,False,False,,False,,2,strong
568,honneur,honor; face card,True,noun,True,True,card|face|honor,True,5.00,False,False,False,,False,,2,strong
569,toute,all; every; whole (feminine singular),True,adv|det,True,False,,True,5.81,False,False,False,,False,,2,semantic_review
570,réponse,reply; answer,True,noun,True,True,answer|reply,True,5.08,False,False,False,,False,,2,strong
571,clé,key,True,noun,True,True,key,True,4.62,False,False,False,,False,,2,strong
572,ancien,ex-; old; former,True,adj|noun,True,True,ex|former|old,True,5.23,False,False,False,,False,,2,strong
573,reprendre,to take back; resume; start again; retake,True,verb,True,True,again|back|resume|retake|start|take,True,4.70,False,False,False,,False,,2,strong
574,déranger,to bother; to disrupt; to disarray/disarrange (throw into disorder),True,verb,True,True,bother|disarrange|disarray|disorder|disrupt|into|throw,True,3.79,False,False,False,,False,,2,strong
575,grave,serious; severe; grave; deep; low-pitched,True,adj|adv|verb,True,True,low-pitch|seriou,True,4.94,False,False,False,,False,,2,strong
576,sinon,otherwise; if not; except,True,adv|conj,True,True,except|if|not|otherwise,True,5.12,False,False,False,,False,,2,strong
577,vivant,alive; living; living person/being,True,adj|noun|verb,True,True,alive|living,True,4.70,False,False,False,,False,,2,strong
578,remercier,thank,True,verb,True,True,thank,True,4.25,False,False,False,,False,,2,strong
579,empêcher,prevent,True,verb,True,True,prevent,True,4.72,False,False,False,,False,,2,strong
580,mériter,"to deserve, merit",True,verb,True,True,deserve|merit,True,3.70,False,False,False,,False,,2,strong
581,cadeau,gift; present,True,noun,True,True,gift,True,4.65,False,False,False,,False,,2,strong
582,début,"start, beginning",True,noun,True,True,beginn|start,True,5.40,False,False,False,,False,,2,strong
583,médecin,doctor; physician,True,noun,True,True,doctor|physician,True,4.88,False,False,False,,False,,2,strong
584,jurer,swear,True,verb,True,True,swear,True,3.49,False,False,False,,False,,2,strong
585,libre,free; at liberty; available; vacant; unoccupied; free/open,True,adj,True,True,free|liberty|vacant,True,5.11,False,False,False,,False,,2,strong
586,récupérer,"to make up (e.g. time); to reclaim, to recover; to reform, to rehabilitate",True,verb,True,True,make|reclaim|recover|reform|rehabilitate|time|up,True,4.55,False,False,False,,False,,2,strong
587,souvent,often,True,adv,False,False,,True,5.49,False,False,False,,False,,2,form_only
588,exister,exist,True,verb,True,True,exist,True,4.23,False,False,False,,False,,2,strong
589,inviter,invite,True,verb,True,True,invite,True,4.09,False,False,False,,False,,2,strong
590,baiser,"kiss (noun); to fuck (verb, vulgar); to kiss (verb, older/literary)",True,noun|verb,True,True,fuck|kiss,True,4.43,False,False,False,,False,,2,strong
591,pardonner,pardon; forgive,True,verb,True,True,forgive|pardon,True,3.94,False,False,False,,False,,2,strong
592,sale,"dirty; bad, unpleasant; vile, despicable",True,adj|verb,True,True,bad|despicable|dirty|unpleasant|vile,True,4.62,False,False,False,,False,,2,strong
593,accident,accident,True,noun,True,True,accident,True,4.77,False,False,False,,False,,2,strong
594,taire,to keep quiet; to conceal; not to say; to be quiet/fall silent (se taire),True,verb,True,True,fall|keep|not|quiet|say|silent,True,4.14,False,False,False,,False,,2,strong
595,rouge,red,True,adj|noun,True,True,red,True,5.13,False,False,False,,False,,2,strong
596,normal,normal,True,adj,True,True,normal,True,4.90,False,False,False,,False,,2,strong
597,probablement,probably,True,adv,True,True,probably,True,4.91,False,False,False,,False,,2,strong
598,cheveu,hair; a single hair,True,noun,True,False,,True,3.48,False,False,False,,False,,2,semantic_review
599,relation,relationship; relation; connection; account/report,True,noun,True,True,relation|relationship,True,4.91,False,False,False,,False,,2,strong
600,pousser,to grow; to push; to utter,True,verb,True,True,grow|push|utter,True,4.44,False,False,False,,False,,2,strong
601,pote,friend; buddy; mate (informal),True,noun,True,True,buddy|mate,True,4.56,False,False,False,,False,,2,strong
602,maître,leader; master; teacher (in a primary school),True,noun,True,True,leader|master|primary|school|teacher,True,4.95,False,False,False,,False,,2,strong
603,dossier,file; folder; dossier; record; case file,True,adj|noun,True,True,dossier|folder,True,4.85,False,False,False,,False,,2,strong
604,scène,scene,True,noun,True,True,scene,True,5.12,False,False,False,,False,,2,strong
605,américain,American,True,adj|noun,True,True,american,True,5.06,False,False,False,,False,,2,strong
606,ligne,line,True,noun,True,True,line,True,5.41,False,False,False,,False,,2,strong
607,incroyable,incredible,True,adj|noun,True,True,incredible,True,4.72,False,False,False,,False,,2,strong
608,situation,situation (all meanings),True,noun,True,True,all|situ,True,5.31,False,False,False,,False,,2,strong
609,recherche,"search; research; searches/looks for; search!/look for! (forms of rechercher, context-dependent)",True,noun|verb,True,True,rechercher|research|search,True,5.22,False,False,False,,False,,2,strong
610,système,system,True,noun,True,True,system,True,5.40,False,False,False,,False,,2,strong
611,avion,aeroplane,True,noun,True,True,aeroplane,True,4.86,False,False,False,,False,,2,strong
612,voix,voice; vote,True,noun,True,True,voice|vote,True,5.22,False,False,False,,False,,2,strong
613,âge,age,True,noun,True,True,age,True,5.16,False,False,False,,False,,2,strong
614,garde,guard; watch; custody; protection; keeps/guards; keep!/guard! (forms of garder),True,noun|verb,True,True,garder|guard|protection|watch,True,5.13,False,False,False,,False,,2,strong
615,créer,create,True,verb,True,True,create,True,4.97,False,False,False,,False,,2,strong
616,prix,price; prize,True,noun,True,True,price|prize,True,5.59,False,False,False,,False,,2,strong
617,bateau,boat; ship; vessel,True,adj|noun,True,True,boat|ship|vessel,True,4.61,False,False,False,,False,,2,strong
618,rejoindre,to join; rejoin; reach; catch up with,True,verb,True,True,join|reach|rejoin|up,True,4.71,False,False,False,,False,,2,strong
619,amoureux,in love; loving; lover; sweetheart,True,adj|noun,True,True,love|lover,True,4.61,False,False,False,,False,,2,strong
620,reconnaître,"to acknowledge (a child); to acknowledge, to admit (something is true); to recognise (something or someone that one has encountered before)",True,verb,True,True,acknowledge|admit|before|child|encounter|has|recognise|true,True,4.50,False,False,False,,False,,2,strong
621,bout,"end; rope; bit, piece, scrap",True,noun|verb,True,True,bit|end|piece|rope|scrap,True,5.13,False,False,False,,False,,2,strong
622,lumière,light,True,noun,True,True,light,True,4.94,False,False,False,,False,,2,strong
623,cool,"cool! great!; cool (only its informal senses, mainly fashionable)",True,adj|intj,True,True,cool|fashionable|great|informal|its|mainly|only|sens,True,4.86,False,False,False,,False,,2,strong
624,attaquer,to attack; to tackle / start on,True,verb,True,True,attack,True,4.47,False,False,False,,False,,2,strong
625,présent,present,True,adj|noun,True,False,,True,5.08,False,False,False,,False,,2,semantic_review
626,pareil,"such; the same; alike; like, alike, same",True,adj|adv,True,True,alike|like|same|such,True,4.82,False,False,False,,False,,2,strong
627,simplement,simply,True,adv,True,True,simply,True,5.06,False,False,False,,False,,2,strong
628,prévenir,to warn; to inform; to notify; to prevent,True,verb,True,True,notify|prevent|warn,True,4.42,False,False,False,,False,,2,strong
629,prouver,prove,True,verb,True,True,prove,True,4.53,False,False,False,,False,,2,strong
630,patient,patient,True,adj|noun,True,True,patient,True,4.42,False,False,False,,False,,2,strong
631,est,is (form of être); east; eastern,True,adj|noun|verb,True,True,east|tre,True,7.20,False,False,False,,False,,2,strong
632,conseil,council; piece of advice,True,noun,True,True,advice|council|piece,True,5.38,False,False,False,,False,,2,strong
633,voyage,trip; voyage; journey,True,noun|verb,True,True,journey|trip|voyage,True,4.99,False,False,False,,False,,2,strong
634,réaliser,to carry out; to achieve; to make/produce; to realize/become aware; to direct (a film),True,verb,True,True,aware|become|carry|direct|make|out|realize,True,4.70,False,False,False,,False,,2,strong
635,spécial,special,True,adj,True,True,special,True,4.66,False,False,False,,False,,2,strong
636,embrasser,kiss; embrace,True,verb,True,True,embrace|kiss,True,4.09,False,False,False,,False,,2,strong
637,arranger,to arrange; to organize; to fix; to adjust; to suit; to work things out/manage (s'arranger),True,verb,True,True,adjust|arrange|fix|organize|suit,True,3.90,False,False,False,,False,,2,strong
638,sauter,to jump; to skip; to jump over; to explode/blow; to sauté,True,verb,True,True,explode|jump|over|saut|skip,True,4.31,False,False,False,,False,,2,strong
639,danser,dance,True,verb,True,True,dance,True,4.22,False,False,False,,False,,2,strong
640,stupide,stupid,True,adj,True,True,stupid,True,4.25,False,False,False,,False,,2,strong
641,habitude,habit (action done on a regular basis),True,noun,True,True,action|basi|done|habit|regular,True,4.83,False,False,False,,False,,2,strong
642,loi,law,True,noun,True,True,law,True,5.44,False,False,False,,False,,2,strong
643,ressentir,"to suffer from the effects of; to feel (an emotion, usually strongly)",True,verb,True,True,effect|emotion|feel|strongly|suffer,True,4.05,False,False,False,,False,,2,strong
644,traiter,to treat; to deal with/handle; to address/discuss (a subject); to process; to call/label; to treat medically,True,verb,True,True,call|deal|handle|label|proces|treat,True,4.55,False,False,False,,False,,2,strong
645,craindre,"to fear; to dread; to be bad/suck (ça craint, informal)",True,verb,True,True,bad|fear|suck,True,4.10,False,False,False,,False,,2,strong
646,liste,list,True,noun,True,True,list,True,5.14,False,False,False,,False,,2,strong
647,rendez-vous,date; rendezvous; appointment,True,noun|verb,True,True,appoint|date|rendezvou,True,4.92,False,False,False,,False,,2,strong
648,froid,"cold, chill; distance, strain; cold (temperature)",True,adj|noun,True,True,chill|cold|distance|strain|temperature,True,4.82,False,False,False,,False,,2,strong
649,cheval,horse,True,noun,True,True,horse,True,4.70,False,False,False,,False,,2,strong
650,mener,"to lead, to take; to lead, to run, to take charge; to lead, to be leading, to be in the lead",True,verb,True,True,charge|lead|run|take,True,4.48,False,False,False,,False,,2,strong
651,magnifique,"magnificent, splendid, superb",True,adj,True,True,magnificent|splendid|superb,True,4.80,False,False,False,,False,,2,strong
652,ailleurs,elsewhere,True,adv,True,True,elsewhere,True,5.49,False,False,False,,False,,2,strong
653,hôtel,hotel,True,noun,True,True,hotel,True,4.97,False,False,False,,False,,2,strong
654,oncle,uncle,True,noun,True,True,uncle,True,4.36,False,False,False,,False,,2,strong
655,ferme,farm; firm; closes/shuts (form of fermer); roof truss (specialized),True,adj|noun|verb,True,True,farm|fermer|firm|roof|trus,True,4.87,False,False,False,,False,,2,strong
656,table,table,True,noun|verb,True,True,table,True,4.92,False,False,False,,False,,2,strong
657,complètement,completely; entirely; fully,True,adv|noun,True,True,completely,True,4.93,False,False,False,,False,,2,strong
658,doute,"doubt; doubts; doubt! (forms of douter, context-dependent)",True,noun|verb,True,True,doubt|douter,True,5.22,False,False,False,,False,,2,strong
659,sympa,nice; friendly; pleasant (informal),True,adj,True,True,nice,True,4.72,False,False,False,,False,,2,strong
660,signer,sign,True,verb,True,True,sign,True,4.37,False,False,False,,False,,2,strong
661,approcher,to approach; to bring closer; to come near/approach (s'approcher),True,verb,True,True,approach|come,True,4.05,False,False,False,,False,,2,strong
662,éviter,"to avert; to avoid; to dodge, to shun, to bypass",True,verb,True,True,avert|avoid|bypas|dodge|shun,True,4.99,False,False,False,,False,,2,strong
663,discuter,discuss,True,verb,True,True,discus,True,4.58,False,False,False,,False,,2,strong
664,épouser,"to marry, to wed; to marry, to get married, wed; to cling to, hug (of tight clothes etc.)",True,verb,True,True,cling|cloth|etc|get|hug|marr|marry|tight|wed,True,3.99,False,False,False,,False,,2,strong
665,con,"stupid; dumb; idiot; jerk/asshole; cunt (vulgar, context-dependent)",True,adj|noun,True,True,asshole|cunt|stupid,True,4.90,False,False,False,,False,,2,strong
666,lancer,to throw; to launch; to start/set off; throw; pitch; shot,True,noun|verb,True,True,launch|pitch|shot|start|throw,True,4.68,False,False,False,,False,,2,strong
667,fier,proud; to trust/rely on (se fier à); to entrust (rare/formal),True,adj|verb,True,True,proud|rely|trust,True,4.54,False,False,False,,False,,2,strong
668,ficher,"to file; put/stick; not care (se ficher de, informal)",True,verb,True,True,care|file|not,True,2.93,False,False,False,,False,,2,strong
669,dangereux,dangerous,True,adj,True,True,dangerou,True,4.70,False,False,False,,False,,2,strong
670,inspecteur,inspector,True,noun,True,True,inspector,True,4.24,False,False,False,,False,,2,strong
671,dos,back,True,noun,True,True,back,True,4.94,False,False,False,,False,,2,strong
672,espèce,kind; sort; species,True,noun,True,True,kind|sort|speci,True,4.91,False,False,False,,False,,2,strong
673,public,public,True,adj|noun,True,True,public,True,5.34,False,False,False,,False,,2,strong
674,bordel,brothel; mess; chaos; damn!/fuck! (vulgar/informal),True,intj|noun,True,True,brothel|mess,True,4.65,False,False,False,,False,,2,strong
675,chanson,song,True,noun,True,True,song,True,4.87,False,False,False,,False,,2,strong
676,impression,"a print, print-out; an impression, the overall effect of something; the indentation or depression made by the pressure of one object on another",True,noun,True,True,another|depression|effect|impression|indent|made|object|overall|pressure|print|print-out,True,5.06,False,False,False,,False,,2,strong
677,virer,to fire/dismiss; turn; remove; transfer (informal senses vary),True,verb,True,True,fire|transfer|turn,True,4.10,False,False,False,,False,,2,strong
678,personnel,"personal; staff, members of staff, personnel",True,adj|noun,True,True,member|personal|personnel|staff,True,4.95,False,False,False,,False,,2,strong
679,censé,supposed to; meant to,True,adj,True,True,meant|suppos,True,4.33,False,False,False,,False,,2,strong
680,autour,around; nearby; around/about (autour de),True,adv|noun|prep,True,True,about|around,True,5.21,False,False,False,,False,,2,strong
681,règle,"rule; regulation; ruler; regulates/adjusts (form of régler, context-dependent)",True,noun|verb,True,True,gler|regul|rule|ruler,True,4.72,False,False,False,,False,,2,strong
682,témoin,witness,True,noun,True,True,witnes,True,4.43,False,False,False,,False,,2,strong
683,absolument,at all costs; absolutely; totally; completely,True,adv,True,True,absolutely|all|completely|cost|totally,True,4.89,False,False,False,,False,,2,strong
684,journal,newspaper; journal; diary; log; news bulletin,True,adj|noun,True,True,diary|journal|log|newspaper,True,5.00,False,False,False,,False,,2,strong
685,prévoir,to plan; to stipulate; to forecast (weather),True,verb,True,True,forecast|plan|stipulate|weather,True,4.20,False,False,False,,False,,2,strong
686,tueur,killer; murderer,True,noun,True,True,killer,True,4.05,False,False,False,,False,,2,strong
687,hors,outside,True,prep,True,True,outside,True,5.08,False,False,False,,False,,2,strong
688,dégager,"to clear; to free; to release; to give off/emit; get out! (dégage!, informal)",True,verb,True,True,clear|emit|free|get|give|off|out|release,True,4.09,False,False,False,,False,,2,strong
689,mission,mission,True,noun,True,True,mission,True,4.99,False,False,False,,False,,2,strong
690,souhaiter,hope; wish; desire,True,verb,True,True,desire|hope|wish,True,4.00,False,False,False,,False,,2,strong
691,surveiller,"to monitor, to survey, to watch",True,verb,True,True,monitor|survey|watch,True,4.19,False,False,False,,False,,2,strong
692,colère,"wrath; anger, rage",True,noun,True,True,anger|rage|wrath,True,4.65,False,False,False,,False,,2,strong
693,risquer,"to face, to incur; to risk, to put at risk; to run the risk of; to be likely to",True,verb,True,True,face|incur|likely|put|risk|run,True,3.88,False,False,False,,False,,2,strong
694,décision,decision,True,noun,True,True,decision,True,4.97,False,False,False,,False,,2,strong
695,signifier,"to signify, mean",True,verb,True,True,mean|signify,True,3.75,False,False,False,,False,,2,strong
696,ennemi,enemy; hostile; enemy (attributive adjective),True,adj|noun,True,True,enemy,True,4.57,False,False,False,,False,,2,strong
697,paix,peace,True,noun,True,True,peace,True,4.97,False,False,False,,False,,2,strong
698,soin,care,True,noun,True,True,care,True,4.70,False,False,False,,False,,2,strong
699,proche,"close, near (a time); loved one, close relative; close, near, closeby, nearby (to a place)",True,adj|noun,True,True,close|closeby|loved|near|nearby|place|relative|time,True,5.01,False,False,False,,False,,2,strong
700,retirer,to remove; to withdraw; to take out; to take off; to retire/withdraw oneself (se retirer),True,verb,True,True,off|out|remove|retire|take|withdraw,True,4.53,False,False,False,,False,,2,strong
701,exact,exact; precise,True,adj,True,True,exact|precise,True,4.26,False,False,False,,False,,2,strong
702,faim,hunger,True,noun,True,True,hunger,True,4.61,False,False,False,,False,,2,strong
703,manière,manner; way; fashion/method,True,adv|noun,True,True,manner|way,True,5.28,False,False,False,,False,,2,strong
704,papier,paper,True,noun,True,True,paper,True,4.78,False,False,False,,False,,2,strong
705,coin,corner; area; spot; nook; wedge,True,intj|noun,True,True,area|corner|spot|wedge,True,4.76,False,False,False,,False,,2,strong
706,bois,"wood; woods; drink!; I/you drink (forms of boire, context-dependent)",True,noun|verb,True,True,boire|wood,True,5.15,False,False,False,,False,,2,strong
707,camp,camp; campsite; side; faction; group,True,adj|noun,True,True,camp|faction,True,4.84,False,False,False,,False,,2,strong
708,arrière,rear; back; behind,True,adj|adv|noun,True,True,back|behind|rear,True,4.93,False,False,False,,False,,2,strong
709,paraître,"to appear; to seem; to be published; appearance (le paraître, noun use)",True,noun|verb,True,True,appear|appearance|publish|seem,True,4.32,False,False,False,,False,,2,strong
710,armée,army; armed (feminine form/past participle),True,adj|noun|verb,True,True,armed|army,True,5.15,False,False,False,,False,,2,strong
711,club,"club (an implement to hit the ball in certain ball games, such as golf); club (an association of members joining together for some common purpose, especially sports or recreation)",True,noun,True,True,associ|ball|certain|club|common|game|golf|hit|imple|join|member|purpose,True,5.17,False,False,False,,False,,2,strong
712,dedans,inside,True,adv|noun|prep,True,True,inside,True,4.80,False,False,False,,False,,2,strong
713,boîte,box; tin,True,noun,True,True,box|tin,True,4.70,False,False,False,,False,,2,strong
714,information,information; piece of information; news; inquiry/investigation (context-dependent),True,noun,True,True,inform|news|piece,True,4.99,False,False,False,,False,,2,strong
715,professeur,teacher; professor,True,noun,True,True,professor|teacher,True,4.86,False,False,False,,False,,2,strong
716,jambe,leg,True,noun,True,True,leg,True,4.19,False,False,False,,False,,2,strong
717,vol,"flight; stealing, theft, robbery",True,noun,True,True,flight|robbery|steal|theft,True,4.96,False,False,False,,False,,2,strong
718,fond,bottom; back; background; depth; base; core/substance,True,noun|verb,True,True,back|background|base|bottom,True,5.20,False,False,False,,False,,2,strong
719,vaisseau,vessel,True,noun,True,True,vessel,True,4.27,False,False,False,,False,,2,strong
720,tenter,to tempt; to attempt; to be desirable or interesting to; to be something one feels like doing,True,verb,True,True,attempt|desirable|doing|feel|interest|like|tempt,True,4.69,False,False,False,,False,,2,strong
721,gauche,left,True,adj|noun,True,True,left,True,5.26,False,False,False,,False,,2,strong
722,régler,to adjust; to set; to regulate; to pay; to settle; to resolve,True,verb,True,True,adjust|regulate|set|settle,True,4.50,False,False,False,,False,,2,strong
723,soldat,soldier,True,noun,True,True,soldier,True,4.35,False,False,False,,False,,2,strong
724,tranquille,calm; quiet; tranquil,True,adj,True,True,calm|quiet|tranquil,True,4.59,False,False,False,,False,,2,strong
