rank,front,meaning,frequency_evidence,frequency_source,evidence_tier,iwn_en_english_ids,iwn_en_direct_sense_count,selected_direct_sense_count,indowordnet_lemma,kaikki_meaning,readurdu_meaning,word2word_meaning,external_selector_score,semantic_basis
2147,پیاز,onion; onion plant; Allium cepa,537,CLE Urdu top-5000 frequency list,A_direct_iwn_en,12264633|7616646,2,2,True,leek; onion,n. onion; leek | Platts:,,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2148,عرس,carnival; fair; funfair,537,CLE Urdu top-5000 frequency list,A_direct_iwn_en,514142,1,1,True,,death anniversary of a Sufi saint in South Asia,,0,IWN-En Direct manual link (single direct sense)
2149,سیمنٹ,cement,536,CLE Urdu top-5000 frequency list,A_direct_iwn_en,14609460,1,1,True,,hydraulic binder used in the composition of mortar and concrete,,1,IWN-En Direct manual link (single direct sense)
2150,لڑ,chain; string; strand,536,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2970594,1,1,False,,"infinitive of لَڑْنا (laṛnā — to fight, combat; battle)",fighting; possessed; -Like; fight; Mad,0,IWN-En Direct manual link (single direct sense)
2151,عادی,accustomed,535,CLE Urdu top-5000 frequency list,A_direct_iwn_en,26235,1,1,False,usual; common; normal,adj. normal; habitual; customary | Platts: (rel. n. fr. ʻādat,junkie; thief; everybody; Just; not,0,IWN-En Direct manual link (single direct sense)
2152,کوارٹر,living quarters; quarters,535,CLE Urdu top-5000 frequency list,A_direct_iwn_en,3638560,1,1,False,,,quarters; The; destroyed; been; Chapter,1,IWN-En Direct manual link (single direct sense)
2153,متعین,assigned,535,CLE Urdu top-5000 frequency list,A_direct_iwn_en,885724,5,1,False,,"(act. part. of تعين 'to be appointed, or prescribed, or assigned,' v. of عين 'to raise the eye to'; but…",inherent; hired; Were; position; aware,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2154,معذور,disabled; handicapped; maimed; mutilated,535,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7838558|1060781,4,2,False,"deprived; helpless; disabled, handicapped","adj. disabled, handicapped; excused, excusable, exempt; helpless | Platts: (pass. part. of عذر 'to excuse'), part. adj. Excused; — excusable; — exempted (from); — dispensed with; —…",Listen; crippled; Crippled; lepers; Like,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
2155,باد,air,534,CLE Urdu top-5000 frequency list,A_direct_iwn_en,14645770,1,1,False,air; wind; breeze; gale,"s.f. Wind, air, breeze: — bād-bān",regiment; Send; half; later; side,2,IWN-En Direct manual link (single direct sense)
2156,خاموشی,silence; quiet,533,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4923796|13739530,3,2,False,silence,silence,Observe; silence; sentries; silently; remain,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
2157,سپیکر,chatty; gabby; garrulous; loquacious; talkative; talky,533,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2465558,1,1,False,,,,0,IWN-En Direct manual link (single direct sense)
2158,جلال,resentment; bitterness; gall; rancor; rancour; sparkle; twinkle; spark; light,532,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7446390|4897507,2,2,False,,"majesty, glory, wrath",glory; give; him; And; #,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2159,دستور,fundamental law; organic law; constitution,532,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6447041,8,1,False,"dastur; constitution; command, order","custom, convention; constitution",shortly; breakfast; wont; after; one,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2160,فقدان,inaccessibility; unavailability; lack; deficiency; want; humility; humbleness,532,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4667543|14257672|4834320,3,3,False,,"(inf. n. of فقد 'to lose,' &c.)",,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2161,بالآخر,finally; eventually; at length,531,CLE Urdu top-5000 frequency list,A_direct_iwn_en,48463,1,1,False,"at last, finally; ultimately, consequently","finally, at last",finally; felt; anxiety; letting; elusive,3,IWN-En Direct manual link (single direct sense)
2162,جائیداد,property; belongings; holding; material possession,531,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13073742,1,1,False,,"property, estate",onto; property; S.T.A.R; PROPERTY; TEST,2,IWN-En Direct manual link (single direct sense)
2163,لائبریری,library,531,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7869642|3620167,2,2,False,library,library,Library; library; demands; wisdom; destroyed,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
2164,ڈاکو,robber,531,CLE Urdu top-5000 frequency list,A_direct_iwn_en,10376570,3,1,False,"bandit, thug, robber","bandit, thug, robber",bandit; consider; too; If; see,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2165,حمل,pregnancy; gestation; maternity,530,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13859987,4,1,True,"Aries; pregnancy; transport, carriage, bearing","(inf. n. of حمل 'to bear or carry,' &c.)",transport; transporting; holdin; vehicle; What,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2166,کثرت,surfeit; excess; overabundance,530,CLE Urdu top-5000 frequency list,A_direct_iwn_en,14260561,4,1,False,"plenty, excess","n. plenty, excess | Platts: (for A. کثرة, inf. n. of کثر 'to be numerous,' &c.)",often; Blithe; frequently; humming; becoming,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2167,گرا,debauched; degenerate; degraded; dissipated; dissolute; libertine; profligate; riotous; fast,529,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1604833,1,1,False,,"adj. Reddish, copper-coloured (pigeon, &c.); bay-coloured, bay (horse); dark iron-grey (horse)",dropped; stubborn; demolished; tear; Ahmet,0,IWN-En Direct manual link (single direct sense)
2168,ہنر,skill; accomplishment; acquirement; acquisition; attainment; art; artistry; prowess,529,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5567929|5569358,4,2,False,,"skill, craft",Whirling; Himself; Creator; blessed; blades,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2169,انقلابی,revolutionist; revolutionary; subversive; subverter,528,CLE Urdu top-5000 frequency list,A_direct_iwn_en,10369426|2920725,2,2,True,,person who participates in a revolution,,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2170,شمال,North; northland; Septentrion; due north; northward; N; magnetic north; compass north; Union,528,CLE Urdu top-5000 frequency list,A_direct_iwn_en,8443383|13649206|13649471|8922457,4,4,True,north,north,north; blackouts; reports; total; getting,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
2171,فاصلہ,distance; length; aloofness,528,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5069238|7403758|8437660,3,3,False,space; distance; interval,"n. distance; interval; space | Platts: (for A. فاصلة, fem. of fāṣil, act. part. of فصل 'to separate,' &c.)",distance; same; close; perimeter; center,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
2172,شمس,sun,527,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9314641|9314894,2,2,False,sun,n. sun | Platts:,heliocentric; model; A; That; right,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2173,فراز,altitude; height,527,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5071320,1,1,False,"summit, top; above, upwards; high, lofty, elevated","name: a male given name, Faraz | n. height, elevation, ascendancy, ascent; summit, top",Faraj; Farij; Fuzzy; south; happens,2,IWN-En Direct manual link (single direct sense)
2174,متفق,consentaneous; consentient; unanimous,526,CLE Urdu top-5000 frequency list,A_direct_iwn_en,581380,2,1,False,,"(act. part. of اتفّق 'to agree,' &c., viii of وفق 'to find (a thing) convenient,' &c.), part.",agree; important; everything; anything; Basically,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2175,مذاق,jest; joke; jocularity,526,CLE Urdu top-5000 frequency list,A_direct_iwn_en,426375,4,1,False,"fun, joke","n. fun, joke | Platts: (inf. n., and also n. of place, fr. ذاق (for ذوق) 'to taste,' &c.)",fun; kidding; joke; HA; KIDDING,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
2176,گری,kernel; meat; pulp; flesh,525,CLE Urdu top-5000 frequency list,A_direct_iwn_en,12967188|12926575,2,2,True,,(see gar),witchcraft; strangled; numb; nuts; Notjust,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2177,منی,semen; seed; seminal fluid; ejaculate; cum; come,525,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5339588,4,1,True,"semen; jewel, gem","n. semen; jewel, gem | Platts:",minivan; type; seem; don; like,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2178,ہوش,consciousness,525,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5605015,1,1,False,"consciousness, awareness","senses, consciousness",blacked; regained; consciousness; conscious; Martin,3,IWN-En Direct manual link (single direct sense)
2179,کامل,perfect,524,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1812363,7,1,False,saint; expert; master,"adj. perfect; complete, full | n. expert; saint; master | Platts: (act. part. of کمل 'to be complete,' &c.; see kamāl), adj. &",perfect; Perfect; child; PERFECT; Missed,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2180,خوبی,quality; caliber; calibre; good; goodness; beauty; excellence; attribute; characteristic; virtue,521,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4672645|5081539|4628402|4673363|23153|4676128|4792148,7,7,True,,(fr. ḵẖūb),,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2181,نشوونما,blossoming; flowering; florescence; inflorescence; anthesis; efflorescence,521,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13266834,1,1,False,,,,0,IWN-En Direct manual link (single direct sense)
2182,قائل,convinced,520,CLE Urdu top-5000 frequency list,A_direct_iwn_en,360960,1,1,True,"acknowledging, agreeing, consenting","n. acknowledging, agreeing, consenting | Platts: (act. part. of قول 'to say; to speak,' &c.), part.",convince; persuaded; maybe; steal; To,0,IWN-En Direct manual link (single direct sense)
2183,کور,binding; book binding; cover; back; edge; border,520,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2813313|8445854,2,2,False,blind; crore; splinter,"adj. blind; cruel, harsh, vile, inauspicious; hurt, wounded | n. point, tip; side, edge; splinter | Platts:",Corps; core; Cover; covers; Know,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2184,جرمانہ,fine; mulct; amercement,519,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13130150,1,1,False,a fine; penalty (monetary or otherwise),n. a fine; penalty (monetary or otherwise) | Platts: (A. jurm+P. āna),,2,IWN-En Direct manual link (single direct sense)
2185,دادا,rogue; knave; rascal; rapscallion; scalawag; scallywag; varlet,519,CLE Urdu top-5000 frequency list,A_direct_iwn_en,10378712,1,1,False,a dad; Guru; master; elder brother,n. paternal grandfather; respectful address for an older / elderly man; a man who has raised or fostered a child like his own | Platts:,grandfather; fathers; sons; bury; peace,0,IWN-En Direct manual link (single direct sense)
2186,فیکٹری,machine shop; plant; works; industrial plant,518,CLE Urdu top-5000 frequency list,A_direct_iwn_en,3661149|3912097,2,2,False,,factory,factory; Automated; -l; cyber-attacks; nuclear,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2187,ووڈ,wood; Natalie Wood; Mrs. Henry Wood; Ellen Price Wood; Grant Wood; Sir Henry Wood; Sir Henry Joseph Wood,518,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4542342|11231354|11231068|11230925|11231232,5,5,True,,,testicles; himself; belong; The; calling,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2188,ویڈیو,video; picture,518,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6195278,1,1,False,,video,video; ransom; Video; make; hang,2,IWN-En Direct manual link (single direct sense)
2189,مان,prestige; prestigiousness,517,CLE Urdu top-5000 frequency list,A_direct_iwn_en,14244095,1,1,True,like; rule; honor,n. conceit; arrogance; honor,listened; should; Davus; persuasive; distance,0,IWN-En Direct manual link (single direct sense)
2190,ساخت,shape; form; configuration; contour; conformation; cast; formation; shaping; structure,516,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5005009|4622437|911990|5656023,4,4,False,"form, fashion, figure, shape; making, make, construction, structure, formation","n. making, make, construction, structure, formation; form, fashion, figure, shape | Platts:",,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2191,گردش,rotation; revolution; gyration,516,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7339377,5,1,True,rotation; revolution; circulation,n. rotation; revolution; circulation | Platts: (see gard),rotation; spar; Augusto; circulating; throw,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
2192,سست,faineant; indolent; lazy; otiose; slothful; work-shy; inert; sluggish; soggy; torpid; slow,515,CLE Urdu top-5000 frequency list,A_direct_iwn_en,316665|36473|1020319,7,3,False,"slow, sluggish; lazy, leisurely, idle; relaxed, negligent, lethargic","adj. slow, sluggish; lazy, leisurely, idle; relaxed, negligent, lethargic | Platts: ( = S.",slow; Too; Slow; Retard; slower,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
2193,مفت,complimentary; costless; free; gratis(p); gratuitous,515,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1771536,1,1,False,free of charge,adj. free of charge | Platts: adj. &,free; Payless; Shoes; Free; Joe,3,IWN-En Direct manual link (single direct sense)
2194,آتش,fire; flame; flaming,514,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13307342,1,1,False,"anger; rage; fire; flame; passion, zeal","n. fire; flame; anger; rage; passion, zeal | Platts:",fireworks; fusion; hates; Nice; center,2,IWN-En Direct manual link (single direct sense)
2195,فقیر,beggar; mendicant,514,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9701654,4,1,False,"a lover; dervish; a beggar, needy","mendicant, ascetic",,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2196,ناگزیر,needed; needful; required; requisite; imperative,514,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1638661|749638,2,2,False,,,concerns; unavoidable; aware; let; clear,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2197,الف,name of the first letter of the Urdu alphabet; alif,513,CLE Urdu top-5000 frequency list,B_two_source_fallback,,0,0,True,name of the first letter of the Urdu alphabet; alif,n. name of the first letter of the Urdu alphabet; alif | Platts:,robots; breath; first; waste; thing,2,IndoWordNet Urdu lemma + Kaikki agreement with ReadUrdu+word2word
2198,سنجیدگی,graveness; gravity; sobriety; soberness; somberness; sombreness; deep,512,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4592324|15066768,2,2,False,,(abst. s. fr. next),seriously; Seriously; anyone; really; didn,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2199,گز,yardstick; yard measure; yard; pace,510,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4556991|13470548,2,2,True,,"s.m. An iron bar; a ramrod, a rammer; bow (of a fiddle); — an instrument for measuring with; a yard measure;…",yards; twenty; within; stand; Underdog,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2200,ٹیبل,table,509,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4327412,1,1,False,,,haystack; table; Hell; gonna; go,1,IWN-En Direct manual link (single direct sense)
2201,تنویر,illuminating,508,CLE Urdu top-5000 frequency list,A_direct_iwn_en,294451,1,1,False,,"s.f. Illuminating, enlightening; illumination",,1,IWN-En Direct manual link (single direct sense)
2202,سفارش,recommendation; testimonial; good word,507,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6605048,1,1,True,"recommendation, endorsement","n. recommendation, endorsement | Platts:",recommendation; recommend; balconies; asked; standing,3,IWN-En Direct manual link (single direct sense)
2203,قلعہ,fortress; fort,507,CLE Urdu top-5000 frequency list,A_direct_iwn_en,3350250,1,1,False,"castle (rook); fort, fortress, castle; a type of firework which has firecrackers",fort,fortress; mean; This; place; like,3,IWN-En Direct manual link (single direct sense)
2204,چراغ,oil lamp; kerosene lamp; kerosine lamp; lamp,506,CLE Urdu top-5000 frequency list,A_direct_iwn_en,3801307|3595553,2,2,False,lamp; light,lamp,,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2205,متنازعہ,controversial,506,CLE Urdu top-5000 frequency list,A_direct_iwn_en,632897,1,1,True,,"(for A. متنازعةَ mutanāzaʻat, fem. of mutanāzaʻ)",controversial; Paddy; -The; Conlon,1,IWN-En Direct manual link (single direct sense)
2206,بخوبی,first-rate; very well,504,CLE Urdu top-5000 frequency list,A_direct_iwn_en,342550,2,1,True,,very well (in a good way),entrusted; legacy; holy; knew; twelve,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2207,کمر,waist; waistline,504,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5486667,2,1,True,a sheath; waist; loin; girdle; sash,n. waist; loin; girdle; sash; a sheath | Platts:,Watch; gearing; potato; basically; big,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2208,گانا,sing,502,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1714185,3,1,False,song; to sing,"n. song | v. to sing | Platts: v.t. and n. To sing, chant, to celebrate; to sing the praises of, to laud; — to relate, describe…",sweetly; singing; ye; bubble; sing,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
2209,لہر,wave; moving ridge,502,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7251487|342505|7252038,3,3,True,,wave,Crime; wave; Gotham; in,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2210,مبادلہ,exchange; interchange,502,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1078424,1,1,True,,"(for A. مبادلة mubādalat, inf. n. of iii of بدل 'to change or exchange')",,1,IWN-En Direct manual link (single direct sense)
2211,منتقلی,transfer; transference,501,CLE Urdu top-5000 frequency list,A_direct_iwn_en,198058,4,1,True,,,TRANSFER; COMPLETE; transfer; With; site,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2212,ہڈی,bone; os,501,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5206933,1,1,False,bone,bone,bone; Then; throw; SPINE; UP,3,IWN-En Direct manual link (single direct sense)
2213,خواندگی,literacy; chant; reading,500,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5568857|6938352|5737102,3,3,False,,(abst. s. fr. next),,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2214,چوبیس,twenty-four; 24; XXIV; two dozen,499,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13567559|2265016,2,2,False,twenty-four,num. twenty-four | Platts:,2.6; LAST; TWENTY-FOUR; HOURS; 2.0,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
2215,گلوکار,singer; vocalist; vocalizer; vocaliser,499,CLE Urdu top-5000 frequency list,A_direct_iwn_en,10440435,1,1,True,,,,0,IWN-En Direct manual link (single direct sense)
2216,برتن,pot,498,CLE Urdu top-5000 frequency list,A_direct_iwn_en,3945580,4,1,True,"crockery, dinnerware, tableware; any vessel used for eating","n. crockery, dinnerware, tableware; any vessel used for eating | Platts:",pot; coffee; stinging; Into; Is,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
2217,مائی,mother; female parent,498,CLE Urdu top-5000 frequency list,A_direct_iwn_en,10178093,1,1,False,,,,0,IWN-En Direct manual link (single direct sense)
2218,مکان,house,498,CLE Urdu top-5000 frequency list,A_direct_iwn_en,3505558,2,1,False,house; space,"n. house; space | Platts: (n. of place fr. کان (for کون) 'to be, exist; remain,' &c.)",Basically; agree; with; we; you,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2219,اکرام,award; accolade; honor; honour; laurels; respect; esteem; regard,497,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6606972|6125143,2,2,False,,"s.m. pl. (of کرم karam), Favours, kindnesses, obligations; honour, respect",,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2220,رحم,compassion; pity,496,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4774185,5,1,False,,"mercy, compassion",mercy; pity; high; Misery; predecessors,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2221,سیزن,season,496,CLE Urdu top-5000 frequency list,A_direct_iwn_en,15040391,1,1,False,,,,0,IWN-En Direct manual link (single direct sense)
2222,نامزدگی,nomination; appointment; assignment; designation; naming; registration; enrollment; enrolment,494,CLE Urdu top-5000 frequency list,A_direct_iwn_en,160972|160599|48361,3,3,True,,,,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2223,وقفہ,respite; recess; break; time out,494,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1048692,2,1,False,"space, gap; semicolon ؛; interval, pause, intermission","n. space, gap; interval, pause, intermission; semicolon ؛ | Platts: (for A. وقفة waqfat, nom. vicis fr. waqf",spacing; !; Keep; your,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2224,دیو,deity; divinity; god; immortal; divine; godlike; Agni,493,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9368661|1226475|9387633,3,3,False,god; deva; deity,"n. demon; devil; giant | Platts: (Braj); 1˚ = diyā, p.p. of denā; — 2˚ = daiyā; —",giant; feed; backyard; draws; breast,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2225,ٹاس,flip; toss,493,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1230328,1,1,False,,coin flip to determine which team bats first,,1,IWN-En Direct manual link (single direct sense)
2226,تبلیغ,propagandist; ad; advertisement; advertizement; advertising; advertizing; advert,492,CLE Urdu top-5000 frequency list,A_direct_iwn_en,10325977|7149579,2,2,False,,Islamic process of dawah,,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2227,بلین,trillion; one million million; 1000000000000; billion,491,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13571318|2275602,3,2,True,,,billion; 1.5; U.S.; 3.1; Inside,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2228,چلنا,go; go away; depart; walk,491,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1831361|1887011,14,2,True,to go; to move; to walk,"v. to go; to walk; to move | Platts: v.n. To move, stir; to go, proceed; to depart; to walk, travel; to flow, run (as a stream, a pen, &c.); to be…",walk; strut; running; Start; slay,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
2229,گلاب,rose; rosebush,491,CLE Urdu top-5000 frequency list,A_direct_iwn_en,12451976,1,1,False,rose,rosewater; rose,rose; leagues; mossy; knoll; thickets,3,IWN-En Direct manual link (single direct sense)
2230,موزوں,appropriate; proper; right; suitable; suited; deserving(p); meriting(p); worth(p); uneven; becoming; comely; comme il faut; decent; decorous; seemly,491,CLE Urdu top-5000 frequency list,A_direct_iwn_en,152851|153605|2671208|949826|1945550,5,5,False,,,slippers; your; Well,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2231,آزمائش,trial; trial run; test; tryout; experiment; experimentation; examination; testing,490,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5727907|633318|630226,4,3,False,"test, trial; examination; experiment","test, trial; examination; experiment",test; everyone; told; Absolutely; trial,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
2232,جملہ,sentence,490,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6202151,1,1,True,"all; phrase, saying; a (complete) sentence",sentence; total,,2,IWN-En Direct manual link (single direct sense)
2233,عصر,era; epoch,490,CLE Urdu top-5000 frequency list,A_direct_iwn_en,15049272,1,1,True,,"s.m. Time, a space or period of time, an age; — afternoon; — the afternoon prayer (between 4.30 and sunset =…",,1,IWN-En Direct manual link (single direct sense)
2234,بالر,bowler,489,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9724452,1,1,False,,,,0,IWN-En Direct manual link (single direct sense)
2235,اشتراک,engagement; participation; involvement; involution; coordination; congruity; congruousness; congruence; cooperation,488,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1223427|795706|4658713|1187760,4,4,False,"similarity, accord, uniformity; subscription (of a periodical, etc.); incorporation, combination, union, consortium",,share; similarity; semantics; charity; privilege,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2236,حرام,banned; prohibited,488,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1454027,2,1,False,haram; unlawful; forbidden,"adj. forbidden; unlawful; haram | Platts: (inf. n. of حرم 'to be prohibited,' &c.), adj. Forbidden, prohibited, unlawful, wrong; excluded; sacred,…",forbidden; Action; returned; yet; As,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
2237,ذہین,acute; discriminating; incisive; keen; knifelike; penetrating; penetrative; piercing; sharp; apt; clever,488,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1807558|1385606,8,2,False,acute; clever; ingenious,intelligent,,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2238,ڈیزائن,design; pattern; figure,488,CLE Urdu top-5000 frequency list,A_direct_iwn_en,3146300,3,1,False,,,designed; designs; disappoint; experiment; applicants,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2239,گوہر,pearl,487,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13200110,1,1,False,,s.m. A broad pathway for cattle,,0,IWN-En Direct manual link (single direct sense)
2240,لگان,tax income; taxation; tax revenue; revenue; tax; revenue enhancement,487,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13091403|13137820,2,2,False,,2001 film directed by Ashutosh Gowariker,,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2241,خلیفہ,caliph; calif; kaliph; kalif; khalif; khalifah,486,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9741760,1,1,True,"caliph; successor; a Muslim cook, tailor, barber etc",n. caliph; successor; the most gifted wrestler (after the teacher) | Platts: (for A. خليفة ḵẖalīfat; v.n. fr. خلف 'to succeed'),,2,IWN-En Direct manual link (single direct sense)
2242,شبہ,attribution; ascription; apprehension; apprehensiveness; dread; confusion; mix-up,486,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5664267|7419268|70441,3,3,False,,(prob. fr. shab,mock; flaws; bio; interactions; AMRIID,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2243,فائز,incumbent,486,CLE Urdu top-5000 frequency list,A_direct_iwn_en,700391,1,1,False,,"(act. part. of فوز 'to attain,' &c.), part.",rising; sometimes; top; hard; man,0,IWN-En Direct manual link (single direct sense)
2244,منتظر,waiter,486,CLE Urdu top-5000 frequency list,A_direct_iwn_en,10602882,2,1,True,,"waiting, expectant",Waiting; step; Barcelona; approach; Got,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2245,بدن,body; organic structure; physical structure,484,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5154650,1,1,False,body,n. body | Platts:,body; suicide; removed; from; We,3,IWN-En Direct manual link (single direct sense)
2246,جشن,celebration; festivity; festival,484,CLE Urdu top-5000 frequency list,A_direct_iwn_en,423370|14963348,2,2,True,"banquet, feast; festival, celebration","celebration, festivity",Rejoice; celebration; celebrating; tradition; however,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
