rank,target,english,level,ipa_candidate,learner_hint_candidate,source_sha256
636,أنا أعرف ما الذي تبحث عنهُ.,I know what it is you're looking for.,B,ˈana ʔˈaʕraf mˈaː ʔˈallaðˌiː tbħθ ʕnhˈu.,ana ʔa‘raf ma ʔalladhayay tbhth ‘nhohoh.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
637,أنا أعرف من هو الذي تبحث عنهُ.,I know who it is you're looking for.,B,ˈana ʔˈaʕraf mˈin hˈuwa ʔˈallaðˌiː tbħθ ʕnhˈu.,ana ʔa‘raf mayayn hohohwa ʔalladhayay tbhth ‘nhohoh.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
638,أحتاج لمزيد من الوقت لأنهي واجبي.,I need more time to finish my homework.,B,ʔħtˈaːdʒ lmziːd mˈin ʔalwˈaqt lʔnhiː waːdʒbˌiː.,ʔhtay lmzayayd mayayn ʔalwaqt lʔnhayay waybayay.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
639,يجب أن أعرف لماذا تحتاج هذا.,I have to know why you need this.,B,jdʒb ʔn ʔˈaʕraf lˈimaːðˌaː tħtˈaːdʒ hˈaːðaː.,yyb ʔn ʔa‘raf layaymadha thtay hadha.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
640,أحتاج أن أتحدث معك حالًا.,I need to speak with you right away.,B,ʔħtˈaːdʒ ʔn ʔtħdθ mˈaʕak ħˈaːlan.,ʔhtay ʔn ʔthdth ma‘ak halan.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
641,أقترح أن نخرج لتناول مشروب.,I suggest we go out for a drink.,B,ʔqtrħ ʔn nχrdʒ ltnaːwl mˈaʃruːb.,ʔqtrh ʔn nkhry ltnawl mashrohohb.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
642,أعتقد أن الحياة هي ما تصنعه.,I think life is what you make it.,B,ʔʕtqd ʔn ʔalħajˈaːh hˈija mˈaː tˈas̪annˌuʕh.,ʔ‘tqd ʔn ʔalhayah hayayya ma tas̪annohoh‘h.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
643,أعتقد أنك شخص لطيف حقاً,I think you are a really nice person.,B,ʔʕtqd ʔnkˈa ʃˈaxs̪ lˈat̪iːf ħqˈaː,ʔ‘tqd ʔnka shakhs̪ lat̪ayayf hqa,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
644,ظننت أننا لن نذهب إلى هناك.,I thought we weren't going to go there.,B,ðnnt ʔnnˈaː lˈan nðhb ʔˈilaː hunˈaːka.,dhnnt ʔnna lan ndhhb ʔayayla hohohnaka.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
645,ظننت أنك قد تود الذهاب معي.,I thought you might want to join me.,B,ðnnt ʔnkˈa qˈad tˈuːd ʔaððˈahaːb mˈaʕj.,dhnnt ʔnka qad tohohd ʔadhdhahab ma‘y.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
646,أريد أن أتعرف عليك أكثر.,I want to get to know you better.,B,ʔrˈiːd ʔn ʔtʕrf ʕˈaliːjkˌa ʔˈakθar.,ʔrayayd ʔn ʔt‘rf ‘alayayyka ʔakthar.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
647,أريد الذهاب إلى هناك قبل أن أموت.,I want to go there before I die.,B,ʔrˈiːd ʔaððˈahaːb ʔˈilaː hunˈaːka qˈabl ʔn ʔmˈuːt.,ʔrayayd ʔadhdhahab ʔayayla hohohnaka qabl ʔn ʔmohoht.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
648,أودّ معرفة سبب فعلك لذلك.,I'd like to know why you did that.,B,ʔˈuːdː mˈaʕrifˌa sˈabab fˈiʕlka lðlka.,ʔohohd ma‘rayayfa sabab fayay‘lka ldhlka.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
649,أريدك أن تخبرني الحقيقة.,I want you to tell me the truth.,B,ʔrˈiːdka ʔn tχbrnˈiː ʔalħˈaqiːqˌa.,ʔrayaydka ʔn tkhbrnayay ʔalhaqayayqa.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
650,أتمنى لو كان لديك وقت أطول تقضيه معي.,I wish you had more time for me.,B,ʔtmnˈaː lˈaw kˈaːn ldiːkˌa wˈaqt ʔˈat̪wal tqdˤˈih mˈaʕj.,ʔtmna law kan ldayayka waqt ʔat̪wal tqdˤayayh ma‘y.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
651,أتمنى أن تفعل ما أُمِرت به.,I wish you would do as you're told.,B,ʔtmnˈaː ʔn tfʕl mˈaː ʔˈumirt bh.,ʔtmna ʔn tf‘l ma ʔohohmayayrt bh.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
652,أودّ سماع صوتك أيضاً.,"I would like to hear your voice, too.",B,ʔˈuːdː sˈamaːʕ s̪ˈawtka ʔˈiːdˤa.ː.,ʔohohd sama‘ s̪awtka ʔayaydˤa..,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
653,لن أنس أبدًا ما فعلته من أجلي.,I'll never forget what you did for me.,B,lˈan ʔˈanas ʔˈabadˌan mˈaː fʕlth mˈin ʔdʒlˈiː.,lan ʔanas ʔabadan ma f‘lth mayayn ʔylayay.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
654,أرجو أن تتصل بي إن أردتني.,Please call me up if you want me.,B,ʔrdʒˈuː ʔn tts̪l bˈiː ʔˈin ʔrdtnˈiː.,ʔryohoh ʔn tts̪l bayay ʔayayn ʔrdtnayay.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
655,من فضلك، صحح لي عندما أخطئ.,Please correct me when I make a mistake.,B,mˈin fˈadˤlka s̪ˈaħħaħ lˈajj ʕndmˈaː ʔχt̪ʔ.,mayayn fadˤlka s̪ahhah layy ‘ndma ʔkht̪ʔ.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
656,من فضلك تحدث ببطء، كي أفهمك.,"Please speak slowly, so I can understand you.",B,mˈin fˈadˤlka taħˈadːaθ bbt̪ʔ kˈaj ʔˈafhamkˌa.,mayayn fadˤlka tahadath bbt̪ʔ kay ʔafhamka.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
657,أخبرني كيف يمكنني مساعدتك.,Tell me how I can help you.,B,ʔχbrnˈiː kˈajfa jmknnˈiː msˈaːʕdtka.,ʔkhbrnayay kayfa ymknnayay msa‘dtka.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
658,أخبرني بما تريدني أن أفعله.,Tell me what you want me to do.,B,ʔχbrnˈiː bmaː trˈiːdniː ʔn ʔˈafʕalh.,ʔkhbrnayay bma trayaydnayay ʔn ʔaf‘alh.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
659,ليس هذا ما أردت إخبارك به.,That's not what I wanted to tell you.,B,lˈajsa hˈaːðaː mˈaː ʔrdt ʔˈiχbaːrkˌa bh.,laysa hadha ma ʔrdt ʔayaykhbarka bh.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
660,ثمّة العديد من الكلمات التي لا أفهمها.,There are many words that I don't understand.,B,θmmt ʔalʕˈadiːd mˈin ʔalklmaːt ʔˈallatˌiː lˈaː ʔˈafhamhˌaː.,thmmt ʔal‘adayayd mayayn ʔalklmat ʔallatayay la ʔafhamha.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
661,هذه قائمة بما نحتاج إليه.,This is a list of what we need.,B,hˈaːðihˌi qˈaːʔimˌa bmaː nħtˈaːdʒ ʔlˈiːh.,hadhayayhayay qaʔayayma bma nhtay ʔlayayh.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
662,نحن ممتنون لك لمساعدتك.,We are grateful to you for your help.,B,nˈaħnu mˌumtannˈuːna lkˈa lmsaːʕdtkˌa.,nahnohoh mohohmtannohohna lka lmsa‘dtka.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
663,لم يكن لدينا خيار إلا الذهاب إلى هناك.,We had no choice but to go there.,B,lˈam ikˈunna ldiːnˌaː χˈiːaːr ʔˈillaː ʔaððˈahaːb ʔˈilaː hunˈaːka.,lam ayaykohohnna ldayayna khayayar ʔayaylla ʔadhdhahab ʔayayla hohohnaka.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
664,نحتاج منك أن تساعدنا بعد ظهر اليوم.,We need you to help us this afternoon.,B,nħtˈaːdʒ mˈinka ʔn tsˈaːʕdnaː bˈaʕd ðˈuhr ʔaljˈawm.,nhtay mayaynka ʔn tsa‘dna ba‘d dhohohhr ʔalyawm.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
665,يمكنك الذهاب إلى المحطة بالحافلة.,You can go to the station by bus.,B,jmkˈunnakˌa ʔaððˈahaːb ʔˈilaː ʔalmˈaħat̪t̪ˌa bilħˈaːfilˌa.,ymkohohnnaka ʔadhdhahab ʔayayla ʔalmahat̪t̪a bayaylhafayayla.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
666,هل أنت متأكد من أنك لست بحاجة إلى فعل ذلك؟,Are you sure you don't need to do that?,C,hˈal ʔˈanta mutˈaʔakːˌid mˈin ʔnkˈa lst bħaːdʒt ʔˈilaː fˈiʕl ðˈaːlikˌa,hal ʔanta mohohtaʔakayayd mayayn ʔnka lst bhayt ʔayayla fayay‘l dhalayayka,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
667,أمتأكد من معرفتك بكيفية فعل هذا؟,Are you sure you know how to do this?,C,ʔmtʔkd mˈin mʕrftkˈa bkiːfˈijjah fˈiʕl hˈaːðaː,ʔmtʔkd mayayn m‘rftka bkayayfayayyyah fayay‘l hadha,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
668,هل يمكنك إخباري بالطريق إلى المكتبة؟,Can you tell me the way to the library?,C,hˈal jmkˈunnakˌa ʔˈiχbaːrˌiːj bit̪t̪arˈiːq ʔˈilaː ʔalmˈaktabˌa,hal ymkohohnnaka ʔayaykhbarayayy bayayt̪t̪arayayq ʔayayla ʔalmaktaba,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
669,هلا جلبت لي كأسا من الماء من فضلك؟,"Could you get me a glass of water, please?",C,hlˈaː dʒlbt lˈajj kʔsaː mˈin ʔalmˈaːʔ mˈin fˈadˤlka,hla ylbt layy kʔsa mayayn ʔalmaʔ mayayn fadˤlka,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
670,أيمكنك أن تتحدث ببطء أكثر قليلًا من فضلك؟,Could you please speak a little bit more slowly?,C,ʔiːmkˈunnakˌa ʔn ttħdθ bbt̪ʔ ʔˈakθar qˈaliːlˌan mˈin fˈadˤlka,ʔayaymkohohnnaka ʔn tthdth bbt̪ʔ ʔakthar qalayaylan mayayn fadˤlka,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
671,أيمكنك إخباري عن سبب حبك لها؟,Could you please tell me why you love her?,C,ʔiːmkˈunnakˌa ʔˈiχbaːrˌiːj ʕˈan sˈabab ħˈabk lˈahaː,ʔayaymkohohnnaka ʔayaykhbarayayy ‘an sabab habk laha,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
672,هل لديك أي فكرة عمن يستطيع فعل هذا؟,Do you have any idea who can do this?,C,hˈal ldiːkˌa ʔˈajj fˈikra ʕmn jstt̪ˈi.ːʕ fˈiʕl hˈaːðaː,hal ldayayka ʔayy fayaykra ‘mn ystt̪ayay.‘ fayay‘l hadha,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
673,هل تذكر اليوم الذي تقابلنا فيه أول مرة؟,Do you remember the day when we first met?,C,hˈal tˈaðakːˌar ʔaljˈawm ʔˈallaðˌiː tqˈaːblnaː fˈiːh ʔˈawwal mˈarra.,hal tadhakar ʔalyawm ʔalladhayay tqablna fayayh ʔawwal marra.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
674,هل تذكر الليلة التي تقابلنا فيها أول مرة؟,Do you remember the night when we first met?,C,hˈal tˈaðakːˌar ʔallˈajla ʔˈallatˌiː tqˈaːblnaː fˈiːhaː ʔˈawwal mˈarra.,hal tadhakar ʔallayla ʔallatayay tqablna fayayha ʔawwal marra.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
675,أتود أن أساعدك في شيء ما؟,Would you like me to help you with something?,C,ʔtˈuːd ʔn ʔsˈaːʕdka fˈiː ʃˈajʔ mˈaː,ʔtohohd ʔn ʔsa‘dka fayay shayʔ ma,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
676,أتريد مني مساعدتك في فعل ذلك؟,Do you want me to help you do that?,C,ʔtrˈiːd mnˈiː msˈaːʕdtka fˈiː fˈiʕl ðˈaːlikˌa,ʔtrayayd mnayay msa‘dtka fayay fayay‘l dhalayayka,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
677,أتريد الخروج لتناول مشروب؟,Do you want to go out for a drink?,C,ʔtrˈiːd ʔalχˈuruːdʒ ltnaːwl mˈaʃruːb,ʔtrayayd ʔalkhohohrohohy ltnawl mashrohohb,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
678,إنه صديقي، هل تعرفونه يا شباب؟,He is my friend. Do you guys know him?,C,ʔˈinh s̪ˈidːiːqˌiː hˈal tʕrfˈuːnah jˈaː ʃˈabaːb,ʔayaynh s̪ayaydayayqayay hal t‘rfohohnah ya shabab,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
679,كم شخصًا دعوت إلى الحفلة؟,How many people did you invite to the party?,C,kiːlˈuː mitˌar ʃˈaxs̪a.n dʕˈuːt ʔˈilaː ʔalħˈafla,kayaylohoh mayaytar shakhs̪a.n d‘ohoht ʔayayla ʔalhafla,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
680,كم حقيبة ستأخذون في رحلتكم؟,How many suitcases are you taking on your trip?,C,kiːlˈuː mitˌar ħˈaqiːbˌa stʔχðˈuːna fˈiː rħltkm,kayaylohoh mayaytar haqayayba stʔkhdhohohna fayay rhltkm,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
681,كم مرّة عليّ تكرار ذلك؟,How many times do I need to repeat it?,C,kiːlˈuː mitˌar mrrt ʕlˈiː tˈakraːr ðˈaːlikˌa,kayaylohoh mayaytar mrrt ‘layay takrar dhalayayka,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
682,كم مرة تنسى أن تقوم بواجباتك المنزلية؟,How often do you forget to do your homework?,C,kiːlˈuː mitˌar mˈarra. tnsˈaː ʔn tqwm buːˌaːdʒbaːtkˌa ʔalmˌanzilˈijjah,kayaylohoh mayaytar marra. tnsa ʔn tqwm bohohaybatka ʔalmanzayaylayayyyah,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
683,هل هناك أي شخص آخر تريد التحدث إليه؟,Is there anyone else you want to talk to?,C,hˈal hunˈaːka ʔˈajj ʃˈaxs̪ ʔˈaːxar trˈiːd ʔattaħˈadːaθ ʔlˈiːh,hal hohohnaka ʔayy shakhs̪ ʔakhar trayayd ʔattahadath ʔlayayh,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
684,هل يوجد أي شيء آخر تريد أن تخبرني به؟,Is there anything else you want to tell me?,C,hˈal jwdʒd ʔˈajj ʃˈajʔ ʔˈaːxar trˈiːd ʔn tχbrnˈiː bh,hal ywyd ʔayy shayʔ ʔakhar trayayd ʔn tkhbrnayay bh,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
685,أثمّة ما تريد إخباري عنه؟,Is there anything that you want to tell me?,C,ʔθmmt mˈaː trˈiːd ʔˈiχbaːrˌiːj ʕˈanh,ʔthmmt ma trayayd ʔayaykhbarayayy ‘anh,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
686,ألا يوجد ما تريد قوله لي؟,Isn't there something you want to say to me?,C,ʔˈalaː jwdʒd mˈaː trˈiːd qˈawlh lˈajj,ʔala ywyd ma trayayd qawlh layy,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
687,ماذا تريد أن تفعل في المستقبل؟,What do you want to do in the future?,C,mˈaːðaː trˈiːd ʔn tfʕl fˈiː ʔalmˈustaqbˌal,madha trayayd ʔn tf‘l fayay ʔalmohohstaqbal,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
688,متى خلدت إلى النوم ليلة الأمس؟,What time did you go to bed last night?,C,mˈataː χldt ʔˈilaː ʔannˈawm lˈajla ʔalʔˈams,mata khldt ʔayayla ʔannawm layla ʔalʔams,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
689,متى غادرت منزلك صباح اليوم؟,What time did you leave your house this morning?,C,mˈataː ɣˈaːdrt mˈanzilkˌa s̪ˈabaːħ ʔaljˈawm,mata ghadrt manzayaylka s̪abah ʔalyawm,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
690,ما الوقت الذي تشير إليه ساعتك الآن؟,What time does your watch say it is now?,C,mˈaː ʔalwˈaqt ʔˈallaðˌiː tʃˈiːr ʔlˈiːh saːʕtkˌa alʔˈaːn,ma ʔalwaqt ʔalladhayay chayayr ʔlayayh sa‘tka alʔan,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
691,متى كانت آخر مرة نظّفت فيها الشقة؟,When was the last time you cleaned your apartment?,C,mˈataː kaːnt ʔˈaːxar mˈarra. nððft fˈiːhaː ʔaʃʃˈaqːa,mata kant ʔakhar marra. ndhdhft fayayha ʔashshaqa,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
692,أين هي الفواتير التي تريد أن أدفعها؟,Where are the bills you want me to pay?,C,ʔˈajna hˈija ʔalfuːˌaːtiːr ʔˈallatˌiː trˈiːd ʔn ʔdfʕhˈaː,ʔayna hayayya ʔalfohohatayayr ʔallatayay trayayd ʔn ʔdf‘ha,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
693,أيّ هذين اللونين تفضل، الأزرق أم الأحمر؟,"Which of these two colors do you prefer, blue or red?",C,ʔˈiː hðˈiːna ʔallawnˈiːna tˈafadˤdˤˌal ʔalʔˈazraq ʔˈam ʔalʔˈaħmar,ʔayay hdhayayna ʔallawnayayna tafadˤdˤal ʔalʔazraq ʔam ʔalʔahmar,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
694,لماذا انفصلتِ عن حبيبكِ السابق؟,Why did you break up with your last boyfriend?,C,lˈimaːðˌaː ˈanfs̪lti ʕˈan ħbˈiːbki ʔassˈaːbiq,layaymadha anfs̪ltayay ‘an hbayaybkayay ʔassabayayq,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
695,لماذا تركت عملك في المزرعة؟,Why did you leave your job on the farm?,C,lˈimaːðˌaː trkt ʕˈamalkˌa fˈiː ʔalmzrʕt,layaymadha trkt ‘amalka fayay ʔalmzr‘t,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
696,لماذا أعرت مالًا لشخص مثلها؟,Why did you lend money to someone like her?,C,lˈimaːðˌaː ʔʕrt mˈaːlan lʃχs̪ mˈiθlhaː,layaymadha ʔ‘rt malan lshkhs̪ mayaythlha,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
697,لماذا أخبرتهم بأنه كان خطئي؟,Why did you tell them it was my fault?,C,lˈimaːðˌaː ʔχbrthˈum bʔnh kˈaːn χt̪ʔˈiː,layaymadha ʔkhbrthohohm bʔnh kan kht̪ʔayay,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
698,لماذا لم تفعل ذلك بالطريقة التي اقترحتها؟,Why didn't you do that the way I suggested?,C,lˈimaːðˌaː lˈam tfʕl ðˈaːlikˌa bit̪t̪ˈariːqˌa ʔˈallatˌiː ˈaqtrħthaː,layaymadha lam tf‘l dhalayayka bayayt̪t̪arayayqa ʔallatayay aqtrhtha,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
699,لماذا عليّ أن أقوم بذلك بنفسي؟,Why do I have to do this by myself?,C,lˈimaːðˌaː ʕlˈiː ʔn ʔˈaqwam bˈaðalkˌa bnfsiː,layaymadha ‘layay ʔn ʔaqwam badhalka bnfsayay,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
700,لماذا تظن أنني أخبرتها بذلك؟,Why do you think I told her about it?,C,lˈimaːðˌaː tðn ʔnnˈiː ʔχbrthˈaː bˈaðalkˌa,layaymadha tdhn ʔnnayay ʔkhbrtha badhalka,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
701,لماذا تعتقد أنّه يجب أن تقوم بذلك؟,Why do you think you have to do that?,C,lˈimaːðˌaː tʕtqd ʔnnh jdʒb ʔn tqwm bˈaðalkˌa,layaymadha t‘tqd ʔnnh yyb ʔn tqwm badhalka,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
702,هل لك أن تصبّ لي كأساً من القهوة من فضلك؟,Would you please pour me a cup of coffee?,C,hˈal lkˈa ʔn ts̪bː lˈajj kʔsaː mˈin ʔalqˈahwa mˈin fˈadˤlka,hal lka ʔn ts̪b layy kʔsa mayayn ʔalqahwa mayayn fadˤlka,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
703,لم تكن تعلم أنني لا ينبغي أن أفعل ذلك، أليس كذلك؟,"You didn't know I shouldn't do that, did you?",C,lˈam tkˈunna tˈaʕallˌam ʔnnˈiː lˈaː jmbɣˈiː ʔn ʔˈafʕal ðˈaːlikˌa ʔˈaljas kðlka,lam tkohohnna ta‘allam ʔnnayay la ymbghayay ʔn ʔaf‘al dhalayayka ʔalyas kdhlka,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
704,لا تدري ماذا تفعل، أليس كذلك؟,"You don't know what you are doing, do you?",C,lˈaː tdrˈiː mˈaːðaː tfʕl ʔˈaljas kðlka,la tdrayay madha tf‘l ʔalyas kdhlka,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
705,كل ما عليك فعله هو بذل جهدك.,All you have to do is try your best.,C,kˈull mˈaː ʕˈaliːjkˌa fˈiʕlh hˈuwa bˈaðal dʒˈahdka.,kohohll ma ‘alayayyka fayay‘lh hohohwa badhal yahdka.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
706,أنا لا أستطيع شكرك بما يكفي على كل لطفك.,I cannot thank you enough for all your kindness.,C,ˈana lˈaː ʔstt̪ˈi.ːʕ ʃˈukrka bmaː jkfˈiː ʕˈalaː kˈull lˈut̪fka.,ana la ʔstt̪ayay.‘ shohohkrka bma ykfayay ‘ala kohohll lohoht̪fka.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
707,لم أعلم كم سيطول الاجتماع.,I didn't know how long the meeting would last.,C,lˈam ʔˈaʕlam kiːlˈuː mitˌar siːt̪ˌu.ːl alˌidʒtimˈaːʕ.,lam ʔa‘lam kayaylohoh mayaytar sayayt̪ohoh.l alayayytayayma‘.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
708,لم أشأ أن يعلم أحدٌ أين كنت.,I didn't want anyone to know where I was.,C,lˈam ʔʃʔ ʔn jʕlm ʔˈaħadˌun ʔˈajna kˈint.,lam ʔshʔ ʔn y‘lm ʔahadohohn ʔayna kayaynt.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
709,لا وقت لديّ لتحضير شطيرة لك.,I don't have time to make you a sandwich.,C,lˈaː wˈaqt ldiː ltħdˤi.ːr ʃˈat̪iːrˌa lkˈa.,la waqt ldayay lthdˤayay.r shat̪ayayra lka.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
710,لا أعلم لماذا ينبغي أن نقوم بذلك.,I don't know why we have to do that.,C,lˈaː ʔˈaʕlam lˈimaːðˌaː jmbɣˈiː ʔn nqwm bˈaðalkˌa.,la ʔa‘lam layaymadha ymbghayay ʔn nqwm badhalka.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
711,لا أريد أن أخبرهم عن سبب تأخّري.,I don't want to tell them why I'm late.,C,lˈaː ʔrˈiːd ʔn ʔˈaχbarhˌum ʕˈan sˈabab tʔχχrˈiː.,la ʔrayayd ʔn ʔakhbarhohohm ‘an sabab tʔkhkhrayay.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
712,لدي سؤال أريد سؤالك عنه.,I have a question I want to ask you.,C,ldiː sˈuʔaːl ʔrˈiːd sˈuʔaːlkˌa ʕˈanh.,ldayay sohohʔal ʔrayayd sohohʔalka ‘anh.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
713,لدي أربعة أضعاف ما عندك من الأقراص المدمجة.,I have four times as many CDs as you do.,C,ldiː ʔrbʕt ʔdˤʕˈaːf mˈaː ʕˈindka mˈin ʔalʔqrˈaːs̪ ʔalmdmdʒt.,ldayay ʔrb‘t ʔdˤ‘af ma ‘ayayndka mayayn ʔalʔqras̪ ʔalmdmyt.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
714,ليس لدي أي فكرة عما يجب عمله,I have no idea what I'm supposed to do.,C,lˈajsa ldiː ʔˈajj fˈikra ʕmˈaː jdʒb ʕˈamalh,laysa ldayay ʔayy fayaykra ‘ma yyb ‘amalh,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
