rank,target,english,level,ipa_candidate,learner_hint_candidate,source_sha256
585,"Allez, tu peux le faire.","Come on, you can do it.",B,"alˈe, ty pˈø lə- fˈɛʁ.","alay, ty peu lohohh- fayr.",6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
586,"Allez, tu peux me le dire.","Come on, you can tell me.",B,"alˈe, ty pˈø mə- lə- dˈiʁ.","alay, ty peu mohohh- lohohh- dayayr.",6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
587,Viens par ici m'aider.,Come over here and help me.,B,vjˈɛ̃ paʁ isˈi mɛdˈe.,vyayayn par ayaysayay mayday.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
588,Fais exactement ce que je te dis.,Do exactly as I tell you.,B,fˈɛz ɛɡzaktəmˈɑ̃ sə- kə ʒə- tə- dˈi.,fayz aygzaktohohhman sohohh- kohohh zhohohh- tohohh- dayay.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
589,Fais-le quand tu auras du temps.,Do it when you have time.,B,fˈɛlə- kɑ̃ ty oʁˈa dy- tˈɑ̃.,faylohohh- kan ty ohra dy- tan.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
590,Fais ce que tu penses être le mieux.,Do what you think is best.,B,fˈɛ sə- kə ty pˈɑ̃sz ˈɛtʁ lə- mjˈø.,fay sohohh- kohohh ty pansz aytr lohohh- myeu.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
591,Fais ce que tu estimes juste.,Do what you think is right.,B,fˈɛ sə- kə ty ɛstˈim ʒˈyst.,fay sohohh- kohohh ty aystayaym zhyst.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
592,Fais-en ce que tu veux.,Do what you want with it.,B,fˈɛzɑ̃ sə- kə ty vˈø.,fayzan sohohh- kohohh ty veu.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
593,Ne me dis pas ce que je dois faire.,Don't tell me what to do.,B,nə- mə- dˈi pa sə- kə ʒə- dwˈa fˈɛʁ.,nohohh- mohohh- dayay pa sohohh- kohohh zhohohh- dwa fayr.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
594,Ne me dis pas que tu ne savais pas.,Don't tell me you didn't know.,B,nə- mə- dˈi pa kə ty nə- savˈɛ pˈa.,nohohh- mohohh- dayay pa kohohh ty nohohh- savay pa.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
595,"Excusez-moi, j'ai laissé tomber mes baguettes.","Excuse me, I dropped my chopsticks.",B,"ɛkskyzˈemwˈa, ʒe lɛsˈe tɔ̃bˈe me- baɡˈɛt.","aykskyzaymwa, zhay laysay tohnbay may- bagayt.",6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
596,"Excusez-moi, j'ai une question.","Excuse me, I have a question.",B,"ɛkskyzˈemwˈa, ʒe yn kɛstjˈɔ̃.","aykskyzaymwa, zhay yn kaystyohn.",6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
597,"Excusez-moi, votre lacet est défait.","Excuse me, your shoelace is undone.",B,"ɛkskyzˈemwˈa, votʁ lasˈɛ ɛ defˈɛ.","aykskyzaymwa, vohtr lasay ay dayfay.",6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
598,Il ne comprend pas ce que tu dis.,He doesn't understand what you say.,B,il nə- kɔ̃pʁˈɑ̃ pa sə- kə ty dˈi.,ayayl nohohh- kohnpran pa sohohh- kohohh ty dayay.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
599,"Aide-moi avec mon devoir, s’il te plaît.","Help me with my homework, please.",B,"ˈɛdmwˌa avˌɛk mɔ̃ dəvwˈaʁ, sil tə- plˈɛ.","aydmwa avayk mohn dohohhvwar, sayayl tohohh- play.",6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
600,"Hé, je veux t'aider.","Hey, I want to help you.",B,"ˈe, ʒə- vˈø tɛdˈe.","ay, zhohohh- veu tayday.",6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
601,Je suis d'accord avec ce que vous dites.,I agree with what you say.,B,ʒə- syˌi dakˈɔʁ avˌɛk sə- kə vu dˈit.,zhohohh- syayay dakohr avayk sohohh- kohohh vohoh dayayt.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
602,Je sais déjà ce que c'est.,I already know what it is.,B,ʒə- sˈɛ deʒˈa sə- kə sˈɛ.,zhohohh- say dayzha sohohh- kohohh say.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
603,Je suppose que c'est ce que vous voulez.,I assume that's what you want.,B,ʒə- sypˈɔz kə sɛ sə- kə vu vulˈe.,zhohohh- sypohz kohohh say sohohh- kohohh vohoh vohohlay.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
604,Je suppose que vous parlez français.,I assume you speak French.,B,ʒə- sypˈɔz kə vu paʁlˈe fʁɑ̃sˈɛ.,zhohohh- sypohz kohohh vohoh parlay fransay.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
605,Je crois que tu as mon parapluie.,I believe you have my umbrella.,B,ʒə- kʁwˈa kə ty a mɔ̃ paʁaplyˈi.,zhohohh- krwa kohohh ty a mohn paraplyayay.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
606,Je crois que tu aimes ton métier.,I believe you like your job.,B,ʒə- kʁwˈa kə ty ˈɛm tɔ̃ metjˈe.,zhohohh- krwa kohohh ty aym tohn maytyay.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
607,Je peux revenir une autre fois.,I can come back another time.,B,ʒə- pˈø ʁəvnˈiʁ yn otʁ fwˈa.,zhohohh- peu rohohhvnayayr yn ohtr fwa.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
608,Je peux le faire pour toi.,I can do it for you.,B,ʒə- pˈø lə- fˈɛʁ puʁ twˈa.,zhohohh- peu lohohh- fayr pohohr twa.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
609,Je ne peux rien faire pour aider.,I can't do anything to help.,B,ʒə- nə- pˈø ʁjˌɛ̃ fˈɛʁ puʁ ɛdˈe.,zhohohh- nohohh- peu ryayayn fayr pohohr ayday.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
610,Je peux faire ce que je veux.,I can do whatever I want.,B,ʒə- pˈø fˈɛʁ sə- kə ʒə- vˈø.,zhohohh- peu fayr sohohh- kohohh zhohohh- veu.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
611,J'y arriverai sans son aide.,I'll manage without his help.,B,ʒi aʁivʁˈe sɑ̃ sɔ̃n ˈɛd.,zhayay arayayvray san sohnn ayd.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
612,Je peux me rendre où que tu le veuilles.,I can go wherever you like.,B,ʒə- pˈø mə- ʁˈɑ̃dʁ u kə ty lə- vˈœj.,zhohohh- peu mohohh- randr ohoh kohohh ty lohohh- veuy.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
613,Ça va être dur d'attendre jusqu'à demain.,It will be hard to wait until tomorrow.,B,sa vˈa ˈɛtʁ dˈyʁ datˈɑ̃dʁ ʒyska dəmˈɛ̃.,sa va aytr dyr datandr zhyska dohohhmayayn.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
614,Je peux t'aider si tu veux.,I can help you if you want.,B,ʒə- pˈø tɛdˈe sˈi ty vˈø.,zhohohh- peu tayday sayay ty veu.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
615,Je ne peux plus te faire confiance.,I can no longer trust you.,B,ʒə- nə- pˈø ply tə- fˈɛʁ kɔ̃fjˈɑ̃s.,zhohohh- nohohh- peu ply tohohh- fayr kohnfyans.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
616,Je ne peux pas venir travailler demain.,I can't come to work tomorrow.,B,ʒə- nə- pˈø pa vənˈiʁ tʁavajˈe dəmˈɛ̃.,zhohohh- nohohh- peu pa vohohhnayayr travayay dohohhmayayn.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
617,Je ne peux pas pardonner ce que tu as fait.,I can't forgive what you did.,B,ʒə- nə- pˈø pa paʁdɔnˈe sə- kə ty a fˈɛ.,zhohohh- nohohh- peu pa pardohnay sohohh- kohohh ty a fay.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
618,Je ne peux pas aller avec toi demain.,I can't go with you tomorrow.,B,ʒə- nə- pˈø paz alˈe avˌɛk twˌa dəmˈɛ̃.,zhohohh- nohohh- peu paz alay avayk twa dohohhmayayn.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
619,Je ne peux pas dire ce qu'il est.,I can't tell what it is.,B,ʒə- nə- pˈø pa dˈiʁ sə- kil ˈɛ.,zhohohh- nohohh- peu pa dayayr sohohh- kayayl ay.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
620,Je ne peux pas te dire ce qui est arrivé.,I can't tell you what happened.,B,ʒə- nə- pˈø pa tə- dˈiʁ sə- ki ɛt aʁivˈe.,zhohohh- nohohh- peu pa tohohh- dayayr sohohh- kayay ayt arayayvay.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
621,Je ne comprends pas ce que tu dis.,I cannot understand what you say.,B,ʒə- nə- kɔ̃pʁˈɑ̃ pa sə- kə ty dˈi.,zhohohh- nohohh- kohnpran pa sohohh- kohohh ty dayay.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
622,Je viens à l'école en bus.,I come to school by bus.,B,ʒə- vjˈɛ̃z a lekˈɔl ɑ̃ bˈys.,zhohohh- vyayaynz a laykohl an bys.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
623,J'aurais pu perdre mon travail.,I could have lost my job.,B,ʒoʁˈɛ pˈy pˈɛʁdʁ mɔ̃ tʁavˈaj.,zhohray py payrdr mohn travay.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
624,J'aurais besoin d'aide.,I could use some help.,B,ʒoʁˈɛ bəzwˈɛ̃ dˈɛd.,zhohray bohohhzwayayn dayd.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
625,J'ai fait tout ce que j'ai pu aujourd'hui.,I did everything I could today.,B,ʒe fˈɛ tu sə- kə ʒe pˈy oʒuʁdyˈi.,zhay fay tohoh sohohh- kohohh zhay py ohzhohohrdyayay.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
626,Je ne savais pas quoi faire.,I didn't know what to do.,B,ʒə- nə- savˈɛ pa kwˌa fˈɛʁ.,zhohohh- nohohh- savay pa kwa fayr.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
627,Je ne savais pas bien quoi dire.,I didn't quite know what to say.,B,ʒə- nə- savˈɛ pa bjˈɛ̃ kwˌa dˈiʁ.,zhohohh- nohohh- savay pa byayayn kwa dayayr.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
628,Je ne savais pas où tu étais.,I didn't know where you were.,B,ʒə- nə- savˈɛ paz u ty etˈɛ.,zhohohh- nohohh- savay paz ohoh ty aytay.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
629,Je ne savais pas qui avait fait ça.,I didn't know who had done that.,B,ʒə- nə- savˈɛ pa ki avˈɛ fˈɛ sˈa.,zhohohh- nohohh- savay pa kayay avay fay sa.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
630,Je ne savais pas que tu savais cuisiner.,I didn't know you knew how to cook.,B,ʒə- nə- savˈɛ pa kə ty savˈɛ kyizinˈe.,zhohohh- nohohh- savay pa kohohh ty savay kyayayzayaynay.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
631,Je ne savais pas que tu étais là.,I didn't know you were there.,B,ʒə- nə- savˈɛ pa kə ty etˈɛ lˈa.,zhohohh- nohohh- savay pa kohohh ty aytay la.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
632,Je ne savais pas que tu travaillais ici.,I didn't know you worked here.,B,ʒə- nə- savˈɛ pa kə ty tʁavajˈɛz isˈi.,zhohohh- nohohh- savay pa kohohh ty travayayz ayaysayay.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
633,Je réprouve ce que tu dis.,I disapprove of what you say.,B,ʒə- ʁepʁˈuv sə- kə ty dˈi.,zhohohh- rayprohohv sohohh- kohohh ty dayay.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
634,Je fais mes devoirs après l'école.,I do my homework after school.,B,ʒə- fˈɛ me- dəvwˈaʁz apʁˌɛ lekˈɔl.,zhohohh- fay may- dohohhvwarz apray laykohl.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
635,Je me fiche de qui vous êtes.,I don't care who you are.,B,ʒə- mə- fˈiʃ də- ki vuz ˈɛt.,zhohohh- mohohh- fayaysh dohohh- kayay vohohz ayt.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
636,Je n'ai pas envie de t'aider.,I don't feel like helping you.,B,ʒə- ne paz ɑ̃vˈi də- tɛdˈe.,zhohohh- nay paz anvayay dohohh- tayday.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
637,Je n'ai pas de temps pour toi.,I don't have time for you.,B,ʒə- ne pa də- tˈɑ̃ puʁ twˈa.,zhohohh- nay pa dohohh- tan pohohr twa.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
638,Je ne sais pas ce dont j'ai besoin.,I don't know what I need.,B,ʒə- nə- sˈɛ pa sə- dɔ̃ ʒe bəzwˈɛ̃.,zhohohh- nohohh- say pa sohohh- dohn zhay bohohhzwayayn.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
639,Je ne sais pas ce que je veux.,I don't know what I want.,B,ʒə- nə- sˈɛ pa sə- kə ʒə- vˈø.,zhohohh- nohohh- say pa sohohh- kohohh zhohohh- veu.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
640,Je ne sais pas ce que c'est.,I don't know what it is.,B,ʒə- nə- sˈɛ pa sə- kə sˈɛ.,zhohohh- nohohh- say pa sohohh- kohohh say.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
641,Je ne sais pas ce qu'ils veulent.,I don't know what they want.,B,ʒə- nə- sˈɛ pa sə- kil vˈœl.,zhohohh- nohohh- say pa sohohh- kayayl veul.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
642,Je ne sais pas quoi faire.,I don't know what to do.,B,ʒə- nə- sˈɛ pa kwˌa fˈɛʁ.,zhohohh- nohohh- say pa kwa fayr.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
643,Je ne sais quoi dire.,I don't know what to say.,B,ʒə- nə- sˈɛ kwˌa dˈiʁ.,zhohohh- nohohh- say kwa dayayr.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
644,Je ne sais pas ce que tu fais.,I don't know what you're doing.,B,ʒə- nə- sˈɛ pa sə- kə ty fˈɛ.,zhohohh- nohohh- say pa sohohh- kohohh ty fay.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
645,Je ne sais pas ce que tu veux dire.,I don't know what you mean.,B,ʒə- nə- sˈɛ pa sə- kə ty vˈø dˈiʁ.,zhohohh- nohohh- say pa sohohh- kohohh ty veu dayayr.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
646,Je ne sais pas où c'est.,I don't know where it is.,B,ʒə- nə- sˈɛ paz u sˈɛ.,zhohohh- nohohh- say paz ohoh say.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
647,Je ne sais pas qui l'a fait.,I don't know who did it.,B,ʒə- nə- sˈɛ pa ki la fˈɛ.,zhohohh- nohohh- say pa kayay la fay.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
648,Je ne sais pas qui a fait ça.,I don't know who did that.,B,ʒə- nə- sˈɛ pa ki a fˈɛ sˈa.,zhohohh- nohohh- say pa kayay a fay sa.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
649,Je ne sais pas qui il est.,I don't know who he is.,B,ʒə- nə- sˈɛ pa ki il ˈɛ.,zhohohh- nohohh- say pa kayay ayayl ay.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
650,Je ne sais pas qui c'est.,I don't know who it is.,B,ʒə- nə- sˈɛ pa ki sˈɛ.,zhohohh- nohohh- say pa kayay say.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
651,Je ne pense pas que tu me comprennes.,I don't think you understand me.,B,ʒə- nə- pˈɑ̃s pa kə ty mə- kɔ̃pʁˈɛn.,zhohohh- nohohh- pans pa kohohh ty mohohh- kohnprayn.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
652,Je ne vois pas ce que tu veux dire.,I don't understand what you mean.,B,ʒə- nə- vwˈa pa sə- kə ty vˈø dˈiʁ.,zhohohh- nohohh- vwa pa sohohh- kohohh ty veu dayayr.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
653,Comment oses-tu me traiter d'hypocrite ?,How dare you call me a hypocrite!,B,kɔmˌɑ̃ ˈozty mə- tʁɛtˈe dipɔkʁˈit ?,kohman ohzty mohohh- traytay dayaypohkrayayt ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
654,Comment oses-tu me faire ça ?,How dare you do that to me!,B,kɔmˌɑ̃ ˈozty mə- fˈɛʁ sˈa ?,kohman ohzty mohohh- fayr sa ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
655,Comment oses-tu me le dire !,How dare you say that to me!,B,kɔmˌɑ̃ ˈozty mə- lə- dˈiʁ !,kohman ohzty mohohh- lohohh- dayayr !,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
656,J'espère que vous passez du bon temps !,I hope you're having a good time!,B,ʒɛspˈɛʁ kə vu pasˈe dy- bˈɔ̃ tˈɑ̃ !,zhayspayr kohohh vohoh pasay dy- bohn tan !,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
657,Comment oses-tu raconter de telles choses sur moi !,How dare you tell such things about me!,B,kɔmˌɑ̃ ˈozty ʁakɔ̃tˈe də- tɛl ʃˈoz syʁ mwˈa !,kohman ohzty rakohntay dohohh- tayl shohz syr mwa !,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
658,Comment oses-tu te montrer ici ?,How dare you show your face around here!,B,kɔmˌɑ̃ ˈozty tə- mɔ̃tʁˈe isˈi ?,kohman ohzty tohohh- mohntray ayaysayay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
659,Comment oses-tu me parler comme ça !,How dare you speak like that to me!,B,kɔmˌɑ̃ ˈozty mə- paʁlˈe kɔm sˈa !,kohman ohzty mohohh- parlay kohm sa !,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
660,Comment oses-tu me parler ainsi !,How dare you speak to me like that!,B,kɔmˌɑ̃ ˈozty mə- paʁlˈe ɛ̃sˈi !,kohman ohzty mohohh- parlay ayaynsayay !,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
661,Comment oses-tu me parler sur ce ton ?,How dare you speak to me that way!,B,kɔmˌɑ̃ ˈozty mə- paʁlˈe syʁ sə- tɔ̃ ?,kohman ohzty mohohh- parlay syr sohohh- tohn ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
662,Comment oses-tu me parler ainsi ?,How dare you talk to me like that!,B,kɔmˌɑ̃ ˈozty mə- paʁlˈe ɛ̃sˈi ?,kohman ohzty mohohh- parlay ayaynsayay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
663,Comment oses-tu me traiter comme un criminel !,How dare you treat me like a criminal!,B,kɔmˌɑ̃ ˈozty mə- tʁɛtˈe kɔm œ̃ kʁiminˈɛl !,kohman ohzty mohohh- traytay kohm ohohn krayaymayaynayl !,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
664,Regarde-moi quand je te parle !,Look at me when I talk to you!,B,ʁəɡˈaʁdmwˌa kɑ̃ ʒə- tə- pˈaʁl !,rohohhgardmwa kan zhohohh- tohohh- parl !,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
665,Mais qu'as-tu donc fait pendant tout ce temps ?,What have you been doing all this time?,B,mɛ katˈy dˈɔ̃k fˈɛ pɑ̃dˈɑ̃ tu sə- tˈɑ̃ ?,may katy dohnk fay pandan tohoh sohohh- tan ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
666,Comment vas-tu ? Je ne t'ai pas vu depuis des lustres !,How are you? I haven't seen you for ages!,C,kɔmˌɑ̃ vˈatˈy ? ʒə- nə- te pa vˈy dəpyˌi de- lˈystʁ !,kohman vaty ? zhohohh- nohohh- tay pa vy dohohhpyayay day- lystr !,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
667,Qu'en pensez-vous ? Ce serait chouette !,What do you think about it? It'd be great!,C,kɑ̃ pɑ̃sˈevˈu ? sə- səʁˈɛ ʃwˈɛt !,kan pansayvohoh ? sohohh- sohohhray shwayt !,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
668,Y a-t-il des magazines français dans la bibliothèque de ton école ?,Are there any French magazines in your school library?,C,i atil de- maɡazˈin fʁɑ̃sˈɛ dɑ̃ la- bibliotˈɛk də- tɔ̃n ekˈɔl ?,ayay atayayl day- magazayayn fransay dan la- bayayblayayohtayk dohohh- tohnn aykohl ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
669,Es-tu en train de me reprocher ton échec ?,Are you blaming me for your failure?,B,ɛty ɑ̃ tʁˈɛ̃ də- mə- ʁəpʁoʃˈe tɔ̃n eʃˈɛk ?,ayty an trayayn dohohh- mohohh- rohohhprohshay tohnn ayshayk ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
670,Vas-tu faire tes devoirs cet après-midi ?,Are you going to do your homework this afternoon?,C,vˈaty fˈɛʁ te- dəvwˈaʁ sɛt apʁˌɛmidˈi ?,vaty fayr tay- dohohhvwar sayt apraymayaydayay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
671,Vas-tu y aller avec moi ou non ?,Are you going to go with me or not?,C,vˈaty i alˈe avˌɛk mwˌa u nˈɔ̃ ?,vaty ayay alay avayk mwa ohoh nohn ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
672,Allez-vous déjeuner ici avec moi ?,Are you going to have lunch here with me?,C,alˈevu deʒønˈe isˈi avˌɛk mwˈa ?,alayvohoh dayzheunay ayaysayay avayk mwa ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
673,Es-tu en train de dire que je n'ai aucun sens de l'humour ?,Are you saying I have no sense of humor?,C,ɛty ɑ̃ tʁˈɛ̃ də- dˈiʁ kə ʒə- ne okˈœ̃ sˈɑ̃s də- lymˈuʁ ?,ayty an trayayn dohohh- dayayr kohohh zhohohh- nay ohkohohn sans dohohh- lymohohr ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
674,Veux-tu dire que je n'ai pas de cerveau ?,Are you saying that I don't have a brain?,C,vˈøty dˈiʁ kə ʒə- ne pa də- sɛʁvˈo ?,veuty dayayr kohohh zhohohh- nay pa dohohh- sayrvoh ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
675,Êtes-vous sûr de vouloir faire cela ?,Are you sure that you want to do that?,C,ˈɛtvu sˈyːʁ də- vulwˈaʁ fˈɛʁ səlˈa ?,aytvohoh syr dohohh- vohohlwar fayr sohohhla ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
676,Es-tu sûr de vouloir faire ça ?,Are you sure that you want to do this?,C,ɛty sˈyːʁ də- vulwˈaʁ fˈɛʁ sˈa ?,ayty syr dohohh- vohohlwar fayr sa ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
677,Es-tu sûr de vouloir y aller ?,Are you sure that you want to go there?,C,ɛty sˈyːʁ də- vulwˈaʁ i alˈe ?,ayty syr dohohh- vohohlwar ayay alay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
678,Tu es sûr de ne rien vouloir manger ?,Are you sure you don't want anything to eat?,C,ty ɛ sˈyːʁ də- nə- ʁjˌɛ̃ vulwˈaʁ mɑ̃ʒˈe ?,ty ay syr dohohh- nohohh- ryayayn vohohlwar manzhay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
679,Es-tu sûr de ne pas vouloir manger quelque chose ?,Are you sure you don't want something to eat?,C,ɛty sˈyːʁ də- nə- pa vulwˈaʁ mɑ̃ʒˈe kˌɛlkə ʃˈɔz ?,ayty syr dohohh- nohohh- pa vohohlwar manzhay kaylkohohh shohz ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
680,Es-tu sûr de ne pas vouloir entrer ?,Are you sure you don't want to come in?,C,ɛty sˈyːʁ də- nə- pa vulwˈaʁ ɑ̃tʁˈe ?,ayty syr dohohh- nohohh- pa vohohlwar antray ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
