rank,target,english,level,ipa_candidate,learner_hint_candidate,source_sha256
506,میوزیم کہاں ہے؟,Where is the museum?,A,mjˌuːziˈam kˈʌhãː hɛ,myohohzayayam kʌhã hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
507,کیا میوزیم قریب ہے؟,Is the museum nearby?,A,kjˈaː mjˌuːziˈam qərˈiːb hɛ,kya myohohzayayam qohohhrayayb hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
508,میوزیم کتنی دور ہے؟,How far is the museum?,B,mjˌuːziˈam kˈɪtni dˈuːr hɛ,myohohzayayam kayaytnayay dohohr hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
509,ہمیں میوزیم جانا ہے۔,We need to go to the museum.,B,hˈʌmẽː mjˌuːziˈam ɟˈaːnaː hɛ,hʌmẽ myohohzayayam gyana hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
510,چلیے، میوزیم چلیں۔,Let's go to the museum.,B,cˈʌljeː mjˌuːziˈam cˈʌlẽː,cʌlyay myohohzayayam cʌlẽ,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
511,سینما کہاں ہے؟,Where is the cinema?,A,sˈeːnmˌaː kˈʌhãː hɛ,saynma kʌhã hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
512,کیا سینما قریب ہے؟,Is the cinema nearby?,A,kjˈaː sˈeːnmˌaː qərˈiːb hɛ,kya saynma qohohhrayayb hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
513,سینما کتنی دور ہے؟,How far is the cinema?,B,sˈeːnmˌaː kˈɪtni dˈuːr hɛ,saynma kayaytnayay dohohr hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
514,ہمیں سینما جانا ہے۔,We need to go to the cinema.,B,hˈʌmẽː sˈeːnmˌaː ɟˈaːnaː hɛ,hʌmẽ saynma gyana hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
515,چلیے، سینما چلیں۔,Let's go to the cinema.,B,cˈʌljeː sˈeːnmˌaː cˈʌlẽː,cʌlyay saynma cʌlẽ,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
516,تھیٹر کہاں ہے؟,Where is the theater?,A,tʰˈeːʈər kˈʌhãː hɛ,tʰaytohohhr kʌhã hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
517,کیا تھیٹر قریب ہے؟,Is the theater nearby?,A,kjˈaː tʰˈeːʈər qərˈiːb hɛ,kya tʰaytohohhr qohohhrayayb hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
518,تھیٹر کتنی دور ہے؟,How far is the theater?,B,tʰˈeːʈər kˈɪtni dˈuːr hɛ,tʰaytohohhr kayaytnayay dohohr hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
519,ہمیں تھیٹر جانا ہے۔,We need to go to the theater.,B,hˈʌmẽː tʰˈeːʈər ɟˈaːnaː hɛ,hʌmẽ tʰaytohohhr gyana hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
520,چلیے، تھیٹر چلیں۔,Let's go to the theater.,B,cˈʌljeː tʰˈeːʈər cˈʌlẽː,cʌlyay tʰaytohohhr cʌlẽ,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
521,پولیس اسٹیشن کہاں ہے؟,Where is the police station?,B,pʊlˈiːs ˌɪsʈeːʃˈan kˈʌhãː hɛ,pohohlayays ayaystayshan kʌhã hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
522,کیا پولیس اسٹیشن قریب ہے؟,Is the police station nearby?,B,kjˈaː pʊlˈiːs ˌɪsʈeːʃˈan qərˈiːb hɛ,kya pohohlayays ayaystayshan qohohhrayayb hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
523,پولیس اسٹیشن کتنی دور ہے؟,How far is the police station?,B,pʊlˈiːs ˌɪsʈeːʃˈan kˈɪtni dˈuːr hɛ,pohohlayays ayaystayshan kayaytnayay dohohr hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
524,ہمیں پولیس اسٹیشن جانا ہے۔,We need to go to the police station.,B,hˈʌmẽː pʊlˈiːs ˌɪsʈeːʃˈan ɟˈaːnaː hɛ,hʌmẽ pohohlayays ayaystayshan gyana hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
525,چلیے، پولیس اسٹیشن چلیں۔,Let's go to the police station.,B,cˈʌljeː pʊlˈiːs ˌɪsʈeːʃˈan cˈʌlẽː,cʌlyay pohohlayays ayaystayshan cʌlẽ,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
526,سفارت خانہ کہاں ہے؟,Where is the embassy?,A,sɪfˈaːrat xˈaːnˌa kˈʌhãː hɛ,sayayfarat khana kʌhã hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
527,کیا سفارت خانہ قریب ہے؟,Is the embassy nearby?,A,kjˈaː sɪfˈaːrat xˈaːnˌa qərˈiːb hɛ,kya sayayfarat khana qohohhrayayb hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
528,سفارت خانہ کتنی دور ہے؟,How far is the embassy?,B,sɪfˈaːrat xˈaːnˌa kˈɪtni dˈuːr hɛ,sayayfarat khana kayaytnayay dohohr hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
529,ہمیں سفارت خانہ جانا ہے۔,We need to go to the embassy.,B,hˈʌmẽː sɪfˈaːrat xˈaːnˌa ɟˈaːnaː hɛ,hʌmẽ sayayfarat khana gyana hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
530,چلیے، سفارت خانہ چلیں۔,Let's go to the embassy.,B,cˈʌljeː sɪfˈaːrat xˈaːnˌa cˈʌlẽː,cʌlyay sayayfarat khana cʌlẽ,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
531,ڈاک خانہ کہاں ہے؟,Where is the post office?,B,ɖˈaːk xˈaːnˌa kˈʌhãː hɛ,dak khana kʌhã hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
532,کیا ڈاک خانہ قریب ہے؟,Is the post office nearby?,B,kjˈaː ɖˈaːk xˈaːnˌa qərˈiːb hɛ,kya dak khana qohohhrayayb hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
533,ڈاک خانہ کتنی دور ہے؟,How far is the post office?,B,ɖˈaːk xˈaːnˌa kˈɪtni dˈuːr hɛ,dak khana kayaytnayay dohohr hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
534,ہمیں ڈاک خانہ جانا ہے۔,We need to go to the post office.,B,hˈʌmẽː ɖˈaːk xˈaːnˌa ɟˈaːnaː hɛ,hʌmẽ dak khana gyana hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
535,چلیے، ڈاک خانہ چلیں۔,Let's go to the post office.,B,cˈʌljeː ɖˈaːk xˈaːnˌa cˈʌlẽː,cʌlyay dak khana cʌlẽ,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
536,مال کہاں ہے؟,Where is the shopping mall?,B,mˈaːl kˈʌhãː hɛ,mal kʌhã hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
537,کیا مال قریب ہے؟,Is the shopping mall nearby?,B,kjˈaː mˈaːl qərˈiːb hɛ,kya mal qohohhrayayb hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
538,مال کتنی دور ہے؟,How far is the shopping mall?,B,mˈaːl kˈɪtni dˈuːr hɛ,mal kayaytnayay dohohr hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
539,ہمیں مال جانا ہے۔,We need to go to the shopping mall.,B,hˈʌmẽː mˈaːl ɟˈaːnaː hɛ,hʌmẽ mal gyana hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
540,چلیے، مال چلیں۔,Let's go to the shopping mall.,B,cˈʌljeː mˈaːl cˈʌlẽː,cʌlyay mal cʌlẽ,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
541,جم کہاں ہے؟,Where is the gym?,A,ɟˈʌm kˈʌhãː hɛ,gyʌm kʌhã hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
542,کیا جم قریب ہے؟,Is the gym nearby?,A,kjˈaː ɟˈʌm qərˈiːb hɛ,kya gyʌm qohohhrayayb hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
543,جم کتنی دور ہے؟,How far is the gym?,B,ɟˈʌm kˈɪtni dˈuːr hɛ,gyʌm kayaytnayay dohohr hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
544,ہمیں جم جانا ہے۔,We need to go to the gym.,B,hˈʌmẽː ɟˈʌm ɟˈaːnaː hɛ,hʌmẽ gyʌm gyana hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
545,چلیے، جم چلیں۔,Let's go to the gym.,B,cˈʌljeː ɟˈʌm cˈʌlẽː,cʌlyay gyʌm cʌlẽ,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
546,اسٹیڈیم کہاں ہے؟,Where is the stadium?,A,ˌɪsʈiɖˈiːm kˈʌhãː hɛ,ayaystayaydayaym kʌhã hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
547,کیا اسٹیڈیم قریب ہے؟,Is the stadium nearby?,A,kjˈaː ˌɪsʈiɖˈiːm qərˈiːb hɛ,kya ayaystayaydayaym qohohhrayayb hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
548,اسٹیڈیم کتنی دور ہے؟,How far is the stadium?,B,ˌɪsʈiɖˈiːm kˈɪtni dˈuːr hɛ,ayaystayaydayaym kayaytnayay dohohr hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
549,ہمیں اسٹیڈیم جانا ہے۔,We need to go to the stadium.,B,hˈʌmẽː ˌɪsʈiɖˈiːm ɟˈaːnaː hɛ,hʌmẽ ayaystayaydayaym gyana hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
550,چلیے، اسٹیڈیم چلیں۔,Let's go to the stadium.,B,cˈʌljeː ˌɪsʈiɖˈiːm cˈʌlẽː,cʌlyay ayaystayaydayaym cʌlẽ,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
551,ہمیں انتظار کرنا ہے۔,We need to wait.,A,hˈʌmẽː ˌɪntɪʐˈaːr kˌarnaː hɛ,hʌmẽ ayayntayayʐar karna hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
552,ہمیں انتظار کرنا چاہیے۔,We should wait.,A,hˈʌmẽː ˌɪntɪʐˈaːr kˌarnaː cˈaːhjeː,hʌmẽ ayayntayayʐar karna cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
553,ہم انتظار کر سکتے ہیں۔,We can wait.,A,ham ˌɪntɪʐˈaːr kar sˈʌktˌeː hẽ,ham ayayntayayʐar kar sʌktay hẽ,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
554,براہِ کرم انتظار کیجیے۔,Please wait.,A,bˌəraːhˈeː kˈʌrəm ˌɪntɪʐˈaːr kˈiːɟiˌeː,bohohhrahay kʌrohohhm ayayntayayʐar kayaygyayayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
555,براہِ کرم انتظار نہ کیجیے۔,Please do not wait.,A,bˌəraːhˈeː kˈʌrəm ˌɪntɪʐˈaːr nˈa kˈiːɟiˌeː,bohohhrahay kʌrohohhm ayayntayayʐar na kayaygyayayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
556,ہمیں اب شروع کرنا ہے۔,We need to start now.,B,hˈʌmẽː ˈab ʃˈʊruː kˌarnaː hɛ,hʌmẽ ab shohohrohoh karna hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
557,ہمیں اب شروع کرنا چاہیے۔,We should start now.,A,hˈʌmẽː ˈab ʃˈʊruː kˌarnaː cˈaːhjeː,hʌmẽ ab shohohrohoh karna cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
558,ہم اب شروع کر سکتے ہیں۔,We can start now.,A,ham ˈab ʃˈʊruː kar sˈʌktˌeː hẽ,ham ab shohohrohoh kar sʌktay hẽ,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
559,براہِ کرم اب شروع کیجیے۔,Please start now.,A,bˌəraːhˈeː kˈʌrəm ˈab ʃˈʊruː kˈiːɟiˌeː,bohohhrahay kʌrohohhm ab shohohrohoh kayaygyayayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
560,براہِ کرم ابھی شروع نہ کیجیے۔,Please do not start now.,B,bˌəraːhˈeː kˈʌrəm ˈabʰi ʃˈʊruː nˈa kˈiːɟiˌeː,bohohhrahay kʌrohohhm abʰayay shohohrohoh na kayaygyayayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
561,ہمیں اب روانہ ہونا ہے۔,We need to leave now.,B,hˈʌmẽː ˈab raʋˈaːnˌa hˈoːnaː hɛ,hʌmẽ ab raʋana hohna hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
562,ہمیں اب روانہ ہونا چاہیے۔,We should leave now.,A,hˈʌmẽː ˈab raʋˈaːnˌa hˈoːnaː cˈaːhjeː,hʌmẽ ab raʋana hohna cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
563,ہم اب روانہ ہو سکتے ہیں۔,We can leave now.,A,ham ˈab raʋˈaːnˌa hˈoː sˈʌktˌeː hẽ,ham ab raʋana hoh sʌktay hẽ,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
564,براہِ کرم اب روانہ ہو جائیے۔,Please leave now.,A,bˌəraːhˈeː kˈʌrəm ˈab raʋˈaːnˌa hˈoː ɟˈaːjeː,bohohhrahay kʌrohohhm ab raʋana hoh gyayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
565,براہِ کرم ابھی روانہ نہ ہوں۔,Please do not leave now.,B,bˌəraːhˈeː kˈʌrəm ˈabʰi raʋˈaːnˌa nˈa hõː,bohohhrahay kʌrohohhm abʰayay raʋana na hõ,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
566,ہمیں دروازہ کھولنا ہے۔,We need to open the door.,B,hˈʌmẽː dərʋˈaːzˌa kʰˈoːlnˌaː hɛ,hʌmẽ dohohhrʋaza kʰohlna hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
567,ہمیں دروازہ کھولنا چاہیے۔,We should open the door.,B,hˈʌmẽː dərʋˈaːzˌa kʰˈoːlnˌaː cˈaːhjeː,hʌmẽ dohohhrʋaza kʰohlna cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
568,ہم دروازہ کھول سکتے ہیں۔,We can open the door.,B,ham dərʋˈaːzˌa kʰˈoːl sˈʌktˌeː hẽ,ham dohohhrʋaza kʰohl sʌktay hẽ,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
569,براہِ کرم دروازہ کھولیے۔,Please open the door.,A,bˌəraːhˈeː kˈʌrəm dərʋˈaːzˌa kʰˈoːljeː,bohohhrahay kʌrohohhm dohohhrʋaza kʰohlyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
570,براہِ کرم دروازہ نہ کھولیے۔,Please do not open the door.,B,bˌəraːhˈeː kˈʌrəm dərʋˈaːzˌa nˈa kʰˈoːljeː,bohohhrahay kʌrohohhm dohohhrʋaza na kʰohlyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
571,ہمیں دروازہ بند کرنا ہے۔,We need to close the door.,B,hˈʌmẽː dərʋˈaːzˌa bˈʌnd kˌarnaː hɛ,hʌmẽ dohohhrʋaza bʌnd karna hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
572,ہمیں دروازہ بند کرنا چاہیے۔,We should close the door.,B,hˈʌmẽː dərʋˈaːzˌa bˈʌnd kˌarnaː cˈaːhjeː,hʌmẽ dohohhrʋaza bʌnd karna cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
573,ہم دروازہ بند کر سکتے ہیں۔,We can close the door.,B,ham dərʋˈaːzˌa bˈʌnd kar sˈʌktˌeː hẽ,ham dohohhrʋaza bʌnd kar sʌktay hẽ,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
574,براہِ کرم دروازہ بند کیجیے۔,Please close the door.,A,bˌəraːhˈeː kˈʌrəm dərʋˈaːzˌa bˈʌnd kˈiːɟiˌeː,bohohhrahay kʌrohohhm dohohhrʋaza bʌnd kayaygyayayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
575,براہِ کرم دروازہ بند نہ کیجیے۔,Please do not close the door.,B,bˌəraːhˈeː kˈʌrəm dərʋˈaːzˌa bˈʌnd nˈa kˈiːɟiˌeː,bohohhrahay kʌrohohhm dohohhrʋaza bʌnd na kayaygyayayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
576,ہمیں بتی جلانا ہے۔,We need to turn on the light.,B,hˈʌmẽː bˈʌti ɟəlˈaːnaː hɛ,hʌmẽ bʌtayay gyohohhlana hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
577,ہمیں بتی جلانا چاہیے۔,We should turn on the light.,B,hˈʌmẽː bˈʌti ɟəlˈaːnaː cˈaːhjeː,hʌmẽ bʌtayay gyohohhlana cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
578,ہم بتی جلا سکتے ہیں۔,We can turn on the light.,B,ham bˈʌti ɟˈʌlaː sˈʌktˌeː hẽ,ham bʌtayay gyʌla sʌktay hẽ,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
579,براہِ کرم بتی جلائیے۔,Please turn on the light.,B,bˌəraːhˈeː kˈʌrəm bˈʌti ɟəlˈaːjeː,bohohhrahay kʌrohohhm bʌtayay gyohohhlayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
580,براہِ کرم بتی نہ جلائیے۔,Please do not turn on the light.,B,bˌəraːhˈeː kˈʌrəm bˈʌti nˈa ɟəlˈaːjeː,bohohhrahay kʌrohohhm bʌtayay na gyohohhlayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
581,ہمیں بتی بند کرنا ہے۔,We need to turn off the light.,B,hˈʌmẽː bˈʌti bˈʌnd kˌarnaː hɛ,hʌmẽ bʌtayay bʌnd karna hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
582,ہمیں بتی بند کرنا چاہیے۔,We should turn off the light.,B,hˈʌmẽː bˈʌti bˈʌnd kˌarnaː cˈaːhjeː,hʌmẽ bʌtayay bʌnd karna cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
583,ہم بتی بند کر سکتے ہیں۔,We can turn off the light.,B,ham bˈʌti bˈʌnd kar sˈʌktˌeː hẽ,ham bʌtayay bʌnd kar sʌktay hẽ,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
584,براہِ کرم بتی بند کیجیے۔,Please turn off the light.,B,bˌəraːhˈeː kˈʌrəm bˈʌti bˈʌnd kˈiːɟiˌeː,bohohhrahay kʌrohohhm bʌtayay bʌnd kayaygyayayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
585,براہِ کرم بتی بند نہ کیجیے۔,Please do not turn off the light.,B,bˌəraːhˈeː kˈʌrəm bˈʌti bˈʌnd nˈa kˈiːɟiˌeː,bohohhrahay kʌrohohhm bʌtayay bʌnd na kayaygyayayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
586,ہمیں ٹیکسی بلانا ہے۔,We need to call a taxi.,B,hˈʌmẽː ʈˈeːksˌiː bəlˈaːnaː hɛ,hʌmẽ tayksayay bohohhlana hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
587,ہمیں ٹیکسی بلانا چاہیے۔,We should call a taxi.,B,hˈʌmẽː ʈˈeːksˌiː bəlˈaːnaː cˈaːhjeː,hʌmẽ tayksayay bohohhlana cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
588,ہم ٹیکسی بلا سکتے ہیں۔,We can call a taxi.,B,ham ʈˈeːksˌiː bˈʌlaː sˈʌktˌeː hẽ,ham tayksayay bʌla sʌktay hẽ,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
589,براہِ کرم ٹیکسی بلائیے۔,Please call a taxi.,A,bˌəraːhˈeː kˈʌrəm ʈˈeːksˌiː bəlˈaːjeː,bohohhrahay kʌrohohhm tayksayay bohohhlayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
590,براہِ کرم ٹیکسی نہ بلائیے۔,Please do not call a taxi.,B,bˌəraːhˈeː kˈʌrəm ʈˈeːksˌiː nˈa bəlˈaːjeː,bohohhrahay kʌrohohhm tayksayay na bohohhlayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
591,ہمیں ڈاکٹر کو بلانا ہے۔,We need to call a doctor.,B,hˈʌmẽː ɖˌaːkʈˈar kˈoː bəlˈaːnaː hɛ,hʌmẽ daktar koh bohohhlana hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
592,ہمیں ڈاکٹر کو بلانا چاہیے۔,We should call a doctor.,B,hˈʌmẽː ɖˌaːkʈˈar kˈoː bəlˈaːnaː cˈaːhjeː,hʌmẽ daktar koh bohohhlana cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
593,ہم ڈاکٹر کو بلا سکتے ہیں۔,We can call a doctor.,B,ham ɖˌaːkʈˈar kˈoː bˈʌlaː sˈʌktˌeː hẽ,ham daktar koh bʌla sʌktay hẽ,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
594,براہِ کرم ڈاکٹر کو بلائیے۔,Please call a doctor.,A,bˌəraːhˈeː kˈʌrəm ɖˌaːkʈˈar kˈoː bəlˈaːjeː,bohohhrahay kʌrohohhm daktar koh bohohhlayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
595,براہِ کرم ڈاکٹر کو نہ بلائیے۔,Please do not call a doctor.,B,bˌəraːhˈeː kˈʌrəm ɖˌaːkʈˈar kˈoː nˈa bəlˈaːjeː,bohohhrahay kʌrohohhm daktar koh na bohohhlayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
596,ہمیں فارم پڑھنا ہے۔,We need to read the form.,B,hˈʌmẽː fˈaːrm pˈʌr.hənˌaː hɛ,hʌmẽ farm pʌr.hohohhna hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
597,ہمیں فارم پڑھنا چاہیے۔,We should read the form.,B,hˈʌmẽː fˈaːrm pˈʌr.hənˌaː cˈaːhjeː,hʌmẽ farm pʌr.hohohhna cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
598,ہم فارم پڑھ سکتے ہیں۔,We can read the form.,B,ham fˈaːrm pˈʌr.h sˈʌktˌeː hẽ,ham farm pʌr.h sʌktay hẽ,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
599,براہِ کرم فارم پڑھیے۔,Please read the form.,A,bˌəraːhˈeː kˈʌrəm fˈaːrm pˈʌr.hjeː,bohohhrahay kʌrohohhm farm pʌr.hyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
600,براہِ کرم فارم نہ پڑھیے۔,Please do not read the form.,B,bˌəraːhˈeː kˈʌrəm fˈaːrm nˈa pˈʌr.hjeː,bohohhrahay kʌrohohhm farm na pʌr.hyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
601,ہمیں فارم پُر کرنا ہے۔,We need to fill out the form.,B,hˈʌmẽː fˈaːrm pˈʊr kˌarnaː hɛ,hʌmẽ farm pohohr karna hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
602,ہمیں فارم پُر کرنا چاہیے۔,We should fill out the form.,B,hˈʌmẽː fˈaːrm pˈʊr kˌarnaː cˈaːhjeː,hʌmẽ farm pohohr karna cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
603,ہم فارم پُر کر سکتے ہیں۔,We can fill out the form.,B,ham fˈaːrm pˈʊr kar sˈʌktˌeː hẽ,ham farm pohohr kar sʌktay hẽ,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
604,براہِ کرم فارم پُر کیجیے۔,Please fill out the form.,B,bˌəraːhˈeː kˈʌrəm fˈaːrm pˈʊr kˈiːɟiˌeː,bohohhrahay kʌrohohhm farm pohohr kayaygyayayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
